Company_id,Year,R&D_investemetn,net_sales,operating_profits,employees
54,2011,54.35422,396.7414,70.15738,5639.0
54,2012,54.07043,438.5557,115.6913,
54,2013,66.25032,499.9104,106.4375,
54,2014,74.55883,549.7382,107.8291,
55,2011,41.80927,1609.536,205.6734,25066.0
55,2012,45.9964,1914.876,250.735,25350.0
55,2013,56.75887,2118.035,313.8031,
55,2014,69.47534,2431.872,339.4218,
56,2011,995.7989,15111.6,993.3279,69800.0
56,2012,1431.512,13519.47,691.8702,71700.0
56,2013,1630.8370000000002,14950.16,774.2356999999998,76400.0
56,2014,1508.112,16564.53,-434.8898,
57,2011,74.98746,1293.25,204.0852,
57,2012,78.25396999999998,1445.213,155.5138,
57,2013,82.72764999999998,1501.809,202.1679,
57,2014,74.98746,1619.687,219.8496,8000.0
58,2011,54.10341999999999,2029.033,247.0627,6900.0
58,2012,65.11157,2921.196,65.63295,7000.0
58,2013,129.1351,4752.16,-210.7733,17200.0
58,2014,202.6191,6806.273,1713.779,16800.0
59,2011,33.19118,2999.458,390.782,
59,2012,25.10944,3388.961,212.0193,
59,2013,20.31408,7161.178,521.1309,
59,2014,29.297659999999997,7455.921,882.3524999999998,
60,2011,66.75021,6410.86,2354.72,
60,2012,66.0401,7044.276999999999,2616.75,
60,2013,60.35923,7509.398,2750.251,
60,2014,72.43107999999998,8616.458,3283.542,
61,2011,44.97403,476.2249,-24.63717,
61,2012,45.2063,327.2554,-18.29008,
61,2013,55.68896,402.4057,63.60181,
61,2014,61.96933,451.7937,-5.431181,
62,2011,17.28475,236.8354,80.70668,
62,2012,23.86462,274.4669,72.59724,
62,2013,29.64348,286.2363000000001,78.30083,
62,2014,30.51621,354.5374,117.9789,
63,2011,1284.078,15184.08,1227.246,
63,2012,1242.895,9120.332,-1017.214,
63,2013,1059.22,5611.562,-5899.841,
63,2014,585.6187,2746.889,-348.4061,
64,2011,30.12436,72.23125,-36.00443,
64,2012,60.2899,128.1821,-74.28215,
64,2013,75.06133,135.1058,-156.9071,
64,2014,63.0755,107.5438,-129.215,
65,2011,11.12882,87.03019999999998,15.78856,
65,2012,15.26165,96.83609000000001,15.89862,
65,2013,21.63204,127.7386,18.97339,
65,2014,26.78743,156.2147,24.52857,
66,2011,39.47531,222.1752,17.54797,
66,2012,40.33438,205.8857,0.415122,
66,2013,37.35687,199.4481,2.31447,
66,2014,36.93763,190.1045,2.719709,
67,2011,139.2331,994.5411,125.9443,4574.0
67,2012,135.0876,1122.918,162.9412,
67,2013,145.6502,1338.191,247.5182,8000.0
67,2014,161.8408,1525.341,287.2176,
68,2011,83.80688999999998,636.9662,69.3188,
68,2012,101.8219,734.0626999999998,76.73663999999998,
68,2013,145.8042,997.2617,101.7749,
68,2014,202.5557,1374.964,144.0523,
69,2011,21.92744,208.3459,55.3416,
69,2012,27.427940000000003,224.6109,61.54227,
69,2013,30.010609999999996,231.1574,54.14294,
69,2014,28.79988,258.1997,61.84549,
70,2011,240.7268,17241.44,6376.775,68480.0
70,2012,10.65163,18570.05,6880.952,74377.0
70,2013,24.14369,19810.61,7418.504,74247.0
70,2014,34.08521,21683.17,8315.371999999998,73498.0
71,2011,41.92404,614.2819,50.91505,
71,2012,40.20342,485.4375,-37.64845,
71,2013,33.97824,485.2983,43.17105,
71,2014,35.9163,405.9952,69.86653,795.0
72,2011,8.598098999999998,48.02732,-0.21003200000000002,
72,2012,7.683907999999998,46.83632,4.654474,
72,2013,28.24179,116.9977,-11.72802,
72,2014,50.16898,212.2534,-21.47516,
73,2011,48.26618,503.9121,24.62728,
73,2012,45.87758,475.1666,19.27353,
73,2013,31.545990000000003,294.2919,2.059137,
73,2014,97.43839,909.3151,0.823655,
74,2011,,,,
74,2012,91.03592,2056.616,161.5497,
74,2013,102.8947,2268.158,214.3818,
74,2014,112.3392,2502.92,231.3534,
75,2011,30.47523,3335.803,15.64944,
75,2012,33.76986,3780.5759999999996,512.3134,
75,2013,37.06447,4333.249,836.8334,
75,2014,40.35909,4163.576,707.5197,2500.0
76,2011,506.5478,11372.2,-580.6768,60500.0
76,2012,488.4274,10816.24,2196.688,60000.0
76,2013,478.5435,10462.07,1284.078,57800.0
76,2014,513.137,10383.82,2143.15,53000.0
77,2011,163.8241,727.6934,21.26547,
77,2012,154.4451,702.8680000000002,29.7585,
77,2013,151.2141,701.4282,50.1571,3078.0
77,2014,155.4777,732.6489999999999,56.76649,3034.0
78,2011,6.661854,17274.19,1667.9620000000002,80967.0
78,2012,27.48015,17620.6,1637.151,76359.0
78,2013,61.62215,16420.64,2135.957,70857.0
78,2014,61.62215,15913.5,2076.833,67584.0
79,2011,198.1901,3260.145,369.7329,8913.0
79,2012,333.9254,3544.939,506.3009,9124.0
79,2013,327.2635,3638.205,577.9158,9331.0
79,2014,321.4344,3667.35,600.3995,9704.0
80,2011,61.95524,1945.261,99.76126,10136.0
80,2012,67.28472,2172.597,199.4392,10166.0
80,2013,75.44549999999998,2240.714,214.4284,10916.0
80,2014,85.355,2336.312,209.0157,11554.0
81,2011,32.8929,833.3146,63.45415,4695.0
81,2012,35.55764,739.8821,27.72997,4720.0
81,2013,37.47293,862.1271,33.80891,4793.0
81,2014,38.55548,960.4728,73.19712,5004.0
82,2011,110.7392,1348.899,239.6577,8223.0
82,2012,118.4003,1494.9720000000002,130.4691,8952.0
82,2013,124.5317,1624.919,336.4486,9529.0
82,2014,131.2327,1694.68,357.2993,10184.0
83,2011,24.70215,346.4022,54.89534,1172.0
83,2012,23.76949,370.2517,63.34257,1227.0
83,2013,26.20856,393.7647,65.11212,1314.0
83,2014,27.32609,411.302,63.04362,1388.0
84,2011,116.5824,1479.764,92.43322,7739.0
84,2012,111.5861,1449.786,94.93141,8258.0
84,2013,109.9206,1458.946,95.76414,8336.0
84,2014,116.5824,1483.095,94.93141,8182.0
85,2011,1190.181,31290.65,3843.998,133600.0
85,2012,1264.31,32399.29,3342.392,146100.0
85,2013,1265.134,34468.31,3601.02,147700.0
85,2014,1277.489,32806.18,3427.228,140400.0
86,2011,40.30421,1555.21,374.0631,6004.0
86,2012,41.47004,1598.512,384.9719,6134.0
86,2013,42.38604,1665.38,425.2761,6226.0
86,2014,46.46643,1739.66,480.4029,6247.0
87,2011,928.2592,10928.25,1689.316,26300.0
87,2012,1035.334,11697.55,1858.166,27262.0
87,2013,1133.349,12097.84,1718.144,28149.0
87,2014,1177.827,12465.19,1733.794,29340.0
88,2011,56.18524,1095.075,114.2708,2791.0
88,2012,77.06183,537.3135,87.76743,2186.0
88,2013,53.04501,168.7572,-159.827,1781.0
88,2014,49.54754,263.015,-126.014,1752.0
89,2011,57.87766,55.53821,-47.67472,300.0
89,2012,48.82447,48.19685,-42.34274,200.0
89,2013,44.06762,34.1012,-27.71831,200.0
89,2014,44.93282,35.39027,-34.834,230.0
90,2011,381.1338,1495.639,10.12685,2570.0
90,2012,383.4488,1439.29,350.9689,2433.0
90,2013,337.4945,1487.042,401.7706,2396.0
90,2014,364.2718,1630.385,474.5996,2470.0
91,2011,29.90839,1380.399,230.3852,2242.0
91,2012,29.88424,1461.746,249.6455,2371.0
91,2013,33.27762,1569.855,308.2923,2670.0
91,2014,36.70598,1642.053,363.2184,2865.0
92,2011,145.728,5632.597,678.6763,28028.0
92,2012,162.3827,6491.977,1050.907,29788.0
92,2013,161.55,7041.579,1438.96,33590.0
92,2014,168.2118,7252.26,1128.351,35623.0
93,2011,133.7047,1907.7520000000002,59.26362,
93,2012,126.7786,1729.579,-207.9185,
93,2013,114.8051,1753.325,62.58625,
93,2014,107.9087,1741.1629999999998,113.6924,
94,2011,6722.643,35416.91,11203.57,80129.0
94,2012,7057.401,37888.46,11762.33,82089.0
94,2013,7244.765999999998,38955.19,13636.81,85080.0
94,2014,7422.138,39523.11,11733.19,88509.0
95,2011,94.09869,6540.275,727.8075,43685.0
95,2012,95.76414,6876.698,761.1168,44556.0
95,2013,105.7569,7338.865,701.9929,
95,2014,111.5861,7699.438,935.9904,
96,2011,53.91022,701.5715,77.24003,3261.0
96,2012,60.44217,696.8007,57.0263,3233.0
96,2013,59.69104,735.9657999999998,65.90072,3507.0
96,2014,60.69698,752.5438,66.54026,3626.0
97,2011,59.70686,2979.4309999999996,303.2809,17002.0
97,2012,74.36293999999998,2781.907,275.3011,15537.0
97,2013,59.37376999999999,2717.953,215.511,15382.0
97,2014,62.28833,2674.818,-73.11385,15494.0
98,2011,45.13406,427.1914,22.15066,1801.0
98,2012,43.05223,374.5627,21.56775,1771.0
98,2013,38.63875,382.8068,39.47148,1586.0
98,2014,40.47076,373.73,38.97184,1696.0
99,2011,73.94657999999998,1774.385,181.2024,8828.0
99,2012,86.43755,2005.634,138.1502,10346.0
99,2013,90.43466,1933.437,114.0842,10659.0
99,2014,82.35715999999998,1942.0970000000002,120.413,10575.0
100,2011,131.5716,9548.935,922.6667000000001,20061.0
100,2012,96.59688000000001,9479.817,2096.818,19514.0
100,2013,122.4116,9521.454,1877.81,20108.0
100,2014,144.8953,9745.459,1892.799,21125.0
101,2011,146.5608,6137.233,426.3586,22149.0
101,2012,145.728,5028.034,342.2527,21202.0
101,2013,165.7136,5059.678,391.3839,18099.0
101,2014,177.3719,5092.987,507.1336,17003.0
102,2011,195.692,3482.484,342.2527,17227.0
102,2012,101.5933,2419.918,350.58,16439.0
102,2013,109.0879,2400.766,304.7798,12860.0
102,2014,120.7461,2677.232,299.7834,15656.0
103,2011,16.48809,898.0179,93.84886,4224.0
103,2012,19.56919,987.5366,87.02046,7125.0
103,2013,17.90373,1105.868,110.1704,7110.0
103,2014,28.5627,1156.415,116.1661,8700.0
104,2011,7561.977,48238.18,9058.558000000003,123686.0
104,2012,7652.578999999998,46679.0,9219.17,127724.0
104,2013,8148.417999999998,47706.1,8986.075999999997,135696.0
104,2014,8217.604999999998,49084.07,8842.76,133413.0
105,2011,1265.752,69651.34,10382.5,328000.0
105,2012,1374.007,76766.19999999998,11574.14,339000.0
105,2013,1403.986,76742.89,10869.65,333000.0
105,2014,1566.368,76288.22,9050.961,339000.0
106,2011,55.79302,650.3635,89.93501999999998,1441.0
106,2012,56.62576,493.8099,31.6438,1576.0
106,2013,69.11673,844.39,120.7461,1752.0
106,2014,80.77498,977.627,166.5463,1882.0
107,2011,40.6473,4327.199,245.9606,5972.0
107,2012,45.19651,4147.821,217.2172,6100.0
107,2013,50.1979,4076.109,281.6565,8658.0
107,2014,48.15188,4884.754,345.7152,9319.0
108,2011,83.0,8867.0,2085.0,24609.0
108,2012,90.0,10150.0,2426.0,27666.0
108,2013,89.0,10649.0,2419.0,29101.0
108,2014,96.0,10410.0,2436.0,28324.0
109,2011,78.27678,2241.714,217.343,11001.0
109,2012,96.59688000000001,3268.472,283.1288,10789.0
109,2013,94.93141,2984.51,210.6811,9935.0
109,2014,84.1059,3031.143,352.2455,9809.0
110,2011,64.70325,3794.259,289.0412,15254.0
110,2012,143.9793,4021.178,360.5728,15233.0
110,2013,138.3167,4282.073,435.9351,16293.0
110,2014,139.6491,4639.398,527.2857,16895.0
111,2011,4.496751,789.0132999999998,102.5925,7430.0
111,2012,4.99639,803.0032,99.09507,7428.0
111,2013,43.80169,835.6462,108.5882,8063.0
111,2014,44.30133,903.6804,120.5796,8948.0
112,2011,40.37083,313.9149,42.69499,1107.0
112,2012,43.92077,325.688,43.55687,1185.0
112,2013,44.56114,323.343,45.6337,1184.0
112,2014,43.53854,332.6913,47.63475,1261.0
113,2011,110.8707,2654.236,264.4156,5926.0
113,2012,117.9323,2743.302,286.6079,6089.0
113,2013,104.26799999999999,2797.506,319.1128,6352.0
113,2014,88.86913,2844.824,300.6303,6348.0
114,2011,43.49100000000001,742.3002,64.63741,4514.0
114,2012,36.741,922.1295,137.5059,4939.0
114,2013,45.78,1181.563,153.4947,5514.0
114,2014,41.792,1279.61,271.192,5683.0
115,2011,449.6,8844.161,757.6308,35333.0
115,2012,486.3,9154.505,766.6744,37801.0
115,2013,434.7,9177.11,666.2723,39424.0
115,2014,446.0,8823.0,519.0,40839.0
116,2011,79.10951,3029.478,187.3646,13606.0
116,2012,77.44405,2999.5,169.0445,13412.0
116,2013,79.10951,3136.068,247.3213,14066.0
116,2014,88.26956,3160.217,224.0048,14140.0
117,2011,129.9653,389.9751,-1.685198,3940.0
117,2012,115.4616,370.8169,39.63016,3700.0
117,2013,114.1355,385.3074,77.01092,3500.0
117,2014,122.956,386.0487,97.3519,4000.0
118,2011,57.62503,1057.819,19.56919,
118,2012,58.37449,1052.323,15.8219,
118,2013,57.37521,1127.435,50.21372,
118,2014,61.78869,1082.551,68.03418,
119,2011,107.79799999999999,1546.016,250.3116,9414.0
119,2012,112.656,1705.772,275.3784,10066.0
119,2013,120.175,1857.613,283.7508000000001,11919.0
119,2014,143.784,2013.477,268.215,12435.0
120,2011,27.56925,207.0113,9.758783,1026.0
120,2012,27.64003,203.657,4.036251,1015.0
120,2013,29.06483,230.048,13.02892,999.0
120,2014,33.28845,255.3422,23.77033,1050.0
121,2011,20.05479,293.731,14.61493,805.0
121,2012,41.7345,328.6095000000001,-8.088292,944.0
121,2013,36.19648,371.9478,11.00815,894.0
121,2014,33.77239,307.6673,-4.786259,866.0
122,2011,16.44645,103.845,17.65391,215.0
122,2012,23.13828,144.1692,19.2894,379.0
122,2013,33.95047,183.0453,25.02359,447.0
122,2014,46.35234,224.875,32.53899,614.0
123,2011,513.9607,11788.15,1456.2220000000002,95000.0
123,2012,490.0747,10939.79,1291.491,88000.0
123,2013,474.4253,10938.14,1281.607,84000.0
123,2014,471.1306,11458.69,1684.374,83000.0
124,2011,245.9302,2272.109,464.0876,9229.0
124,2012,268.3246,2236.779,501.9699,9777.0
124,2013,300.5706,2167.737,472.8043,10086.0
124,2014,325.4434,2364.432,568.8375,11185.0
125,2011,48.46498,1400.988,30.22816,9435.0
125,2012,55.29338,1616.249,63.78725,9820.0
125,2013,53.62792,1709.848,62.3716,9613.0
125,2014,47.54898,1627.741,112.5021,10681.0
126,2011,161.6107,5681.061,597.3776,20784.0
126,2012,166.5739,5041.611,452.7638,20975.0
126,2013,167.3466,5616.282,491.8959,20975.0
126,2014,155.2187,5173.699,240.7762,21379.0
127,2011,6.879989,2716.321,128.1183,7773.0
127,2012,6.515745,2286.678,-78.83504999999998,7661.0
127,2013,56.10061,14457.54,211.5877,
127,2014,63.33946,12717.73,200.2987,80551.0
128,2011,40.07248,2305.451,160.7434,16336.0
128,2012,29.73444,2344.042,124.1135,6397.0
128,2013,33.61378,2403.99,43.67794,19188.0
128,2014,33.56569,2193.313,56.6595,18573.0
129,2011,82.27383,2254.557,252.0032,10219.0
129,2012,115.4752,2262.064,202.6362,11024.0
129,2013,156.7977,2729.1809999999996,210.246,13227.0
129,2014,204.6583,3291.983,218.3332,14036.0
130,2011,210.8551,3388.698,-146.9394,15201.0
130,2012,213.3776,3783.676,-110.3143,15176.0
130,2013,218.1361,4986.669,-184.5439,30877.0
130,2014,254.8415,6725.115,-97.34555,34260.0
131,2011,51.57838,1524.892,75.60934,12296.0
131,2012,54.33242,1515.419,59.70267,12234.0
131,2013,53.72566,1456.339,60.62781999999999,13564.0
131,2014,53.65884,1147.031,18.1511,13105.0
132,2011,107.83,14124.45,280.3262,53000.0
132,2012,118.1921,12790.85,138.2802,59000.0
132,2013,254.9906,12906.62,105.3324,60000.0
132,2014,235.5464,12493.63,63.70734,59000.0
133,2011,1780.032,269729.6,24987.75,552810.0
133,2012,1945.463,295500.3,23932.03,548355.0
133,2013,1905.619,303957.4,25803.19,544083.0
133,2014,1761.725,307300.7,22952.64,534652.0
134,2011,29.34764,19635.6,512.5201,101259.0
134,2012,26.77935,20120.77,-504.7111,97990.0
134,2013,26.06244,23327.8,808.7351,90207.0
134,2014,39.54271,19083.42,-1420.749,75749.0
135,2011,654.4551,306069.9,14709.09,377235.0
135,2012,786.3691,342590.8,13434.64,376201.0
135,2013,852.7299,355706.8,13526.17,368953.0
135,2014,756.8904,348689.0,9489.464000000002,358571.0
136,2011,770.748,55905.1,3867.897,5379.0
136,2012,774.8492,62244.43,3308.81,6146.0
136,2013,792.8659,74262.96,2085.174,7077.0
136,2014,919.633,82424.00999999998,1853.054,8350.0
137,2011,22.51831,1098.08,221.4523,11909.0
137,2012,24.78981,927.7221,74.49252,11373.0
137,2013,24.63367,1025.069,159.1489,9956.0
137,2014,27.7041,934.5192,108.2587,10432.0
138,2011,36.72905,2350.188,106.6847,17862.0
138,2012,39.5336,2603.242,97.35591,15775.0
138,2013,51.05086,2701.137,176.1082,12954.0
138,2014,63.24154,2545.051,185.6145,12833.0
139,2011,,1643.031,-502.4699,16365.0
139,2012,,3341.497,-1.092733,22980.0
139,2013,76.02003999999998,4319.292,479.9305,26922.0
139,2014,137.1791,4774.18,398.7323,34165.0
140,2011,48.40396,8406.782999999998,782.7926999999999,64530.0
140,2012,48.13893,7058.493,462.4336,58535.0
140,2013,67.56542,7563.763,431.7183,57686.0
140,2014,99.99823,9203.017,494.6311,61390.0
141,2011,,1473.685,70.70107,1073.0
141,2012,31.7671,825.5105999999998,47.31675,8747.0
141,2013,45.73244,1068.978,61.72553,
141,2014,58.95749,1320.9129999999998,101.7092,8497.0
142,2011,,2391.671,224.8134,13362.0
142,2012,69.40293,1689.93,62.28778,13325.0
142,2013,39.31737,1675.544,105.0885,12269.0
142,2014,56.10384,1370.5970000000002,71.44248,10657.0
143,2011,62.17007,1906.096,118.0652,4568.0
143,2012,77.5446,2336.766,127.7956,4149.0
143,2013,94.06342,2617.328,176.9512,3916.0
143,2014,99.88852,2739.115,204.8268,3404.0
144,2011,12.29596,731.6771999999999,123.6421,13232.0
144,2012,19.60146,919.3675,168.947,12395.0
