Company_id,Year,R&D_investemetn,net_sales,operating_profits,employees
586,2012,42.83006,18196.19,6860.222,6568.0
586,2013,63.00961,16001.97,6156.821,5536.0
586,2014,74.21130999999998,15887.48,5253.271,5143.0
587,2011,4813.14,35207.66,9741.98,97401.0
587,2012,4545.743,33978.66,9463.014,98681.0
587,2013,4472.466,34073.79,9087.63,99817.0
587,2014,4001.9509999999996,29575.61,4601.022,98702.0
588,2011,19.28341,17781.88,4549.6,25645.0
588,2012,19.28341,18459.37,4819.567,25224.0
588,2013,15.42673,19037.87,4801.57,23909.0
588,2014,29.5679,19541.81,4859.42,24274.0
589,2011,28.15378,1111.882,308.0204,4533.0
589,2012,31.367690000000003,1156.49,314.9624,4562.0
589,2013,39.08105,1179.631,215.5885,4519.0
589,2014,47.95142,1185.801,292.5937,4342.0
590,2011,194.5786,696.145,-37.46065,2046.0
590,2012,236.5718,844.5395999999998,90.98669,2474.0
590,2013,223.3703,791.2935999999999,-39.49673,2117.0
590,2014,197.725,638.1456,81.47594999999998,2111.0
591,2011,888.3225999999999,24293.24,3595.714,89000.0
591,2012,871.6101999999998,23272.51,3783.406,87900.0
591,2013,887.037,23509.05,4040.518,87800.0
591,2014,848.4702,23113.1,4378.62,88500.0
592,2011,185.1208,7386.832999999998,473.0864,36925.0
592,2012,231.401,8369.001,743.0542,40335.0
592,2013,251.9699,9173.762,626.0681,42998.0
592,2014,287.9656,8975.786,311.1057,45186.0
593,2011,62.71803,447.8431,24.83575,2298.0
593,2012,63.34071,475.0906,50.62796,2579.0
593,2013,121.3338,507.0509,27.28346,2953.0
593,2014,134.0621,567.7037,42.14326,3021.0
594,2011,68.00617,12771.15,959.7997,81208.0
594,2012,175.9933,12890.06,968.0273,81734.0
594,2013,93.33172,13253.75,780.5924999999999,85813.0
594,2014,126.6277,13255.93,888.1939999999998,83069.0
595,2011,926.6119000000001,387258.7,42404.23,90000.0
595,2012,1082.283,384772.9,38575.06,87000.0
595,2013,1085.577,371661.9,28191.24,92000.0
595,2014,1006.5060000000001,346845.2,21420.79,94000.0
596,2011,19.92619,1889.26,466.4015,10180.0
596,2012,32.01046,1706.968,-157.3526,9498.0
596,2013,37.15271,1531.6170000000002,25.96833,8937.0
596,2014,27.25389,1053.517,141.6688,6250.0
597,2011,92.40997,114.4933,10.32948,255.0
597,2012,95.24977,117.2997,10.5506,262.0
597,2013,107.6349,133.6829,12.19355,271.0
597,2014,132.9039,160.5961,14.439420000000002,280.0
598,2011,9.88386,1160.118,386.0471,1543.0
598,2012,15.40235,1101.886,285.7259,1616.0
598,2013,17.62622,1039.37,193.7236,1622.0
598,2014,34.75824,1059.138,339.1811,1592.0
599,2011,8.227589,,,
599,2012,17.13138,,,
599,2013,17.84101,26.7988,-37.54095,367.0
599,2014,27.42744,17.50805,-71.52346,354.0
600,2011,40.8747,358.1565,126.1658,1191.0
600,2012,37.65503,339.4834,130.1663,1209.0
600,2013,39.60215,356.6904,132.4824,1219.0
600,2014,103.895,687.3722,114.2871,2515.0
601,2011,76.09748999999998,229.1332,4.829852,595.0
601,2012,89.92369999999998,276.6951,5.30551,605.0
601,2013,97.33881,298.128,5.953432,658.0
601,2014,106.933,331.9537000000001,12.64349,675.0
602,2011,18.06605,146.0876,3.07388,412.0
602,2012,20.47689,170.8195,5.14702,474.0
602,2013,14.88344,200.3327,6.396505,573.0
602,2014,39.83607,242.1579,12.45202,694.0
603,2011,20.56897,873.9243,297.7359,1937.0
603,2012,27.38245,933.8314,297.8644,2013.0
603,2013,137.2979,1399.076,366.2563,2847.0
603,2014,62.3497,1248.794,300.5641,4692.0
604,2011,15.10016,0.1157,-21.04849,95.0
604,2012,22.58561,0.191549,-30.16183,127.0
604,2013,27.0537,,-37.20413,147.0
604,2014,36.46108,0.197976,-54.00641,199.0
605,2011,14.01261,2840.832,219.9595,30624.0
605,2012,18.76919,2866.543,206.204,30117.0
605,2013,24.81132,2933.907,189.8773,30163.0
605,2014,30.339240000000004,2973.116,165.4517,28233.0
606,2011,25.71286,756.1359,97.17316,6165.0
606,2012,28.01992,913.2036,139.9793,6649.0
606,2013,32.12254,1124.289,301.4577,7067.0
606,2014,45.30103,1226.422,336.0512,7139.0
607,2011,8.099033,837.1572,13.7555,7930.0
607,2012,9.641706,859.1403,59.26435,8122.0
607,2013,6.170692,881.7662,103.4876,7929.0
607,2014,27.25389,737.2691999999998,47.30864,7303.0
608,2011,15.36631,,-19.69993,11.0
608,2012,21.20404,,-24.45651,16.0
608,2013,27.12662,,-31.2597,20.0
608,2014,49.58923,,-58.8954,49.0
609,2011,15.13877,18.05185,-22.45232,152.0
609,2012,28.01751,46.39203,-17.74974,321.0
609,2013,44.47012,93.58369,-46.39589,560.0
609,2014,63.61983000000001,122.2581,-82.26818,944.0
610,2011,51.17175,609.694,45.32373,1188.0
610,2012,62.11059,651.5788,10.76014,1187.0
610,2013,77.49232,593.222,-10.97098,1173.0
610,2014,101.459,667.9144,1.909058,1239.0
611,2011,170.9796,12193.54,3067.348,37800.0
611,2012,219.8309,12298.96,3081.489,35900.0
611,2013,255.8266,12910.89,3424.734,37100.0
611,2014,187.6919,12229.54,3599.57,37200.0
612,2011,,,-1.751159,
612,2012,5.445543,,-3.674133,
612,2013,18.30536,,-18.38866,
612,2014,40.52051,,-48.43865,
613,2011,101.3369,500.9214,43.66407,2264.0
613,2012,89.86069999999998,502.7828,-108.6299,2066.0
613,2013,66.59205,505.9967,79.19055,1739.0
613,2014,66.07783,612.5698,121.2284,1901.0
614,2011,12.16012,94.1519,26.56483,898.0
614,2012,18.55064,110.9863,31.22627,1116.0
614,2013,22.15536,135.6807,31.84463,1356.0
614,2014,29.91886,176.9433,37.28384,1611.0
615,2011,40.4,2321.139,169.7686,20160.0
615,2012,42.5,2541.511,185.3792,22115.0
615,2013,56.2,2717.859,245.9895,20010.0
615,2014,89.34648,2689.941,131.689,24825.0
616,2011,52.48247,271.9951,-138.0924,1648.0
616,2012,52.75263,333.6647,-42.45565,1687.0
616,2013,55.92864,292.0858,-7.456253,1518.0
616,2014,67.35933,386.8484,19.2577,2240.0
617,2011,668.4916,14300.58,1524.675,40400.0
617,2012,735.3407999999998,15633.71,1765.075,42800.0
617,2013,852.3268,18823.18,1901.344,55200.0
617,2014,1019.45,17658.46,1786.93,54100.0
618,2011,,,,
618,2012,23.73402,,,
618,2013,32.54012,976.9697000000001,50.0983,2711.0
618,2014,32.48355,1156.685,96.50577,3013.0
619,2011,29.82501,3633.509,338.7453,16128.0
619,2012,31.496240000000004,2461.72,-207.361,14767.0
619,2013,34.32447,2025.401,236.1575,11496.0
619,2014,33.55314,1856.864,161.7236,11103.0
620,2011,,,,
620,2012,,,,
620,2013,,,,
620,2014,28.698859999999996,655.4998000000002,21.91367,1883.0
621,2011,,,,
621,2012,,,,
621,2013,90.37493,,,
621,2014,102.2021,1661.5870000000002,370.7557,4442.0
622,2011,28.82792,1032.863,718.2271,616.0
622,2012,33.76986,1102.874,728.111,677.0
622,2013,62.59778000000001,1001.564,572.4402,700.0
622,2014,94.72032,918.3753,452.1866,741.0
623,2011,182.7575,2617.352,333.0564,19826.0
623,2012,199.3764,2674.328,364.4443,20105.0
623,2013,197.8963,2755.829,396.6327,20774.0
623,2014,212.4173,2935.207,408.243,22546.0
624,2011,22.844,207.485,52.154,1737.0
624,2012,34.657,317.504,87.452,2828.0
624,2013,44.704,367.206,113.066,3261.0
624,2014,48.707,456.98,128.113,3972.0
625,2011,988.386,13212.25,1370.562,104000.0
625,2012,988.386,12782.3,1217.362,118000.0
625,2013,1070.751,13559.83,1392.801,117000.0
625,2014,1070.751,14021.08,1549.295,127000.0
626,2011,79.89453,3695.74,866.485,16025.0
626,2012,63.42143,4016.965,866.485,17119.0
626,2013,60.12681,3986.49,901.0786,16820.0
626,2014,57.65585,3961.781,952.9688000000001,16677.0
627,2011,600.8563,3511.571,918.54,5251.0
627,2012,718.0624,3855.6940000000004,766.9052,5300.0
627,2013,733.2177,4064.161,1304.258,5000.0
627,2014,702.3306,4960.133,1260.275,5016.0
628,2011,30.60278,1078.474,103.0544,5211.0
628,2012,32.94635,1083.926,86.59152,5160.0
628,2013,35.08424,1046.444,80.41055,5034.0
628,2014,34.67029,1086.526,92.64265,5013.0
629,2011,23.65432,2946.505,531.9651,11669.0
629,2012,31.88191,3263.139,607.0418,13245.0
629,2013,32.65325,3123.656,635.5813000000002,13750.0
629,2014,34.96725,3134.454,241.5569,15288.0
630,2011,26.35696,4667.488,106.1691,27848.0
630,2012,47.60726,5623.999,293.7154,33479.0
630,2013,42.99479,4738.652,304.1758,29870.0
630,2014,42.17113,5414.79,420.8877,31940.0
631,2011,1349.839,29578.18,-1529.817,146800.0
631,2012,1168.575,26544.26,-6783.905,137200.0
631,2013,1166.004,21454.72,-11375.93,118600.0
631,2014,798.3333,19189.57,3397.737,108700.0
632,2011,35.54813,129.5889,-9.560163,429.0
632,2012,37.95814,129.2413,-19.7216,415.0
632,2013,40.94307,148.0512,-7.912029999999999,421.0
632,2014,43.21388,147.7934,-16.44262,440.0
633,2011,474.3719,26742.24,-4822.139,103000.0
633,2012,303.3924,26375.85,-779.0499,113617.0
633,2013,352.2437,23754.59,533.5078,97869.0
633,2014,381.8116,21081.91,2265.158,95088.0
634,2011,48.85131,4171.645,-4197.356,8789.0
634,2012,32.13902,5425.066999999999,-3557.147,8458.0
634,2013,32.13902,3345.0290000000005,-4388.905,8224.0
634,2014,42.42351,3012.0690000000004,-4741.148,
635,2011,27.99356,272.7534,15.493770000000001,929.0
635,2012,31.051790000000004,309.5295,32.04018,1035.0
635,2013,33.93459,329.8738,46.28941,1253.0
635,2014,40.60619,374.5159,65.8924,1306.0
636,2011,64.54,4373.1,-13420.1,35876.0
636,2012,84.21599999999998,3371.0,-1973.0,33988.0
636,2013,63.0,3558.0,-179.0,36306.0
636,2014,82.0,3565.0,-1422.0,34628.0
637,2011,32.52715,,,
637,2012,37.93961,,,
637,2013,42.758,178.0339,26.4092,758.0
637,2014,45.08837,180.6889,26.6025,758.0
638,2011,107.8519,3020.391,185.7276,17818.0
638,2012,122.8448,3173.063,235.3215,18068.0
638,2013,157.1287,3541.515,272.5161,18000.0
638,2014,171.6777,3914.7990000000004,313.3991,20081.0
639,2011,10.71596,783.7206999999999,40.24083,10205.0
639,2012,8.279455,440.3635,249.889,13019.0
639,2013,22.56404,1056.621,124.0429,10390.0
639,2014,32.62791,1163.459,177.4132,
640,2011,370.5805,24359.13,481.0063,27000.0
640,2012,508.448,27900.0,700.3448,35026.0
640,2013,580.5664,31881.32,978.3217,54000.0
640,2014,958.381,38131.59,1068.906,60000.0
641,2011,13.06293,3549.612,1942.766,21295.0
641,2012,34.30347,3795.578,1674.4979999999998,22155.0
641,2013,51.61451,4110.788,1627.238,23236.0
641,2014,48.21602,4264.675,2011.266,24154.0
642,2011,114.4152,32432.54,12382.15,5377.0
642,2012,191.1407,33332.12,12175.53,10063.0
642,2013,172.0267,36332.89,14201.62,17553.0
642,2014,245.1178,36967.43,11446.23,
643,2011,40.52628,7647.812,974.809,31000.0
643,2012,48.92179,6967.853,982.7433,35000.0
643,2013,67.5743,6867.186,1366.4129999999998,36000.0
643,2014,89.81931,8310.375,1456.265,
644,2011,,1149.672,165.5547,2579.0
644,2012,12.349839999999999,927.5785,62.58338,2772.0
644,2013,16.08099,946.2497,80.0348,4110.0
644,2014,36.49967,1163.201,96.42,4564.0
645,2011,91.26541,978.5706,180.2009,10752.0
645,2012,123.4767,1038.435,155.9487,10982.0
645,2013,133.3493,1118.484,147.6304,11643.0
645,2014,138.7941,1124.278,119.9803,11602.0
646,2011,27.0,1390.0,-5108.0,16716.0
646,2012,62.0,631.0,-3729.0,14708.0
646,2013,52.0,1718.0,-1687.0,12648.0
646,2014,48.0,2553.0,1111.0,11384.0
647,2011,167.1,5302.2,398.3,24045.0
647,2012,185.9,5848.3,547.4,24182.0
647,2013,186.4,5836.7,549.0,24492.0
647,2014,196.8,5756.6,599.6,23767.0
648,2011,11.63001,224.2623,105.2886,431.0
648,2012,16.86598,482.6445,162.9552,610.0
648,2013,38.3988,718.5756,280.2997,810.0
648,2014,70.15975,966.0443,193.5194,870.0
649,2011,211.9264,12175.27,1244.954,52000.0
649,2012,225.352,11559.92,1245.531,49000.0
649,2013,179.7215,10172.55,910.1387,42000.0
649,2014,174.862,10618.07,1156.988,43000.0
650,2011,414.4813,22529.36,2872.105,236000.0
650,2012,460.9264,24526.79,3193.758,257000.0
650,2013,588.9907,25034.4,3573.575,275000.0
650,2014,526.738,26253.74,3542.138,305000.0
651,2011,828.5969,12304.58,2559.92,57900.0
651,2012,933.2011,11820.27,1722.263,53200.0
651,2013,1009.801,11303.84,1462.811,52100.0
651,2014,1114.405,11316.2,1695.082,52350.0
652,2011,98.46301,321.2065,-72.71308,1200.0
652,2012,109.9349,474.05300000000005,67.38569,1230.0
652,2013,101.695,356.5693,12.76171,1250.0
652,2014,217.6838,509.6686,-71.77659,1300.0
653,2011,343.4641,13218.84,1376.328,73000.0
653,2012,361.5845,13434.64,1260.192,103000.0
653,2013,530.4338,18158.3,1774.976,102000.0
653,2014,532.9048,18575.07,1486.697,102000.0
654,2011,116.5472,,,
654,2012,118.6887,1693.599,191.3351,
654,2013,136.4796,1815.747,116.8766,5500.0
654,2014,137.468,2092.413,46.04231,5500.0
655,2011,252.5326,3775.964,460.176,6686.0
655,2012,331.5211,4871.837,290.3384,17700.0
655,2013,508.1128,7147.349,394.9426,19200.0
655,2014,894.4068999999998,10758.83,-440.9849,21600.0
656,2011,87.12128,2613.662,478.9389,8800.0
656,2012,94.88506,2915.574,558.6028,9900.0
656,2013,125.6074,3344.698,467.0124,10220.0
656,2014,154.6824,3792.025,615.8468,13500.0
657,2011,10.19108,52.63238,-1.326085,144.0
657,2012,23.55653,135.4188,9.794905,338.0
657,2013,95.1338,1552.014,590.4601,665.0
657,2014,152.3218,1861.659,609.5731,1200.0
658,2011,150.1408,2248.678,421.4099,4566.0
658,2012,186.2449,2493.503,178.6779,4629.0
658,2013,117.3478,2155.428,76.91785,3371.0
658,2014,127.0101,2369.81,-720.2047,5062.0
659,2011,64.37523,2847.117,140.3632,15300.0
659,2012,77.05869,3637.381,-33.73938,29700.0
659,2013,103.6158,6160.691999999999,638.9915,28600.0
659,2014,96.61473,5797.708,701.6717,28400.0
660,2011,201.7955,10699.28,1090.519,61000.0
660,2012,211.6793,12531.91,222.3868,70000.0
660,2013,218.2686,12571.45,411.0038,67000.0
660,2014,219.9159,12281.52,663.8659,56000.0
661,2011,121.0773,14294.53,1626.719,
661,2012,119.43,8568.482,661.395,
661,2013,143.316,8769.453999999998,783.2958999999998,
661,2014,158.9654,8516.593,574.0875,
662,2011,1227.246,13330.03,3836.585,45000.0
662,2012,1282.431,13664.44,3714.684,46000.0
662,2013,1216.538,14006.25,3353.923,49000.0
662,2014,1350.794,16688.07,3070.586,92000.0
663,2011,66.0,2165.0,-224.0,13671.0
663,2012,69.0,1706.0,-2178.0,12016.0
663,2013,78.0,2547.0,-520.0,11255.0
663,2014,111.0,3064.0,920.0,11086.0
664,2011,69.33527,465.6229,49.46954,1755.0
664,2012,59.15078,330.0641,-33.6183,1642.0
664,2013,57.30415,362.4041,39.14914,1675.0
664,2014,73.01784,479.9816,39.65569,2212.0
665,2011,20.59137,559.1127,29.60216,7130.0
665,2012,24.70965,673.5702,61.5262,9040.0
665,2013,28.82792,802.8321999999998,54.29616,8530.0
665,2014,29.65158,849.8975,57.99849,8500.0
666,2011,91.7774,653.8428,57.42605,3129.0
666,2012,101.8095,724.0026,37.58503,3400.0
666,2013,114.1907,781.8825,65.68896,3576.0
666,2014,123.8579,833.2414999999999,92.10522,3513.0
667,2011,21.58223,2216.764,211.9511,
667,2012,24.81508,2334.653,234.5465,4508.0
667,2013,27.72999,2533.855,255.8981,4564.0
667,2014,27.63692,2653.238,256.1575,4791.0
668,2011,90.72312,1027.086,529.4833,2372.0
668,2012,92.17605,1105.917,616.0700000000002,2706.0
668,2013,100.2915,1148.261,626.7232,2990.0
668,2014,109.7932,1232.036,659.7921,3158.0
669,2011,198.5766,2320.619,95.26723,12545.0
669,2012,192.2304,2379.216,167.2431,12134.0
669,2013,181.6011,2409.315,197.1764,11674.0
669,2014,187.8024,2436.576,203.3324,11851.0
670,2011,29.704290000000004,137.5668,17.80577,733.0
670,2012,29.8056,155.8116,25.46988,800.0
670,2013,33.75585,158.9629,14.47079,854.0
670,2014,36.30753,182.7625,20.65644,895.0
671,2011,26.48051,128.3477,5.976441,634.0
671,2012,23.61995,105.0078,-3.076351,579.0
671,2013,23.22213,113.0318,2.255991,617.0
671,2014,26.58346,124.8488,2.883616,661.0
672,2011,20.49748,503.2721,35.52753,3174.0
672,2012,25.6099,526.1763,-2.067374,2895.0
672,2013,27.23333,415.9532,-45.57695,2819.0
672,2014,42.6991,681.9929,-46.20128,3911.0
673,2011,20.042,427.0182,49.99997,1644.0
673,2012,23.08787,509.0196,59.41023,2021.0
673,2013,24.5688,554.8906,73.66934999999998,2700.0
673,2014,29.41931,675.0239999999999,98.62445,3034.0
674,2011,13.75092,52.26667,8.038049,164.0
674,2012,16.25566,45.05969,10.88789,189.0
674,2013,21.26265,58.35595,16.18482,199.0
674,2014,27.6921,69.17796,6.415449,281.0
675,2011,41.55833,366.748,-40.66467,1167.0
675,2012,39.1129,367.8863,-15.3554,1117.0
675,2013,35.38586,297.9753,-22.17362,1110.0
675,2014,28.83122,305.6682,-26.38332,1016.0
676,2011,11.827689999999999,128.4029,25.7944,530.0
676,2012,16.19223,177.2868,14.102620000000002,1155.0
676,2013,43.08539,398.9809,-23.82916,1819.0
676,2014,67.76209,617.8475,-122.0566,2906.0
677,2011,6.747382000000001,29.21751,3.745159,139.0
677,2012,9.540396,49.60297,5.091011,208.0
677,2013,12.391060000000001,71.77988000000002,3.195781,203.0
677,2014,36.34707,320.1802,45.544,439.0
678,2011,126.8429,2830.079,161.4364,16548.0
678,2012,128.4902,2755.126,106.2515,16258.0
678,2013,148.2579,2999.751,102.1332,16092.0
678,2014,135.9031,3152.128,132.6084,16008.0
679,2011,12.14562,20.26191,-18.48529,261.0
679,2012,13.822579999999999,35.97395,-12.4026,366.0
679,2013,24.42961,66.28199,-21.8491,584.0
679,2014,47.63361,116.82799999999999,-45.83146,898.0
680,2011,76.19467,213.5334,10.37229,778.0
680,2012,114.4436,412.4856,97.44498,1112.0
680,2013,138.9679,321.933,-16.75067,1403.0
680,2014,172.0426,381.8868,-5.922903,1549.0
681,2011,57.75963,5821.457,1584.3570000000002,
681,2012,61.03201,5495.625,1298.504,
681,2013,68.25629,5165.587,913.7109,
681,2014,71.61104,5033.117,657.8722,
682,2011,889.5474,15082.77,2560.743,45754.0
682,2012,1056.749,16734.2,1816.159,45948.0
682,2013,1171.237,16731.73,1358.207,45000.0
682,2014,1225.599,16697.13,3254.261,43009.0
683,2011,71.65798,9560.987,1379.622,
683,2012,79.89453,9225.76,1162.177,
683,2013,82.36549999999998,9093.151,883.7818,
683,2014,137.5504,5033.355,765.9991,
684,2011,0.015607,1059.22,47.95762,
684,2012,0.088892,1098.645,-12.07296,
684,2013,31.78013,1230.346,84.57967999999998,
684,2014,31.4784,1291.217,126.1828,
685,2011,24.43985,9338.021,626.1711,19341.0
685,2012,28.70434,10455.48,840.7116999999998,19975.0
685,2013,35.77671,10366.06,576.3277000000002,20238.0
685,2014,38.80958,11344.39,589.8859,20902.0
686,2011,44.70862,1652.142,98.03839,15734.0
686,2012,48.23557,1587.066,105.6124,14668.0
686,2013,35.82338,1403.941,-23.69551,
686,2014,31.12004,1879.684,44.06665,11204.0
687,2011,791.8683999999998,21652.17,1843.9029999999998,58618.0
687,2012,1406.192,24401.86,1981.922,62716.0
687,2013,1122.749,30455.66,2449.355,68889.0
687,2014,2345.55,33909.69,3143.598,73485.0
688,2011,65.8063,17200.67,1017.7589999999999,81622.0
688,2012,76.21586999999998,17176.72,1088.676,80646.0
688,2013,70.90575,18928.0,1373.688,80391.0
688,2014,69.64552,17819.21,1155.946,80000.0
689,2011,66.4967,7114.748,216.2456,17847.0
689,2012,86.75288999999998,8147.078,395.1669,19434.0
689,2013,87.77252,8704.678,376.4065,40163.0
689,2014,199.4595,8305.615,199.5999,38046.0
690,2011,128.624,46628.33,2584.704,23166.0
690,2012,145.401,51639.72,2208.196,23519.0
690,2013,158.4129,56503.5,3055.632,23853.0
690,2014,158.6666,48827.03,3608.754,24930.0
691,2011,13.5288,1580.59,77.43084,16000.0
691,2012,15.16865,1664.0,142.1317,16000.0
691,2013,20.86179,1731.527,188.5375,16000.0
691,2014,29.48207,1656.003,210.0225,
692,2011,76.87524999999998,1258.109,237.6227,15200.0
692,2012,99.80387,1512.092,272.7114,16617.0
692,2013,161.2937,1718.931,337.8687,18421.0
692,2014,227.5825,1912.14,377.8215,19857.0
693,2011,65.11051,921.1647,122.8508,11000.0
693,2012,88.679,1230.528,233.0929,13000.0
693,2013,116.3689,1441.868,342.9292,15000.0
693,2014,132.8026,1638.65,413.8323,15000.0
694,2011,85.18573999999998,4387.26,1491.986,149994.0
694,2012,123.0316,5247.961,1697.862,156688.0
694,2013,116.2688,6520.025,2009.863,160405.0
694,2014,85.5759,6934.379,2266.851,176187.0
695,2011,24.76239,4837.678,1439.782,120000.0
695,2012,28.55998,5604.857,1656.531,130000.0
695,2013,34.59451,5647.866,1157.303,130000.0
695,2014,32.68271,6106.191,1166.316,140000.0
696,2011,40.96719,6158.116,1310.213,49390.0
696,2012,35.22918,6216.482,1372.142,48399.0
696,2013,36.58825,5015.249,938.0939,47525.0
696,2014,36.11355,3891.519,402.1677,
697,2011,39.85262,894.3917,184.1481,
697,2012,47.31645,1055.817,211.522,27562.0
697,2013,66.57883,1277.89,229.0443,
697,2014,92.86416,1415.307,176.2343,23472.0
698,2011,30.31962,264.0602,-21.00511,2913.0
698,2012,37.28924,454.6629,17.27255,2976.0
698,2013,38.45453,580.6194,55.88705,3008.0
698,2014,34.69075,660.7552,83.95412,2420.0
699,2011,37.1956,744.9394999999998,208.5893,11200.0
699,2012,50.61333,1041.139,334.6759,
699,2013,81.2711,1461.669,579.9835000000002,14000.0
699,2014,121.8702,2081.444,881.515,16023.0
700,2011,45.67516,661.9777,100.7533,
700,2012,58.94073,800.5118,114.0578,15025.0
700,2013,55.71536999999999,918.1852,128.3378,
700,2014,63.08947,1105.087,180.8669,
701,2011,42.11309,19033.43,4959.159,32909.0
701,2012,78.05901,20999.39,6029.836,32923.0
701,2013,78.21962,22531.3,5818.453,33988.0
701,2014,70.81848,20687.74,5065.33,33185.0
702,2011,29.63813,565.8024,156.7457,7900.0
702,2012,46.03541,743.9991999999999,250.026,8600.0
702,2013,52.41719,628.2103,122.4802,8600.0
702,2014,63.55766,572.2712,85.97906,6834.0
703,2011,18.76817,6358.865,1762.272,238583.0
703,2012,21.04803,8192.068999999998,2227.035,276196.0
703,2013,25.62985,10639.68,3120.919,300464.0
703,2014,29.04248,12309.46,3790.829,315000.0
704,2011,,50.75208,5.252227,
704,2012,17.4684,58.50385,7.285161999999999,
704,2013,19.29694,84.92014,12.02351,
704,2014,32.3793,106.5641,15.89657,
705,2011,17.66271,2741.858,232.1006,13000.0
705,2012,17.61849,2437.631,-267.9267,
705,2013,18.60691,2628.608,70.67425,
705,2014,27.08776,2579.851,20.40816,6900.0
706,2011,20.27811,2462.348,465.014,
706,2012,31.02972,2539.599,500.0559,8036.0
706,2013,35.9978,2565.493,543.7373,9119.0
706,2014,47.00302,2744.9509999999996,514.1694,
707,2011,46.456,668.357,62.166,3726.0
707,2012,53.43899999999999,713.96,61.081,4049.0
707,2013,53.71,661.536,42.909,4084.0
707,2014,51.406,712.554,29.178,3799.0
708,2011,55.2,4720.542,114.369,19896.0
708,2012,49.6,4480.091,-153.514,18886.0
708,2013,46.7,4235.433,147.069,18434.0
708,2014,44.4,4155.641,157.856,17779.0
709,2011,23.819,1114.663,61.94116999999999,2465.0
709,2012,24.435,1187.832,71.86581,2604.0
709,2013,27.018,1211.853,83.04018,2666.0
709,2014,33.98,1210.214,74.54736,2941.0
710,2011,33.016,669.206,37.243,3529.0
710,2012,36.133,734.3139999999999,81.72499999999998,3561.0
710,2013,39.974,760.927,96.248,3885.0
710,2014,43.719,854.6169999999998,108.025,3799.0
711,2011,27.781,425.533,36.44,2427.0
711,2012,33.685,462.25,16.235,2384.0
711,2013,39.764,450.737,45.495,2364.0
711,2014,42.075,464.645,47.622,2470.0
712,2011,34.295,1211.944,126.916,4100.0
712,2012,32.765,1247.849,123.299,3991.0
712,2013,34.191,1256.419,121.508,4128.0
712,2014,37.404,1303.508,129.678,3799.0
713,2011,169.7,5654.793,456.684,34259.0
713,2012,178.9,6071.535,729.153,37338.0
713,2013,199.2,6146.16,777.89,37979.0
713,2014,205.5,6018.063,766.299,37561.0
714,2011,55.956,762.0359999999998,163.477,3207.0
714,2012,63.407,828.317,159.714,3369.0
714,2013,74.72499999999998,941.63,196.592,3961.0
714,2014,85.26699999999998,987.3560000000001,231.844,3923.0
715,2011,103.24799999999999,2523.33,546.138,8067.0
715,2012,111.37899999999999,3256.428,916.258,9427.0
715,2013,149.936,3587.347,939.237,10816.0
715,2014,132.76,3551.696,701.551,11962.0
716,2011,611.0,29957.0,-647.0,78282.0
716,2012,602.0,29503.0,2042.0,78503.0
716,2013,977.0,23407.0,2689.0,65619.0
716,2014,1118.0,21573.0,4425.0,66016.0
717,2011,1.0,3539.0,1932.0,6069.0
717,2012,57.0,3730.0,2259.0,6067.0
717,2013,64.0,3735.0,2043.0,6045.0
717,2014,72.0,3784.0,1969.0,6072.0
718,2011,63.597,743.4299999999998,93.86000000000001,3750.0
718,2012,68.331,731.09,46.849,3727.0
718,2013,68.199,738.466,84.45999999999998,3733.0
718,2014,72.79099999999998,746.865,65.857,3911.0
719,2011,75.0,7583.0,204.0,21547.0
719,2012,76.0,7848.0,379.0,19896.0
719,2013,76.202,7273.0,340.0,19374.0
719,2014,80.0,6840.0,204.0,19436.0
720,2011,39.346,4522.722,318.778,14106.0
720,2012,62.07,5062.978,121.844,13944.0
720,2013,62.829,4751.98,-496.847,14114.0
720,2014,56.316,2392.62,93.779,13840.0
721,2011,39.299,1158.385,80.316,6708.0
721,2012,62.065,1319.233,92.693,6735.0
721,2013,62.873,1334.987,107.847,6834.0
721,2014,56.275,1349.391,60.52,6668.0
722,2011,68.484,1616.477,84.02299999999998,8010.0
722,2012,59.6,1468.287,91.606,8519.0
722,2013,47.712,1257.744,64.177,8064.0
722,2014,46.31,1274.577,80.239,7865.0
723,2011,169.377,1056.932,179.75599999999997,3776.0
723,2012,197.981,1106.808,182.355,3822.0
723,2013,168.0,1237.283,296.576,3858.0
723,2014,236.0,1341.651,280.9,3981.0
724,2011,1960.0,17318.0,-2319.0,70474.0
724,2012,1812.0,16504.0,-108.0,67408.0
724,2013,1748.0,13690.0,-110.0,56282.0
724,2014,1492.0,14663.0,446.0,54380.0
725,2011,99.0,77573.0,11164.0,76266.0
725,2012,139.0,82699.0,8165.0,73702.0
725,2013,84.0,77258.0,12065.0,71394.0
725,2014,79.0,73328.0,6198.0,68961.0
726,2011,191.0,107690.0,17159.0,73171.0
726,2012,211.0,127220.0,16100.0,75206.0
726,2013,197.0,114697.0,10498.0,83887.0
726,2014,186.0,109847.0,7583.0,84405.0
727,2011,58.8,2973.742,542.033,7907.0
727,2012,72.2,3075.685,583.1470000000002,8310.0
727,2013,77.59999999999998,3062.834,556.264,8726.0
727,2014,84.09999999999998,3069.653,593.4210000000002,8737.0
728,2011,215.397,24663.2,-7111.2,160360.0
728,2012,326.991,24297.6,-327.1,156354.0
728,2013,407.854,23822.4,-15200.2,147864.0
