Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Argentina,ARG,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,,,,,,,,,,,,,23000000,14000000,4000000,3000000,4000000,6000000,12000000,2000000,4000000,8000000,16000000,14000000,6000000,7000000,4000000,4000000,5700000,6960000,8700000,12400000,15554642.49,17579252.91,26332381.71,25406457.61,36756558.01,46775129.55,33450000,51500000,61210000,51080000,80512422.81,96694187.45,99367650.4,105965489.6,152187821.1,155396388.3,158152120.1,179902421.6,174205013.5,161745947,168807424.7,208561771.5,274186963.7
Argentina,ARG,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,39000000,54000000,71000000,69000000,101000000,254000000,363000000,524000000,446000000,420000000,420000000,280000000,288000000,403000000,409000000,420000000,284000000,319800000,376700000,392000000,482004066.2,544377042.6,590352559.1,582160100.1,580337544.9,564137635.4,351280000,402950000,520630000,650640000,894824121.7,1174682410,1531726727,1526895361,1712212410,2079139111,2216992900,2329270062,2098996166,2178066124,2108388364,2297608490,2010864040
Armenia,ARM,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.501607591,,2.283042317,4.726627319,10.39872659,1.622448171,1.40902708,1.246117046,0.619179418,1.080395244,0.87587352,1.405882026,2.181898774,1.848659372,2.598362316,2.649411668,2.883150232,2.700332187,5.274277394,5.938609289,6.845268501,6.472139519
Armenia,ARM,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6386519,,3142316,3966685,6167674,3442977,4703718,4226900,3457721,5101971,3992200,6476229,3937441,3759946,5737622,7045295,8886596,8317916,11067794,21142634,25601284,33263359
Armenia,ARM,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armenia,ARM,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armenia,ARM,"Trademark applications, total",IP.TMK.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3399,3928,2494,3179,2983,2886,2843,2328,2841,4169,3566,3800,4422,4191,3951,4308,4378,4513,4536,4506,4361,4015,4515,
Armenia,ARM,"Trademark applications, direct resident",IP.TMK.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,44,61,574,791,510,407,388,695,1600,963,945,882,939,1115,1266,1102,1122,1167,1342,1340,1261,1473,
Armenia,ARM,"Trademark applications, direct nonresident",IP.TMK.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3393,3884,2433,2605,2192,2376,2436,1940,2146,2569,2603,2855,3540,3252,2836,3042,3276,3391,3369,3164,3021,2754,3042,
Armenia,ARM,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184,154,187,162,62,75,109,119,140,200,151,,206,192,135,226,116,136,121,137,125,121,113,125,107,
Armenia,ARM,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,79,98,154,121,8,16,8,15,7,6,,2,1,5,4,11,6,19,4,6,2,2,1,3,
Armenia,ARM,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.9,342.2,390,360.3,400.5,394.5,446.5,494.3,618.6,550.5,552,559.1,531.4,521,,
Armenia,ARM,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18692,0.22601,0.214,0.19106,0.27987,0.25255,0.32109,0.25659,0.25761,0.24057,0.21107,0.22438,0.29093,0.24139,0.27014,0.23853,0.22216,0.24151,0.25002,0.23305,0.2277,
Armenia,ARM,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armenia,ARM,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,"Trademark applications, total",IP.TMK.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,"Trademark applications, direct resident",IP.TMK.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,"Trademark applications, direct nonresident",IP.TMK.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1868,0.32337,0.36473,0.39313,,,,,,,,,,,,
American Samoa,ASM,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7921115,0.092391158,,,,,0.780367566,,0.056512531,,,,,,,,,,0.375050372,
Antigua and Barbuda,ATG,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20012,1813,,,,,22896,,1208,,,,,,,,,,3183,
Antigua and Barbuda,ATG,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,"Trademark applications, total",IP.TMK.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,834,904,864,818,
Antigua and Barbuda,ATG,"Trademark applications, direct resident",IP.TMK.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,"Trademark applications, direct nonresident",IP.TMK.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,7,7,15,10,12,8,
Antigua and Barbuda,ATG,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,0.7,1.8,1.6,4.3,6.3,3.8,2.2,0.8,2.5,1.9,2.5,3.9,7.8,,
Antigua and Barbuda,ATG,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133333.3333,,311111.1111,260000,288888.8889,474814.8148,509629.6296,511081.4815,528748.1481,578800,769324.4444,806277.7778,1886308.889,1190460.37,1200365.556,1094687.037,1147304.444,1181754.444,2975174.815,3074426.822,4026738.886,4208635.528,
Australia,AUS,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.074119703,7.301448572,8.069528624,9.777940932,10.43484734,11.48080469,14.08045528,12.85512116,12.07011374,11.7296787,11.46150241,11.09083182,15.35994465,15.48856356,16.51967087,13.69851865,13.53330317,12.76762819,12.31833221,10.25721371,10.78836729,11.92575814,11.86682435,13.06709696,12.72958582,12.90999462,13.5987282,13.51306446,14.78155861,12.79115849,
Australia,AUS,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414725495,519795441,675284627,885009286,978796278,1160642748,1700360879,1811951850,1917702397,1937328232,1568134784,1617003942,2758523559,2676687071,2957074170,2744814896,3100450495,3284430694,3371725564,3302057949,3793610041,3249473216,3916557449,4859392142,4760970576,4565211317,4691411621,4237456601,4572080828,4322994334,
Australia,AUS,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810.54375,,792.551,,816.27678,,957.67995,,882.27499,,1015.45155,,1135.91697,,,,,,,,,,
Australia,AUS,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3340.72966,,3368.03367,,3461.76252,,3757.24171,,4070.06988,,4238.48887,,4341.04863,,4539.4941,,,,,,,,
Australia,AUS,"Trademark applications, total",IP.TMK.TOTL,,,,,,,,,,,,,,,,,,,,,13567,14929,15737,13818,15415,18459,19194,21150,22256,23821,22015,21810,23460,26126,30051,32382,24926,26997,30171,36733,42890,37841,39595,44202,53280,55906,59280,60316,57841,55649,58913,60613,62759,61730,64652,70760,72325,74505,
Australia,AUS,"Trademark applications, direct resident",IP.TMK.RESD,,,,,,,,,,,,,,,,,,,,,7997,8782,9681,8036,9251,11397,12364,13809,15071,14242,12826,12624,14856,10039,12484,14575,14772,16022,18928,23858,27301,24970,26439,30401,36773,38192,40239,40004,38391,38472,39641,40154,41181,39675,41682,47085,47059,46344,
Australia,AUS,"Trademark applications, direct nonresident",IP.TMK.NRES,,,,,,,,,,,,,,,,,,,,,5570,6147,6056,5782,6164,7062,6830,7341,7185,9579,9189,9186,8604,16087,17567,17807,10154,10975,11243,12875,15589,12871,13156,13801,16507,17714,19041,20312,19450,17177,19272,20459,21578,22055,22970,23675,25266,28161,
Australia,AUS,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,6582,6341,6603,6930,7170,,,,,,,,,,,1784,1797,1760,1862,1858,1928,2187,2364,2418,2559,2555,2837,2718,2821,2494,2409,2383,2627,3061,1988,2291,2620,2503,
Australia,AUS,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,9354,9807,9572,9529,10212,,,,,,,,,,,12277,13221,15398,16063,17960,20073,20548,20181,19176,20274,21302,23166,24122,23525,21187,22478,23143,23731,26656,23968,26314,25774,26403,
Australia,AUS,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24849.7,26946.4,31031.7,33100.4,35798.6,36822.3,38996.2,41564.9,44378.3,46386.8,49921.9,52643.6,52147.9,51068.2,,
Australia,AUS,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6665,,1.51645,,1.5763,,1.75233,,1.85634,,2.18708,,2.40692,,2.37976,2.24145,,2.18214,,1.92296,,,
Australia,AUS,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170237056.7,162330634.6,154230038.2,148081020.3,186941007.4,239301517.4,261031141,294468435.6,358625655.8,309259521.4,381549793.1,394187702.9,336750552.2,345584849.6,450714506.6,537973548.7,573756156.6,641546473.1,713645961,746149101.7,789823546.5,978059795.2,948333508.2,859824156.7,813652776.3,851550055.5,783100619.9,820885409.2,923708693.5,935384232.5
Australia,AUS,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808156157.1,825954292.2,806995923.3,843695450.8,798613711.7,969759324.1,1001161631,1146884408,1196946821,1114256382,1267126378,1160197303,1001186254,1184791216,1502670172,1743966466,1972287332,2151687683,2809284035,3012858777,2832316675,3423557729,4110573493,4165820497,3913990517,3973566695,3526073729,3318284382,3415009962,3602252068
Austria,AUT,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.006911807,7.106485893,7.872959217,8.60114522,8.418167576,8.779092371,10.09522629,8.845950449,8.873684795,10.89953662,10.95634018,12.26966483,14.5978167,14.60985136,16.35080876,15.53155285,16.16497769,13.74293268,13.33616014,11.30981058,10.99615568,11.63616928,11.90557539,11.66917993,12.83668275,13.71555062,13.88056139,13.35296768,12.97055573,9.784738682,
Austria,AUT,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2162211455,1994376539,2891238329,3132868371,3320381762,3133580514,4008244239,4469661909,4498407835,5428243580,5889045124,6360053017,7359867511,7692868384,9507515015,11393207594,14708635263,13019354902,14330800978,14554088272,15326989392,12254877472,13721385414,15705949135,16175823634,18412394058,19269819029,15947437007,15499883229,12943326472,
Austria,AUT,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,984.82163,,,,1253.18216,,1468.56351,,1789.03731,1958.41253,,1996.23944,,2167.36345,,2367.70997,,2579.54658,,,
Austria,AUT,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2327.40749,,,,2965.68455,,3158.79469,3449.33454,3524.39758,3810.92721,4138.4535,4141.40294,4349.71722,4387.04452,4661.04799,4712.8267,4937.55516,5019.44022,5157.51761,,
Austria,AUT,"Trademark applications, total",IP.TMK.TOTL,,,,,,,,,,,,,,,,,,,,,6590,5862,6864,5770,6366,14492,10769,12259,15174,16329,17154,15968,15796,16235,17664,19793,17198,17589,18322,18488,20665,19086,16962,17076,16617,15267,14619,14142,13335,11251,10162,9367,9482,8959,8718,8125,8188,8173,
Austria,AUT,"Trademark applications, direct resident",IP.TMK.RESD,,,,,,,,,,,,,,,,,,,,,4194,3457,4062,3377,3727,5425,2530,3030,3533,3712,3788,3605,3655,3798,3877,4290,5035,5372,6251,6709,7840,7548,7276,7475,7343,7572,7656,7850,7254,6386,5913,5695,5863,5741,5656,5267,5122,5059,
Austria,AUT,"Trademark applications, direct nonresident",IP.TMK.NRES,,,,,,,,,,,,,,,,,,,,,2396,2405,2802,2393,2639,9067,8239,9229,11641,12617,13366,12363,12141,12437,13787,15503,12163,12217,12071,11779,12825,11538,9686,9601,9274,7695,6963,6292,6081,4865,4249,3672,3619,3218,3062,2858,3066,3114,
Austria,AUT,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,2327,2390,2233,2345,2324,2269,2210,2249,2212,2105,2025,2076,2117,2190,1989,1728,1909,1910,1957,2028,1961,1815,1932,2120,2248,2270,2271,2385,2298,2263,2424,2154,2258,2162,2092,2205,2078,2073,
Austria,AUT,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,4166,3428,2620,2322,1891,1591,1336,1272,1048,915,670,544,517,513,516,458,449,397,349,341,340,284,329,213,266,235,378,287,329,292,249,276,294,244,271,236,237,232,
Austria,AUT,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7749.6,8065.7,8903.4,9155.2,9882.7,10334.3,10941.2,11214.8,11824.8,12358.5,12557.6,12900.5,12936.7,12366.4,,
Austria,AUT,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58077,1.65491,1.73155,1.84537,1.88602,1.9921,2.06598,2.17456,2.16612,2.37324,2.35923,2.41843,2.56945,2.59674,2.7261,2.66868,2.91472,2.95492,3.06921,3.04771,3.08695,,
Austria,AUT,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390689679.2,707356755.1,945184743.3,1166891938,1004731525,926081785.4,1038338525,1096821485,1078871091,1278635630,1051842771,1197646710,1292752930,1384011931
Austria,AUT,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1333839904,1597628650,1801161326,2093126154,1711140629,1611217213,1863759113,1955938061,1754400256,1776460605,1459218212,1466234419,1786912048,1961478104
Azerbaijan,AZE,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.227088648,4.433975234,13.69323664,8.537543672,4.589822663,8.849828078,7.895818312,5.148316951,2.177362335,1.056412864,1.750041177,3.399733126,0.923285802,0.983053092,1.083928988,1.347690121,7.268488732,13.42318223,7.002469096,2.533869681,2.083501084,1.953678511,
Azerbaijan,AZE,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2823315,4932667,10870354,7831002,6170398,9074523,10144360,8654984,8262913,6099097,9073107,15493641,6470757,4422662,5712075,8042867,41513310,71872403,32605511,9446115,9132464,9003491,
Azerbaijan,AZE,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azerbaijan,AZE,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azerbaijan,AZE,"Trademark applications, total",IP.TMK.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1101,1992,,,,,4427,2378,2797,3496,4202,4762,4586,5839,4357,4412,5106,5225,5718,5301,4952,4702,,
Azerbaijan,AZE,"Trademark applications, direct resident",IP.TMK.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,28,,,,,591,485,671,1040,1597,1776,1626,1834,1655,1532,1916,899,1117,1015,856,1030,,
Azerbaijan,AZE,"Trademark applications, direct nonresident",IP.TMK.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1048,1964,,,,,3836,1893,2126,2456,2605,2986,2960,4005,2702,2880,3190,4326,4601,4286,4096,3672,,
Azerbaijan,AZE,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,165,,,,,203,234,246,270,281,246,287,226,264,254,193,144,156,168,184,144,,
Azerbaijan,AZE,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,17,,,,,10,7,18,7,6,13,8,7,17,17,12,,,,,19,,
Azerbaijan,AZE,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.1,350.5,351,288.4,417.9,475,616.2,605.3,645.9,684,481.1,399.6,420.9,480.3,,
Azerbaijan,AZE,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23533,0.3695,0.42124,0.39289,0.336,0.34001,0.30155,0.32496,0.29831,0.21994,0.17165,0.17006,0.16554,0.24976,0.21848,0.21084,0.21427,0.20969,0.20978,0.22232,0.20637,0.18521,
Azerbaijan,AZE,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,6000,56000,22000,13000,1800000,149000,23000,28000,,,,,,
Azerbaijan,AZE,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2050000,144000,,46000,1281000,4697000,4827000,19229000,16531000,18423000,28180000,,,,,,
Burundi,BDI,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.040585914,1.063410386,0.196872991,,,1.488598773,0.331964263,0.029389169,2.413168476,22.34362413,12.08864189,5.874200279,4.192780562,3.138245956,2.164699349,,,8.49564875,,2.747348904,0.284705615,1.283471453,3.49174225,1.148802678,1.455722151,
Burundi,BDI,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2177,29968,7769,,,2358,392,57,7034,98465,251014,119141,154570,20353,698983,,,529859,,446314,48346,345775,762143,216030,196739,
Burundi,BDI,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burundi,BDI,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burundi,BDI,"Trademark applications, total",IP.TMK.TOTL,,,,,,,,,,,,,,,,,,,,,110,75,97,86,107,,38,,,65,101,90,77,138,100,117,78,,,,,,152,,,,,,,,,,,,,,,439,
Burundi,BDI,"Trademark applications, direct resident",IP.TMK.RESD,,,,,,,,,,,,,,,,,,,,,,9,2,4,5,,6,,,4,14,6,14,3,7,7,6,,,,,,20,,,,,,,,,,,,,,,53,
Burundi,BDI,"Trademark applications, direct nonresident",IP.TMK.NRES,,,,,,,,,,,,,,,,,,,,,110,66,95,82,102,,32,,,61,87,84,63,135,93,110,72,,,,,,132,,,,,,,,,,,,,,,386,
Burundi,BDI,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Burundi,BDI,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,10,5,2,2,7,,2,,,1,3,,2,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,
Burundi,BDI,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,5,2.8,4.6,5.5,2.5,3.8,12.5,8.5,10.7,16.3,14.9,12.2,10.7,,
Burundi,BDI,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2007,0.15419,0.14434,0.13755,0.12126,,,,,,,
Burundi,BDI,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4678.554247,4228.753007,45463.58225,29676.34039,6807.056012,241.7463758,13706.90927,
Burundi,BDI,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,57999.47386,17517.57049,40464.9149,7122.760782,25210.08403,75910.00771,203842.617,96014.13328,12356.8663,15831.39564,96093.21041,23121.64186,,,,,,,,,,,,,,,620741.0618,16637.71675,,186721.7234,3244.484641,150910.1751,19201.23998,
Belgium,BEL,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.184539201,10.73111062,10.91552472,8.878819382,8.941254603,8.560834832,8.860730563,8.403976069,7.515542829,7.983861849,10.42611562,10.47916271,10.00503949,11.35660992,11.48752156,12.81095178,13.02287353,12.53606308,9.485537312,
Belgium,BEL,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13477829593,15704395243,16346161208,15375807398,18197887754,20958529240,23385203121,23738808555,25185339614,28302042123,29552842926,31948749412,34680646884,36503921134,41673751056,43698592018,38855955864,38067700071,30703539070,
Belgium,BEL,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,938.84187,971.23698,1004.89397,1061.92619,1403.22814,1457.2644,1481.71745,1467.82196,1404.7929,1426.6391,1348.94671,1384.84151,1461.53207,1471.81143,1316.48045,1377.99207,,,,,,,
Belgium,BEL,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2461.70357,2568.80419,2695.24276,2899.1808,2970.19422,3123.98921,2958.84489,2967.37,3091.60518,3142.7299,3284.40227,3394.93402,3411.62128,3519.74155,3732.83127,3875.91495,4113.93461,4156.83541,4529.75049,4711.04559,4734.03819,,
