Company_id,office,company,country code,industry,count
1,CN,ZUMTOBEL,AUT,Electronic & Electrical Equipment,84
1,EP,ZUMTOBEL,AUT,Electronic & Electrical Equipment,263
1,JP,ZUMTOBEL,AUT,Electronic & Electrical Equipment,1
1,US,ZUMTOBEL,AUT,Electronic & Electrical Equipment,86
2,CN,ANDRITZ,AUT, Industrial Engineering,74
2,EP,ANDRITZ,AUT, Industrial Engineering,88
2,JP,ANDRITZ,AUT, Industrial Engineering,33
2,KR,ANDRITZ,AUT, Industrial Engineering,18
2,US,ANDRITZ,AUT, Industrial Engineering,90
3,CN,AUSTRIAMICROSYSTEMS,AUT,Technology Hardware & Equipment,32
3,EP,AUSTRIAMICROSYSTEMS,AUT,Technology Hardware & Equipment,90
3,JP,AUSTRIAMICROSYSTEMS,AUT,Technology Hardware & Equipment,6
3,KR,AUSTRIAMICROSYSTEMS,AUT,Technology Hardware & Equipment,10
3,US,AUSTRIAMICROSYSTEMS,AUT,Technology Hardware & Equipment,87
4,CN,AUSTRIA TECHNOLOGIE & SYSTEMTECHNIK,AUT,Electronic & Electrical Equipment,12
4,EP,AUSTRIA TECHNOLOGIE & SYSTEMTECHNIK,AUT,Electronic & Electrical Equipment,14
4,US,AUSTRIA TECHNOLOGIE & SYSTEMTECHNIK,AUT,Electronic & Electrical Equipment,13
5,CN,VOESTALPINE,AUT,Industrial Metals & Mining,27
5,EP,VOESTALPINE,AUT,Industrial Metals & Mining,42
5,JP,VOESTALPINE,AUT,Industrial Metals & Mining,16
5,KR,VOESTALPINE,AUT,Industrial Metals & Mining,17
5,US,VOESTALPINE,AUT,Industrial Metals & Mining,32
6,EP,KTM,AUT,Automobiles & Parts,1
6,US,KTM,AUT,Automobiles & Parts,1
7,CN,NOVOMATIC,AUT,Travel & Leisure,23
7,EP,NOVOMATIC,AUT,Travel & Leisure,27
7,JP,NOVOMATIC,AUT,Travel & Leisure,3
7,KR,NOVOMATIC,AUT,Travel & Leisure,10
7,US,NOVOMATIC,AUT,Travel & Leisure,31
8,CN,KAPSCH TRAFFICCOM,AUT,Electronic & Electrical Equipment,17
8,EP,KAPSCH TRAFFICCOM,AUT,Electronic & Electrical Equipment,50
8,US,KAPSCH TRAFFICCOM,AUT,Electronic & Electrical Equipment,44
9,CN,BOREALIS,AUT,Chemicals,133
9,EP,BOREALIS,AUT,Chemicals,164
9,JP,BOREALIS,AUT,Chemicals,44
9,KR,BOREALIS,AUT,Chemicals,76
9,US,BOREALIS,AUT,Chemicals,100
10,CN,BENTELER INTERNATIONAL,AUT,Automobiles & Parts,51
10,EP,BENTELER INTERNATIONAL,AUT,Automobiles & Parts,73
10,JP,BENTELER INTERNATIONAL,AUT,Automobiles & Parts,14
10,KR,BENTELER INTERNATIONAL,AUT,Automobiles & Parts,3
10,US,BENTELER INTERNATIONAL,AUT,Automobiles & Parts,74
11,CN,AMCOR,AUS,General Industrials,2
11,EP,AMCOR,AUS,General Industrials,16
11,JP,AMCOR,AUS,General Industrials,6
11,KR,AMCOR,AUS,General Industrials,1
11,US,AMCOR,AUS,General Industrials,17
12,CN,COCHLEAR,AUS,Health Care Equipment & Services,10
12,EP,COCHLEAR,AUS,Health Care Equipment & Services,16
12,JP,COCHLEAR,AUS,Health Care Equipment & Services,3
12,KR,COCHLEAR,AUS,Health Care Equipment & Services,2
12,US,COCHLEAR,AUS,Health Care Equipment & Services,25
13,US,ARISTOCRAT LEISURE,AUS,Travel & Leisure,53
15,CN,ARRIUM,AUS,Industrial Metals & Mining,1
15,EP,ARRIUM,AUS,Industrial Metals & Mining,1
15,JP,ARRIUM,AUS,Industrial Metals & Mining,1
15,KR,ARRIUM,AUS,Industrial Metals & Mining,1
15,US,ARRIUM,AUS,Industrial Metals & Mining,5
18,CN,CSL,AUS,Pharmaceuticals & Biotechnology,16
18,EP,CSL,AUS,Pharmaceuticals & Biotechnology,26
18,JP,CSL,AUS,Pharmaceuticals & Biotechnology,15
18,KR,CSL,AUS,Pharmaceuticals & Biotechnology,15
18,US,CSL,AUS,Pharmaceuticals & Biotechnology,23
19,US,TELSTRA,AUS,Technology Hardware & Equipment,2
20,CN,AMP,AUS,Nonlife Insurance,2
20,EP,AMP,AUS,Nonlife Insurance,2
20,JP,AMP,AUS,Nonlife Insurance,1
20,US,AMP,AUS,Nonlife Insurance,2
21,CN,NUFARM,AUS,Chemicals,3
21,EP,NUFARM,AUS,Chemicals,2
21,JP,NUFARM,AUS,Chemicals,1
21,KR,NUFARM,AUS,Chemicals,1
21,US,NUFARM,AUS,Chemicals,9
22,EP,COMMONWEALTH BANK OF AUSTRALIA,AUS,Banks,1
22,US,COMMONWEALTH BANK OF AUSTRALIA,AUS,Banks,4
23,CN,PROXIMUS,BEL,Fixed Line Telecommunications,1
23,EP,PROXIMUS,BEL,Fixed Line Telecommunications,1
23,US,PROXIMUS,BEL,Fixed Line Telecommunications,1
24,CN,UMICORE,BEL,Industrial Metals & Mining,51
24,EP,UMICORE,BEL,Industrial Metals & Mining,70
24,JP,UMICORE,BEL,Industrial Metals & Mining,28
24,KR,UMICORE,BEL,Industrial Metals & Mining,31
24,US,UMICORE,BEL,Industrial Metals & Mining,51
26,CN,UCB,BEL,Pharmaceuticals & Biotechnology,19
26,EP,UCB,BEL,Pharmaceuticals & Biotechnology,31
26,JP,UCB,BEL,Pharmaceuticals & Biotechnology,16
26,KR,UCB,BEL,Pharmaceuticals & Biotechnology,12
26,US,UCB,BEL,Pharmaceuticals & Biotechnology,30
27,CN,SOLVAY,BEL,Chemicals,221
27,EP,SOLVAY,BEL,Chemicals,283
27,JP,SOLVAY,BEL,Chemicals,128
27,KR,SOLVAY,BEL,Chemicals,95
27,US,SOLVAY,BEL,Chemicals,242
29,CN,AGFA-GEVAERT,BEL,Electronic & Electrical Equipment,91
29,EP,AGFA-GEVAERT,BEL,Electronic & Electrical Equipment,114
29,JP,AGFA-GEVAERT,BEL,Electronic & Electrical Equipment,7
29,KR,AGFA-GEVAERT,BEL,Electronic & Electrical Equipment,11
29,US,AGFA-GEVAERT,BEL,Electronic & Electrical Equipment,93
30,CN,BEKAERT,BEL,Industrial Metals & Mining,41
30,EP,BEKAERT,BEL,Industrial Metals & Mining,44
30,JP,BEKAERT,BEL,Industrial Metals & Mining,9
30,KR,BEKAERT,BEL,Industrial Metals & Mining,11
30,US,BEKAERT,BEL,Industrial Metals & Mining,33
31,CN,ANHEUSER-BUSCH INBEV,BEL,,12
31,EP,ANHEUSER-BUSCH INBEV,BEL,,24
31,KR,ANHEUSER-BUSCH INBEV,BEL,,2
31,US,ANHEUSER-BUSCH INBEV,BEL,,22
32,CN,BARCO,BEL,Electronic & Electrical Equipment,22
32,EP,BARCO,BEL,Electronic & Electrical Equipment,23
32,JP,BARCO,BEL,Electronic & Electrical Equipment,4
32,KR,BARCO,BEL,Electronic & Electrical Equipment,1
32,US,BARCO,BEL,Electronic & Electrical Equipment,28
33,CN,XTRION,BEL,Technology Hardware & Equipment,3
33,EP,XTRION,BEL,Technology Hardware & Equipment,35
33,JP,XTRION,BEL,Technology Hardware & Equipment,7
33,KR,XTRION,BEL,Technology Hardware & Equipment,7
33,US,XTRION,BEL,Technology Hardware & Equipment,54
37,EP,VTECH,CHN,Technology Hardware & Equipment,1
37,US,VTECH,CHN,Technology Hardware & Equipment,2
38,CN,HAIER ELECTRONICS,CHN, Industrial Engineering,78
38,EP,HAIER ELECTRONICS,CHN, Industrial Engineering,29
38,JP,HAIER ELECTRONICS,CHN, Industrial Engineering,20
38,KR,HAIER ELECTRONICS,CHN, Industrial Engineering,15
38,US,HAIER ELECTRONICS,CHN, Industrial Engineering,31
39,CN,TPV TECHNOLOGY,CHN,Technology Hardware & Equipment,10
39,EP,TPV TECHNOLOGY,CHN,Technology Hardware & Equipment,6
39,JP,TPV TECHNOLOGY,CHN,Technology Hardware & Equipment,2
39,KR,TPV TECHNOLOGY,CHN,Technology Hardware & Equipment,3
39,US,TPV TECHNOLOGY,CHN,Technology Hardware & Equipment,11
40,CN,HANERGY SOLAR,CHN,Alternative Energy,6
40,EP,HANERGY SOLAR,CHN,Alternative Energy,3
40,JP,HANERGY SOLAR,CHN,Alternative Energy,1
40,KR,HANERGY SOLAR,CHN,Alternative Energy,1
40,US,HANERGY SOLAR,CHN,Alternative Energy,6
41,CN,HUABAO INTERNATIONAL,CHN,Personal Goods,8
41,EP,HUABAO INTERNATIONAL,CHN,Personal Goods,2
41,KR,HUABAO INTERNATIONAL,CHN,Personal Goods,1
41,US,HUABAO INTERNATIONAL,CHN,Personal Goods,2
43,CN,SKYWORTH DIGITAL,CHN,Electronic & Electrical Equipment,42
43,EP,SKYWORTH DIGITAL,CHN,Electronic & Electrical Equipment,7
43,US,SKYWORTH DIGITAL,CHN,Electronic & Electrical Equipment,19
44,CN,MARVELL TECHNOLOGY,URY,Technology Hardware & Equipment,209
44,EP,MARVELL TECHNOLOGY,URY,Technology Hardware & Equipment,64
44,JP,MARVELL TECHNOLOGY,URY,Technology Hardware & Equipment,40
44,KR,MARVELL TECHNOLOGY,URY,Technology Hardware & Equipment,51
44,US,MARVELL TECHNOLOGY,URY,Technology Hardware & Equipment,282
45,CN,FREESCALE,URY,Technology Hardware & Equipment,305
45,EP,FREESCALE,URY,Technology Hardware & Equipment,136
45,JP,FREESCALE,URY,Technology Hardware & Equipment,136
45,KR,FREESCALE,URY,Technology Hardware & Equipment,13
45,US,FREESCALE,URY,Technology Hardware & Equipment,385
46,CN,AXALTA COATING SYSTEMS,URY,Construction & Materials,31
46,EP,AXALTA COATING SYSTEMS,URY,Construction & Materials,8
46,US,AXALTA COATING SYSTEMS,URY,Construction & Materials,32
50,CN,EMBRAER,BRA,Aerospace & Defense,13
50,EP,EMBRAER,BRA,Aerospace & Defense,18
50,JP,EMBRAER,BRA,Aerospace & Defense,3
50,US,EMBRAER,BRA,Aerospace & Defense,23
51,CN,PETROLEO BRASILIERO,BRA,Oil & Gas Producers,3
51,EP,PETROLEO BRASILIERO,BRA,Oil & Gas Producers,8
51,JP,PETROLEO BRASILIERO,BRA,Oil & Gas Producers,2
51,US,PETROLEO BRASILIERO,BRA,Oil & Gas Producers,16
52,CN,VALE,BRA,Mining,16
52,EP,VALE,BRA,Mining,14
52,JP,VALE,BRA,Mining,12
52,KR,VALE,BRA,Mining,10
52,US,VALE,BRA,Mining,37
53,CN,BRASKEM,BRA,Chemicals,2
53,EP,BRASKEM,BRA,Chemicals,5
53,US,BRASKEM,BRA,Chemicals,8
55,CN,WEG,BRA, Industrial Engineering,9
55,EP,WEG,BRA, Industrial Engineering,8
55,US,WEG,BRA, Industrial Engineering,6
56,CN,BOMBARDIER,CAN,Aerospace & Defense,124
56,EP,BOMBARDIER,CAN,Aerospace & Defense,192
56,JP,BOMBARDIER,CAN,Aerospace & Defense,13
56,KR,BOMBARDIER,CAN,Aerospace & Defense,15
56,US,BOMBARDIER,CAN,Aerospace & Defense,128
57,CN,CAE,CAN,Aerospace & Defense,6
57,EP,CAE,CAN,Aerospace & Defense,7
57,JP,CAE,CAN,Aerospace & Defense,4
57,KR,CAE,CAN,Aerospace & Defense,5
57,US,CAE,CAN,Aerospace & Defense,15
58,CN,VALEANT PHARMACEUTICALS,CAN,Pharmaceuticals & Biotechnology,36
58,EP,VALEANT PHARMACEUTICALS,CAN,Pharmaceuticals & Biotechnology,44
58,JP,VALEANT PHARMACEUTICALS,CAN,Pharmaceuticals & Biotechnology,32
58,KR,VALEANT PHARMACEUTICALS,CAN,Pharmaceuticals & Biotechnology,22
58,US,VALEANT PHARMACEUTICALS,CAN,Pharmaceuticals & Biotechnology,63
60,US,CANADIAN NATIONAL RAILWAY,CAN,Travel & Leisure,1
61,CN,SIERRA WIRELESS,CAN,Technology Hardware & Equipment,6
61,EP,SIERRA WIRELESS,CAN,Technology Hardware & Equipment,18
61,US,SIERRA WIRELESS,CAN,Technology Hardware & Equipment,20
62,US,PASON SYSTEMS,CAN,Software & Computer Services,1
63,CN,BLACKBERRY,CAN,Technology Hardware & Equipment,155
63,EP,BLACKBERRY,CAN,Technology Hardware & Equipment,858
63,JP,BLACKBERRY,CAN,Technology Hardware & Equipment,6
63,KR,BLACKBERRY,CAN,Technology Hardware & Equipment,47
63,US,BLACKBERRY,CAN,Technology Hardware & Equipment,658
64,CN,WESTPORT INNOVATIONS,CAN, Industrial Engineering,32
64,EP,WESTPORT INNOVATIONS,CAN, Industrial Engineering,35
64,JP,WESTPORT INNOVATIONS,CAN, Industrial Engineering,2
64,KR,WESTPORT INNOVATIONS,CAN, Industrial Engineering,2
64,US,WESTPORT INNOVATIONS,CAN, Industrial Engineering,37
66,CN,EXFO,CAN,Technology Hardware & Equipment,10
66,EP,EXFO,CAN,Technology Hardware & Equipment,11
66,US,EXFO,CAN,Technology Hardware & Equipment,16
67,CN,OPEN TEXT,CAN,Software & Computer Services,1
67,EP,OPEN TEXT,CAN,Software & Computer Services,12
67,US,OPEN TEXT,CAN,Software & Computer Services,17
68,EP,CONSTELLATION SOFTWARE,CAN,Software & Computer Services,2
68,US,CONSTELLATION SOFTWARE,CAN,Software & Computer Services,16
69,US,EVERTZ TECHNOLOGIES,CAN,Leisure Goods,1
70,EP,ROYAL BANK OF CANADA,CAN,Banks,3
70,US,ROYAL BANK OF CANADA,CAN,Banks,8
71,CN,SMART TECHNOLOGIES,CAN,Technology Hardware & Equipment,1
71,EP,SMART TECHNOLOGIES,CAN,Technology Hardware & Equipment,5
71,KR,SMART TECHNOLOGIES,CAN,Technology Hardware & Equipment,2
71,US,SMART TECHNOLOGIES,CAN,Technology Hardware & Equipment,30
72,EP,REDKNEE SOLUTIONS,CAN,Software & Computer Services,1
72,US,REDKNEE SOLUTIONS,CAN,Software & Computer Services,1
73,CN,MITEL NETWORKS,CAN,Technology Hardware & Equipment,2
73,EP,MITEL NETWORKS,CAN,Technology Hardware & Equipment,34
73,US,MITEL NETWORKS,CAN,Technology Hardware & Equipment,39
74,CN,JA BOMBARDIER JAB,CAN,Automobiles & Parts,13
74,EP,JA BOMBARDIER JAB,CAN,Automobiles & Parts,11
74,US,JA BOMBARDIER JAB,CAN,Automobiles & Parts,40
75,CN,NOVA CHEMICALS,CAN,Chemicals,16
75,EP,NOVA CHEMICALS,CAN,Chemicals,15
75,JP,NOVA CHEMICALS,CAN,Chemicals,12
75,KR,NOVA CHEMICALS,CAN,Chemicals,12
75,US,NOVA CHEMICALS,CAN,Chemicals,56
76,CN,THOMSON REUTERS,CAN,Support Services,5
76,EP,THOMSON REUTERS,CAN,Support Services,11
76,JP,THOMSON REUTERS,CAN,Support Services,2
76,US,THOMSON REUTERS,CAN,Support Services,27
77,CN,KUDELSKI,SYR,Software & Computer Services,29
77,EP,KUDELSKI,SYR,Software & Computer Services,123
77,JP,KUDELSKI,SYR,Software & Computer Services,9
77,KR,KUDELSKI,SYR,Software & Computer Services,18
77,US,KUDELSKI,SYR,Software & Computer Services,113
78,CN,LAFARGEHOLCIM,SYR,Construction & Materials,1
78,EP,LAFARGEHOLCIM,SYR,Construction & Materials,3
78,KR,LAFARGEHOLCIM,SYR,Construction & Materials,1
78,US,LAFARGEHOLCIM,SYR,Construction & Materials,3
79,CN,GIVAUDAN,SYR,Chemicals,24
79,EP,GIVAUDAN,SYR,Chemicals,30
79,JP,GIVAUDAN,SYR,Chemicals,21
79,KR,GIVAUDAN,SYR,Chemicals,16
79,US,GIVAUDAN,SYR,Chemicals,32
80,CN,BUCHER INDUSTRIES,SYR, Industrial Engineering,23
80,EP,BUCHER INDUSTRIES,SYR, Industrial Engineering,76
80,JP,BUCHER INDUSTRIES,SYR, Industrial Engineering,14
80,KR,BUCHER INDUSTRIES,SYR, Industrial Engineering,3
80,US,BUCHER INDUSTRIES,SYR, Industrial Engineering,45
81,CN,RIETER,SYR, Industrial Engineering,109
81,EP,RIETER,SYR, Industrial Engineering,87
81,JP,RIETER,SYR, Industrial Engineering,31
81,KR,RIETER,SYR, Industrial Engineering,2
81,US,RIETER,SYR, Industrial Engineering,50
82,CN,SONOVA,SYR,Health Care Equipment & Services,27
82,EP,SONOVA,SYR,Health Care Equipment & Services,78
82,US,SONOVA,SYR,Health Care Equipment & Services,77
83,CN,BELIMO,SYR, Industrial Engineering,6
83,EP,BELIMO,SYR, Industrial Engineering,7
83,US,BELIMO,SYR, Industrial Engineering,7
84,CN,RUAG,SYR,Aerospace & Defense,4
84,EP,RUAG,SYR,Aerospace & Defense,13
84,JP,RUAG,SYR,Aerospace & Defense,4
84,KR,RUAG,SYR,Aerospace & Defense,3
84,US,RUAG,SYR,Aerospace & Defense,10
85,CN,ABB,SYR, Industrial Engineering,608
85,EP,ABB,SYR, Industrial Engineering,743
85,JP,ABB,SYR, Industrial Engineering,93
85,KR,ABB,SYR, Industrial Engineering,84
85,US,ABB,SYR, Industrial Engineering,669
86,CN,GEBERIT,SYR,General Industrials,18
86,EP,GEBERIT,SYR,General Industrials,23
86,JP,GEBERIT,SYR,General Industrials,1
86,KR,GEBERIT,SYR,General Industrials,1
86,US,GEBERIT,SYR,General Industrials,13
87,CN,SYNGENTA,SYR,Chemicals,77
87,EP,SYNGENTA,SYR,Chemicals,120
87,JP,SYNGENTA,SYR,Chemicals,37
87,KR,SYNGENTA,SYR,Chemicals,30
87,US,SYNGENTA,SYR,Chemicals,167
88,CN,MEYER BURGER TECHNOLOGY,SYR, Industrial Engineering,13
88,EP,MEYER BURGER TECHNOLOGY,SYR, Industrial Engineering,14
88,JP,MEYER BURGER TECHNOLOGY,SYR, Industrial Engineering,7
88,KR,MEYER BURGER TECHNOLOGY,SYR, Industrial Engineering,8
88,US,MEYER BURGER TECHNOLOGY,SYR, Industrial Engineering,9
89,CN,BASILEA PHARMACEUTICA,SYR,Pharmaceuticals & Biotechnology,3
89,EP,BASILEA PHARMACEUTICA,SYR,Pharmaceuticals & Biotechnology,3
89,JP,BASILEA PHARMACEUTICA,SYR,Pharmaceuticals & Biotechnology,3
89,KR,BASILEA PHARMACEUTICA,SYR,Pharmaceuticals & Biotechnology,2
89,US,BASILEA PHARMACEUTICA,SYR,Pharmaceuticals & Biotechnology,3
90,CN,ACTELION,SYR,Pharmaceuticals & Biotechnology,30
90,EP,ACTELION,SYR,Pharmaceuticals & Biotechnology,32
90,JP,ACTELION,SYR,Pharmaceuticals & Biotechnology,25
90,KR,ACTELION,SYR,Pharmaceuticals & Biotechnology,28
90,US,ACTELION,SYR,Pharmaceuticals & Biotechnology,31
91,CN,EMS CHEMIE,SYR,Chemicals,39
91,EP,EMS CHEMIE,SYR,Chemicals,42
91,JP,EMS CHEMIE,SYR,Chemicals,34
91,KR,EMS CHEMIE,SYR,Chemicals,33
91,US,EMS CHEMIE,SYR,Chemicals,38
92,CN,SWATCH,SYR,Personal Goods,321
92,EP,SWATCH,SYR,Personal Goods,447
92,JP,SWATCH,SYR,Personal Goods,327
92,KR,SWATCH,SYR,Personal Goods,99
92,US,SWATCH,SYR,Personal Goods,355
93,CN,LOGITECH INTERNATIONAL,SYR,Technology Hardware & Equipment,25
93,EP,LOGITECH INTERNATIONAL,SYR,Technology Hardware & Equipment,5
93,US,LOGITECH INTERNATIONAL,SYR,Technology Hardware & Equipment,40
94,CN,ROCHE,SYR,Pharmaceuticals & Biotechnology,671
94,EP,ROCHE,SYR,Pharmaceuticals & Biotechnology,783
94,JP,ROCHE,SYR,Pharmaceuticals & Biotechnology,568
94,KR,ROCHE,SYR,Pharmaceuticals & Biotechnology,499
94,US,ROCHE,SYR,Pharmaceuticals & Biotechnology,854
95,CN,SCHINDLER,SYR, Industrial Engineering,72
95,EP,SCHINDLER,SYR, Industrial Engineering,85
95,JP,SCHINDLER,SYR, Industrial Engineering,4
95,KR,SCHINDLER,SYR, Industrial Engineering,20
95,US,SCHINDLER,SYR, Industrial Engineering,66
96,CN,METALL ZUG,SYR,Household Goods & Home Construction,13
96,EP,METALL ZUG,SYR,Household Goods & Home Construction,27
96,JP,METALL ZUG,SYR,Household Goods & Home Construction,4
96,KR,METALL ZUG,SYR,Household Goods & Home Construction,4
96,US,METALL ZUG,SYR,Household Goods & Home Construction,9
97,CN,SULZER,SYR, Industrial Engineering,56
97,EP,SULZER,SYR, Industrial Engineering,80
97,JP,SULZER,SYR, Industrial Engineering,14
97,KR,SULZER,SYR, Industrial Engineering,30
97,US,SULZER,SYR, Industrial Engineering,62
98,EP,ASCOM,SYR,Technology Hardware & Equipment,4
98,US,ASCOM,SYR,Technology Hardware & Equipment,8
99,CN,BUHLER,SYR, Industrial Engineering,17
99,EP,BUHLER,SYR, Industrial Engineering,28
99,JP,BUHLER,SYR, Industrial Engineering,3
99,KR,BUHLER,SYR, Industrial Engineering,7
99,US,BUHLER,SYR, Industrial Engineering,21
100,CN,SWISSCOM,SYR,Fixed Line Telecommunications,2
100,EP,SWISSCOM,SYR,Fixed Line Telecommunications,12
100,JP,SWISSCOM,SYR,Fixed Line Telecommunications,2
100,US,SWISSCOM,SYR,Fixed Line Telecommunications,12
101,CN,CLARIANT,SYR,Chemicals,96
101,EP,CLARIANT,SYR,Chemicals,118
101,JP,CLARIANT,SYR,Chemicals,60
101,KR,CLARIANT,SYR,Chemicals,36
101,US,CLARIANT,SYR,Chemicals,107
102,CN,OC OERLIKON,SYR,General Industrials,117
102,EP,OC OERLIKON,SYR,General Industrials,112
102,JP,OC OERLIKON,SYR,General Industrials,71
102,KR,OC OERLIKON,SYR,General Industrials,44
102,US,OC OERLIKON,SYR,General Industrials,84
103,CN,SFS GROUP,SYR,Electronic & Electrical Equipment,9
103,EP,SFS GROUP,SYR,Electronic & Electrical Equipment,18
103,US,SFS GROUP,SYR,Electronic & Electrical Equipment,15
104,CN,NOVARTIS,SYR,Pharmaceuticals & Biotechnology,363
104,EP,NOVARTIS,SYR,Pharmaceuticals & Biotechnology,462
104,JP,NOVARTIS,SYR,Pharmaceuticals & Biotechnology,285
104,KR,NOVARTIS,SYR,Pharmaceuticals & Biotechnology,229
104,US,NOVARTIS,SYR,Pharmaceuticals & Biotechnology,572
105,CN,NESTLE,SYR,Food Producers,314
105,EP,NESTLE,SYR,Food Producers,392
105,JP,NESTLE,SYR,Food Producers,206
105,KR,NESTLE,SYR,Food Producers,62
105,US,NESTLE,SYR,Food Producers,377
107,EP,BARRY CALLEBAUT,SYR,Food Producers,2
108,CN,RICHEMONT,SYR,General Retailers,13
108,EP,RICHEMONT,SYR,General Retailers,21
108,JP,RICHEMONT,SYR,General Retailers,8
108,US,RICHEMONT,SYR,General Retailers,9
109,CN,LONZA,SYR,Chemicals,14
109,EP,LONZA,SYR,Chemicals,26
109,JP,LONZA,SYR,Chemicals,14
109,KR,LONZA,SYR,Chemicals,7
109,US,LONZA,SYR,Chemicals,25
110,CN,SIKA,SYR,Chemicals,90
110,EP,SIKA,SYR,Chemicals,149
110,JP,SIKA,SYR,Chemicals,68
110,KR,SIKA,SYR,Chemicals,23
110,US,SIKA,SYR,Chemicals,107
111,CN,KABA HOLDING,SYR,Support Services,58
111,EP,KABA HOLDING,SYR,Support Services,122
111,KR,KABA HOLDING,SYR,Support Services,1
111,US,KABA HOLDING,SYR,Support Services,51
112,CN,TECAN,SYR,Pharmaceuticals & Biotechnology,19
112,EP,TECAN,SYR,Pharmaceuticals & Biotechnology,25
112,JP,TECAN,SYR,Pharmaceuticals & Biotechnology,10
112,KR,TECAN,SYR,Pharmaceuticals & Biotechnology,1
112,US,TECAN,SYR,Pharmaceuticals & Biotechnology,25
113,CN,GALENICA,SYR,Pharmaceuticals & Biotechnology,3
113,EP,GALENICA,SYR,Pharmaceuticals & Biotechnology,3
113,JP,GALENICA,SYR,Pharmaceuticals & Biotechnology,3
113,KR,GALENICA,SYR,Pharmaceuticals & Biotechnology,3
113,US,GALENICA,SYR,Pharmaceuticals & Biotechnology,3
114,CN,OCTAPHARMA,SYR,Pharmaceuticals & Biotechnology,2
114,EP,OCTAPHARMA,SYR,Pharmaceuticals & Biotechnology,3
114,US,OCTAPHARMA,SYR,Pharmaceuticals & Biotechnology,3
115,CN,LIEBHERR-INTERNATIONAL,SYR, Industrial Engineering,79
115,EP,LIEBHERR-INTERNATIONAL,SYR, Industrial Engineering,186
115,JP,LIEBHERR-INTERNATIONAL,SYR, Industrial Engineering,25
115,KR,LIEBHERR-INTERNATIONAL,SYR, Industrial Engineering,15
115,US,LIEBHERR-INTERNATIONAL,SYR, Industrial Engineering,134
116,CN,GEORG FISCHER,SYR, Industrial Engineering,23
116,EP,GEORG FISCHER,SYR, Industrial Engineering,30
116,JP,GEORG FISCHER,SYR, Industrial Engineering,15
116,KR,GEORG FISCHER,SYR, Industrial Engineering,6
116,US,GEORG FISCHER,SYR, Industrial Engineering,28
117,JP,TEMENOS,SYR,Software & Computer Services,1
117,KR,TEMENOS,SYR,Software & Computer Services,1
118,CN,BOBST,SYR, Industrial Engineering,20
118,EP,BOBST,SYR, Industrial Engineering,24
118,JP,BOBST,SYR, Industrial Engineering,16
118,KR,BOBST,SYR, Industrial Engineering,16
118,US,BOBST,SYR, Industrial Engineering,20
119,CN,ENDRESS & HAUSER,SYR,Electronic & Electrical Equipment,169
119,EP,ENDRESS & HAUSER,SYR,Electronic & Electrical Equipment,132
119,JP,ENDRESS & HAUSER,SYR,Electronic & Electrical Equipment,1
119,US,ENDRESS & HAUSER,SYR,Electronic & Electrical Equipment,237
120,CN,YPSOMED,SYR,Health Care Equipment & Services,9
120,EP,YPSOMED,SYR,Health Care Equipment & Services,20
120,JP,YPSOMED,SYR,Health Care Equipment & Services,3
120,US,YPSOMED,SYR,Health Care Equipment & Services,16
121,CN,ADVANCED DIGITAL BROADCAST,SYR,Technology Hardware & Equipment,19
121,EP,ADVANCED DIGITAL BROADCAST,SYR,Technology Hardware & Equipment,38
121,US,ADVANCED DIGITAL BROADCAST,SYR,Technology Hardware & Equipment,38
122,CN,U BLOX,SYR,Electronic & Electrical Equipment,10
122,EP,U BLOX,SYR,Electronic & Electrical Equipment,13
122,JP,U BLOX,SYR,Electronic & Electrical Equipment,9
122,US,U BLOX,SYR,Electronic & Electrical Equipment,12
123,CN,TE CONNECTIVITY,SYR,Electronic & Electrical Equipment,605
123,EP,TE CONNECTIVITY,SYR,Electronic & Electrical Equipment,457
123,JP,TE CONNECTIVITY,SYR,Electronic & Electrical Equipment,253
123,KR,TE CONNECTIVITY,SYR,Electronic & Electrical Equipment,208
123,US,TE CONNECTIVITY,SYR,Electronic & Electrical Equipment,728
124,CN,GARMIN,SYR,Leisure Goods,9
124,EP,GARMIN,SYR,Leisure Goods,8
124,JP,GARMIN,SYR,Leisure Goods,1
124,KR,GARMIN,SYR,Leisure Goods,2
124,US,GARMIN,SYR,Leisure Goods,13
125,CN,AUTONEUM HOLDING,SYR,Automobiles & Parts,2
125,EP,AUTONEUM HOLDING,SYR,Automobiles & Parts,5
125,JP,AUTONEUM HOLDING,SYR,Automobiles & Parts,2
125,KR,AUTONEUM HOLDING,SYR,Automobiles & Parts,2
125,US,AUTONEUM HOLDING,SYR,Automobiles & Parts,2
126,CN,DONGFANG ELECTRIC,CHN, Industrial Engineering,5
126,US,DONGFANG ELECTRIC,CHN, Industrial Engineering,5
127,CN,SINOPEC YIZHENG CHEMICAL FIBRE,CHN,Oil & Gas Producers,1
127,US,SINOPEC YIZHENG CHEMICAL FIBRE,CHN,Oil & Gas Producers,1
130,CN,CHONGOING CHANGAN,CHN,Automobiles & Parts,8
130,US,CHONGOING CHANGAN,CHN,Automobiles & Parts,8
132,CN,GREAT WALL TECHNOLOGY,CHN,Technology Hardware & Equipment,4
132,EP,GREAT WALL TECHNOLOGY,CHN,Technology Hardware & Equipment,6
132,JP,GREAT WALL TECHNOLOGY,CHN,Technology Hardware & Equipment,2
