,country,indicator,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
671,CYP,"Patent applications, nonresidents",53.0,57.0,,,,,,,,,,,85.0,85.0,44.0,,16.0,10.0,6.0,4.0,8.0,8.0,1.0,,1.0,1.0,4.0
672,CYP,Scientific and technical journal articles,,,,,,,,,,,,,154.3,217.7,275.3,316.3,373.5,463.4,575.6,633.6,677.6,758.8,934.7,867.9,891.8,972.9,
673,CYP,Research and development expenditure (% of GDP),,,,,,,,0.20125,0.21566999999999997,0.2225,0.23314000000000001,0.27491,0.3177,0.33368000000000003,0.36196999999999996,0.37724,0.39826,0.38600999999999996,0.44442,0.44663,0.45553999999999994,0.43778,0.48218,0.50847,0.4807,0.50167,
674,CYP,"Charges for the use of intellectual property, receipts (BoP, current US$)",,,,,3315502.0719999997,6433471.206,9729569.849,11586913.03,12892584.97,16066602.71,26240952.66,42720700.03,15008149.77,17660983.54,15104740.49,15961156.46,21079970.56,,,,,,,,2214004.424,1703779.303,1740064.5680000002
675,CYP,"Charges for the use of intellectual property, payments (BoP, current US$)",1507228.7769999998,7340697.14,8041733.918,9955484.761,12156840.93,16727025.14,14788946.17,18152830.42,21364855.09,20725917.49,20199182.88,14987397.98,38640483.76,53379644.47,44655062.13,60453905.93,55628796.75,,,,,,,,167062381.8,113971845.9,124057598.9
676,CZE,High-technology exports (% of manufactured exports),,,4.163677452,4.65321627,6.025683604,7.533083244,8.059601342,8.516230117000001,8.691232519,8.486691671,10.05276139,14.54944751,13.52488308,13.19135196,12.95303787,14.3196,13.23687604,13.55655373,14.56374762,15.30313609,16.27967942,16.08169864,14.78779999,14.91785218,14.90433569,14.02327663,12.76776932
677,CZE,High-technology exports (current US$),,,417095112.0,509605238.0,1066292711.0,1384392842.0,1564900478.0,2120501636.0,2056156946.0,2175395886.0,2999276914.0,5717358878.0,5927385965.0,7828890431.0,8933980026.0,12080532987.0,14439623904.0,17303573135.0,14251924959.0,17468785927.0,23365827816.0,22007809307.0,21044498621.0,23084215820.0,20792031147.0,20501476036.0,21069666188.0
678,CZE,Technicians in R&D (per million people),,,,,,678.8032,705.8987599999999,679.5184,718.2744700000001,711.30115,789.48875,789.08053,879.0659699999999,922.45821,1342.60321,1538.13906,1489.91791,1451.77351,1526.18009,1515.7767199999998,1618.79888,1738.7277800000002,1787.0137300000001,1872.50567,1824.83688,,
679,CZE,Researchers in R&D (per million people),,,,,,1252.3948,1216.8,1217.22426,1313.23045,1346.21444,1459.12787,1460.53051,1543.95667,1591.8364900000001,2356.07861,2550.6478399999996,2691.79679,2857.42571,2742.41767,2774.0210399999996,2903.05766,3137.6156300000002,3234.80725,3400.44455,3591.2725100000002,3518.8188200000004,
680,CZE,"Trademark applications, total",,,13292.0,15589.0,17214.0,16227.0,16645.0,16111.0,17210.0,19216.0,18219.0,17389.0,18227.0,16787.0,14996.0,14870.0,14144.0,12667.0,10445.0,10893.0,11034.0,11034.0,10895.0,10124.0,9978.0,9764.0,9811.0
681,CZE,"Trademark applications, direct resident",,,5809.0,7238.0,8222.0,7272.0,6627.0,6073.0,7379.0,7643.0,8100.0,8114.0,8887.0,9365.0,9279.0,9553.0,9157.0,8267.0,7235.0,7795.0,8092.0,8208.0,8302.0,7643.0,7850.0,7439.0,7439.0
682,CZE,"Trademark applications, direct nonresident",,,7483.0,8351.0,8992.0,8955.0,10018.0,10038.0,9831.0,11573.0,10119.0,9275.0,9340.0,7422.0,5717.0,5317.0,4987.0,4400.0,3210.0,3098.0,2942.0,2826.0,2593.0,2481.0,2128.0,2325.0,2372.0
683,CZE,"Patent applications, residents",,,893.0,756.0,626.0,614.0,579.0,624.0,596.0,555.0,568.0,526.0,625.0,623.0,586.0,641.0,716.0,712.0,789.0,868.0,783.0,867.0,984.0,910.0,880.0,792.0,794.0
684,CZE,"Patent applications, nonresidents",,,2040.0,2593.0,2893.0,3247.0,3661.0,3771.0,4204.0,4384.0,4184.0,5031.0,2954.0,629.0,244.0,195.0,192.0,142.0,92.0,114.0,97.0,150.0,97.0,62.0,72.0,47.0,66.0
685,CZE,Scientific and technical journal articles,,,,,,,,,,,,,6374.8,7000.4,8016.2,8838.7,9988.0,10649.1,11197.6,12673.8,13544.7,13948.9,14401.9,15675.0,16873.4,15963.1,
686,CZE,Research and development expenditure (% of GDP),,,,,,0.89446,0.99439,1.06528,1.0545200000000001,1.11319,1.10333,1.10202,1.14741,1.1455899999999999,1.16835,1.23173,1.3022799999999999,1.2393299999999998,1.2943799999999999,1.3368799999999998,1.55571,1.7823099999999998,1.89973,1.97285,1.92923,1.6783,
687,CZE,"Charges for the use of intellectual property, receipts (BoP, current US$)",,,1468948.0369999998,3680539.847,13181729.89,42784149.88,33780370.66,57357340.67,42908927.95,44285427.67,36485866.37,45280976.36,50304239.57,37581677.66,39802928.37,31717540.8,35915035.26,144904843.6,177970514.7,249267461.6,284733070.5,352174748.5,388825157.6,493180815.3,465248147.5,445442311.1,421049854.5
688,CZE,"Charges for the use of intellectual property, payments (BoP, current US$)",,,20381969.86,26272616.52,53328089.97,97954964.07,77861868.74,112645152.7,137439776.4,81725597.71,92705740.48,119236203.2,175866289.6,173666458.2,503693935.3,551382615.6,694050965.8,859173450.8,842489141.2,945086547.4,1179217303.0,1042852406.0,1160503560.0,1343830327.0,1227305475.0,1193119443.0,1243172655.0
689,DEU,High-technology exports (% of manufactured exports),13.09941007,12.66390554,13.42861136,13.63742308,13.7125196,13.76754279,14.64727685,15.17789508,16.48760158,18.62581366,18.31637506,17.45204025,16.90097477,17.81653651,17.42259934,17.13589881,13.99489116,13.30471851,15.25874061,15.25099045,14.96353856,15.97648575,16.08006832,16.00240562,16.66114593,16.90518986,13.90258542
690,DEU,High-technology exports (current US$),46424896208.0,48068793864.0,42605028136.0,49515002528.0,60581521064.0,60953018867.0,64074551162.0,71626993528.0,77188078910.0,85541568000.0,90556490000.0,93577559000.0,106000000000.0,136000000000.0,146000000000.0,163000000000.0,153000000000.0,160000000000.0,140000000000.0,159000000000.0,183000000000.0,187000000000.0,194000000000.0,200000000000.0,186000000000.0,190000000000.0,172000000000.0
691,DEU,Technicians in R&D (per million people),,,,,,1352.80554,1371.15563,1362.77358,,,,,1101.2346699999998,1075.35081,1158.03319,1213.1662,1317.2378800000001,1353.1194699999999,1379.1059300000002,1399.48856,1723.8101399999998,1731.2499100000002,1707.62009,1882.2878899999998,1911.71493,,
692,DEU,Researchers in R&D (per million people),,,,,,2826.96003,2893.1704,2916.7391399999997,3125.74817,3164.57354,3242.5614800000003,3257.02629,3292.36797,3306.77135,3332.23813,3431.69964,3575.5724600000003,3730.2766100000003,3919.0317200000004,4054.6057,4184.75334,4347.29737,4361.8136700000005,4318.621529999999,4748.40899,4893.15272,
693,DEU,"Trademark applications, total",43793.0,44352.0,48128.0,57306.0,59914.0,60966.0,66117.0,78298.0,85719.0,97892.0,77984.0,66642.0,70807.0,75598.0,79223.0,79744.0,83193.0,80841.0,74370.0,74229.0,68741.0,64593.0,64496.0,70880.0,72807.0,73415.0,76615.0
694,DEU,"Trademark applications, direct resident",,,,36781.0,38312.0,43299.0,51086.0,63270.0,71572.0,81977.0,63660.0,53825.0,58738.0,62582.0,67223.0,68820.0,72806.0,70082.0,65723.0,65516.0,60614.0,56714.0,57049.0,63027.0,65263.0,65293.0,67470.0
695,DEU,"Trademark applications, direct nonresident",,,,20525.0,21602.0,17667.0,15031.0,15028.0,14147.0,15915.0,14324.0,12817.0,12069.0,13016.0,12000.0,10924.0,10387.0,10759.0,8647.0,8713.0,8127.0,7879.0,7447.0,7853.0,7544.0,8122.0,9145.0
696,DEU,"Patent applications, residents",32256.0,33919.0,34752.0,36715.0,38103.0,42322.0,44438.0,46523.0,50029.0,51736.0,49989.0,47598.0,47818.0,48448.0,48367.0,48012.0,47853.0,49240.0,47859.0,47047.0,46986.0,46620.0,47353.0,48154.0,47384.0,48480.0,47785.0
697,DEU,"Patent applications, nonresidents",7784.0,7404.0,6995.0,7261.0,8055.0,9511.0,11291.0,10843.0,9502.0,10406.0,10486.0,10589.0,10663.0,10786.0,11855.0,12573.0,13139.0,13177.0,11724.0,12198.0,12458.0,14720.0,15814.0,17811.0,19509.0,19419.0,19927.0
698,DEU,Scientific and technical journal articles,,,,,,,,,,,,,70447.7,74144.7,82968.9,84434.4,88424.9,91159.6,95033.3,97179.4,100879.4,105373.5,105377.5,109262.0,105754.9,103121.9,
699,DEU,Research and development expenditure (% of GDP),,,,,,2.1371599999999997,2.1788,2.2123,2.33383,2.39166,2.38558,2.4154299999999997,2.4566,2.42079,2.42253,2.4560400000000002,2.44633,2.59712,2.72644,2.71367,2.79562,2.86813,2.82105,2.87289,2.91695,2.93949,
700,DEU,"Charges for the use of intellectual property, receipts (BoP, current US$)",1837332783.0,2026190081.0,1933038782.0,2111169744.0,2705537685.0,2878809843.0,2736930540.0,3094862596.0,2690703015.0,2535839998.0,2740957545.0,3319655203.0,3575952004.0,4463018528.0,5750241907.0,5160686496.0,6310230135.0,7335767596.0,7207932290.0,8279182728.0,10715812435.0,10298652774.0,13562073518.0,15428977703.0,16049283920.0,18765397721.0,20927226741.0
701,DEU,"Charges for the use of intellectual property, payments (BoP, current US$)",3996394001.0,4154444575.0,4043159741.0,4171042541.0,5229501524.0,4688219972.0,4961739449.0,4904509975.0,4395484307.0,4413767659.0,4315753736.0,3541761797.0,4112720865.0,4511084668.0,7211777195.0,7081586436.0,7500872477.0,8632495331.0,7002485174.0,7117078515.0,7400389203.0,6399194780.0,8697402739.0,10726721825.0,10114525528.0,11292462831.0,14166972940.0
711,DJI,Scientific and technical journal articles,,,,,,,,,,,,,1.3,1.9,2.7,1.9,2.3,2.8,8.1,6.9,4.2,6.6,7.8,7.5,5.8,4.1,
715,DMA,High-technology exports (% of manufactured exports),,,1.782966567,0.807039077,1.706505318,2.512157287,6.097494441,,4.35942189,6.534681264,6.389829183,7.6919070529999996,7.217966546,7.904899179,7.482304577000001,7.741284235,6.181840166000001,0.44923216200000005,,0.014970181,,8.834788722,,,,,
716,DMA,High-technology exports (current US$),,,271375.0,143869.0,348726.0,619511.0,1492000.0,,1209213.0,1873565.0,1510276.0,1606816.0,1634465.0,1752442.0,1673309.0,1815465.0,1196357.0,77477.0,,2757.0,,1912206.0,,,,,
719,DMA,"Trademark applications, total",85.0,80.0,103.0,226.0,180.0,193.0,220.0,242.0,163.0,156.0,77.0,149.0,213.0,171.0,205.0,220.0,204.0,,,,,,,,,,
720,DMA,"Trademark applications, direct resident",70.0,72.0,82.0,156.0,148.0,167.0,147.0,182.0,109.0,104.0,32.0,118.0,166.0,134.0,171.0,161.0,128.0,,,,,,,,,,
721,DMA,"Trademark applications, direct nonresident",15.0,8.0,21.0,70.0,32.0,26.0,73.0,60.0,54.0,52.0,45.0,31.0,47.0,37.0,34.0,59.0,76.0,,,,,,,,,,
724,DMA,Scientific and technical journal articles,,,,,,,,,,,,,4.6,2.4,5.3,4.2,2.9,5.2,5.0,8.5,6.9,10.8,11.3,10.1,9.5,7.7,
727,DMA,"Charges for the use of intellectual property, payments (BoP, current US$)",81481.48148,103703.7037,92592.59259,92592.59259,207407.4074,103703.7037,207407.4074,400000.0,137037.03699999998,118518.5185,107037.037,122962.963,64481.481479999995,80211.11111,113200.0,235233.3333,612340.7407,619140.7407,435029.6296,1242888.889,608970.3704,594080.7407,594080.7407,586672.2074,672686.2852,674278.8778,582017.4297
728,DNK,High-technology exports (% of manufactured exports),15.04018113,14.83451181,15.15305908,16.78320047,15.99296514,16.88849667,18.42618596,18.22871043,19.985328699999997,21.43657116,20.82227807,22.45632012,20.19696105,20.31240864,19.60682332,18.44724634,16.97934924,15.57597264,17.5020208,13.937023000000002,13.74682076,14.21610797,14.32993543,14.42056656,15.9628968,15.43777924,11.57748767
729,DNK,High-technology exports (current US$),3191576923.0,3587812275.0,3255458748.0,4048539560.0,4663250471.0,4899835067.0,5678362296.0,5648612310.0,6487722405.0,6752348446.0,6904684053.0,8313257009.0,8648725467.0,9971737472.0,10163186455.0,10461505789.0,11177588910.0,11444550232.0,10414112654.0,8113595952.0,9359227447.0,8742028850.0,9226707230.0,9762544928.0,9375393736.0,9307963573.0,7456525714.0
731,DNK,Researchers in R&D (per million people),,,,,,3177.82015,3317.91566,,3559.90315,,3630.60375,4754.85692,4618.92274,4843.25403,5197.44741,5298.43361,5516.319420000001,6493.81743,6656.89909,6739.18115,7018.0711599999995,7143.59808,7071.54915,7311.02202,7457.7737099999995,7514.701840000001,
732,DNK,"Trademark applications, total",9226.0,9072.0,8339.0,9277.0,10077.0,8493.0,9473.0,10422.0,11011.0,12188.0,11097.0,10153.0,9762.0,10113.0,9548.0,8566.0,8116.0,7557.0,5751.0,5564.0,5349.0,4852.0,4716.0,4480.0,4439.0,4354.0,4277.0
733,DNK,"Trademark applications, direct resident",3083.0,2928.0,2721.0,3098.0,3376.0,3187.0,3155.0,3389.0,3442.0,3788.0,3632.0,3929.0,3761.0,4168.0,4576.0,4277.0,4432.0,4153.0,3244.0,3401.0,3061.0,2803.0,2795.0,2694.0,2851.0,2674.0,2554.0
734,DNK,"Trademark applications, direct nonresident",6143.0,6144.0,5618.0,6179.0,6701.0,5306.0,6318.0,7033.0,7569.0,8400.0,7465.0,6224.0,6001.0,5945.0,4972.0,4289.0,3684.0,3404.0,2507.0,2163.0,2288.0,2049.0,1921.0,1786.0,1588.0,1680.0,1723.0
735,DNK,"Patent applications, residents",1061.0,1204.0,1159.0,1274.0,1234.0,1309.0,1319.0,1543.0,1656.0,1730.0,1757.0,1815.0,1772.0,1877.0,1658.0,1503.0,1660.0,1634.0,1518.0,1626.0,1574.0,1406.0,1341.0,1377.0,1462.0,1552.0,1490.0
736,DNK,"Patent applications, nonresidents",370.0,361.0,254.0,176.0,250.0,196.0,218.0,166.0,131.0,140.0,188.0,169.0,153.0,138.0,165.0,188.0,197.0,195.0,131.0,142.0,197.0,229.0,193.0,206.0,270.0,298.0,282.0
737,DNK,Scientific and technical journal articles,,,,,,,,,,,,,7279.6,7751.3,8312.6,8536.3,9023.1,9283.4,9843.7,10395.9,11590.0,12675.1,13053.1,14022.0,14052.6,13470.7,
738,DNK,Research and development expenditure (% of GDP),,,,,,1.80667,1.88914,2.00619,2.12764,,2.3246599999999997,2.44145,2.51085,2.4191599999999998,2.39337,2.403,2.5154099999999997,2.77346,3.05514,2.9170700000000003,2.94465,2.98125,2.97048,2.91404,2.95742,2.87125,
739,DNK,"Charges for the use of intellectual property, receipts (BoP, current US$)",,,,,,,,,,,,,,,1262022630.0,1583757819.0,1731557200.0,2369450702.0,2607872589.0,2030589543.0,2467921752.0,2264341595.0,2314926350.0,2497261263.0,2088570347.0,2429038179.0,3882259139.0
740,DNK,"Charges for the use of intellectual property, payments (BoP, current US$)",,,,,,,,,,,,,,,887513470.9,948675334.3,885829978.1,1194906781.0,1379559872.0,1325847663.0,1412631900.0,1392512982.0,1735972102.0,1695330425.0,1530214735.0,1625778239.0,1523790784.0
741,DOM,High-technology exports (% of manufactured exports),,,,,,0.259036131,0.329375045,,,,1.316602965,4.056319226,3.7385536189999997,4.018963858999999,8.403702122999999,5.655149206,10.64519806,3.7389617260000003,2.506887221,2.349678524,2.226337874,2.741930642,3.757528451,3.729642824,3.830713713,4.376549502,7.726558122
742,DOM,High-technology exports (current US$),,,,,,826566.0,1245349.0,,,,3663000.0,174472787.0,169269218.0,195423789.0,416046400.0,289148358.0,561963491.0,171267326.0,79348496.0,75808632.0,90873749.0,124612748.0,166882779.0,193265639.0,185791798.0,212130912.0,390318015.0
745,DOM,"Trademark applications, total",2569.0,3655.0,4651.0,6194.0,5850.0,6249.0,7837.0,7305.0,8688.0,8343.0,8757.0,7643.0,5312.0,6290.0,6012.0,6247.0,6870.0,6983.0,6826.0,6453.0,,,9413.0,9738.0,10049.0,10594.0,11090.0
750,DOM,Scientific and technical journal articles,,,,,,,,,,,,,13.5,14.0,16.9,16.9,18.2,18.2,15.5,18.1,20.5,25.9,38.9,40.6,35.3,30.1,
753,DOM,"Charges for the use of intellectual property, payments (BoP, current US$)",,,4600000.0,5600000.0,10200000.0,28500000.0,16100000.0,25300000.0,29800000.0,29700000.0,22000000.0,29600000.0,30100000.0,30100000.0,30800000.0,31500000.0,31900000.0,50700000.0,53400000.0,67100000.0,71400000.0,59200000.0,63700000.0,81400000.0,88900000.0,98400000.0,134000000.0
754,DZA,High-technology exports (% of manufactured exports),,1.267021123,1.621050043,0.816186621,0.482299465,0.367838705,1.170936851,0.89225619,4.442396541,4.166833432,0.615530032,1.058630887,2.286790119,1.046032703,1.4846161180000002,1.6215607890000001,0.716136566,0.656696365,0.625863298,0.504620349,0.161139885,0.130478689,0.19223519100000003,0.156630406,0.151223545,0.343523929,0.544881567
755,DZA,High-technology exports (current US$),,4272717.0,5676489.0,1888488.0,1666312.0,2440222.0,4596669.0,2303648.0,15510125.0,21221581.0,3383607.0,6421476.0,11944911.0,6720100.0,9039068.0,10642822.0,6607471.0,8441609.0,4418241.0,5141641.0,2407114.0,2028775.0,3152281.0,3308544.0,2449466.0,4758110.0,8180790.0
758,DZA,"Trademark applications, total",3719.0,3954.0,3627.0,3366.0,3843.0,4214.0,3779.0,3958.0,4032.0,4476.0,4464.0,4257.0,4162.0,4555.0,5261.0,5700.0,,5670.0,5345.0,5258.0,5758.0,5865.0,3434.0,9817.0,7718.0,7144.0,8852.0
759,DZA,"Trademark applications, direct resident",480.0,460.0,667.0,518.0,662.0,691.0,559.0,765.0,945.0,1237.0,1418.0,1333.0,1488.0,1267.0,1676.0,2235.0,,,,2070.0,2294.0,2332.0,1261.0,4929.0,3968.0,4130.0,4707.0
760,DZA,"Trademark applications, direct nonresident",3239.0,3494.0,2960.0,2848.0,3181.0,3523.0,3220.0,3193.0,3087.0,3239.0,3046.0,2924.0,2674.0,3288.0,3585.0,3465.0,,,,3188.0,3464.0,3533.0,2173.0,4888.0,3750.0,3014.0,4145.0
761,DZA,"Patent applications, residents",6.0,10.0,8.0,27.0,28.0,50.0,34.0,42.0,36.0,32.0,51.0,43.0,30.0,58.0,59.0,58.0,84.0,,,76.0,94.0,119.0,118.0,94.0,89.0,106.0,149.0
762,DZA,"Patent applications, nonresidents",170.0,164.0,138.0,118.0,134.0,150.0,207.0,267.0,248.0,127.0,94.0,291.0,296.0,334.0,465.0,611.0,765.0,,,730.0,803.0,781.0,722.0,719.0,716.0,566.0,594.0
763,DZA,Scientific and technical journal articles,,,,,,,,,,,,,629.8,836.9,932.6,1287.5,1405.7,1742.0,2126.3,2137.4,2461.0,3063.4,3538.9,3679.5,4102.8,4447.1,
765,DZA,"Charges for the use of intellectual property, receipts (BoP, current US$)",,,,,,,,,,,,,,,,2000000.0,1460420.138,2928308.68,1916053.514,2811908.2339999997,1713651.676,2844580.771,760560.8746,395792.5543,2222340.268,474785.1679,138472.7357
766,DZA,"Charges for the use of intellectual property, payments (BoP, current US$)",,,,,,,,,,,,,,,2000000.0,15000000.0,10547283.08,10163263.96,17088438.14,92466206.42,90367205.16,137274934.9,162112437.3,143997401.9,250010594.1,152897904.4,147130927.5
767,EAP,High-technology exports (% of manufactured exports),,17.52493022,18.75922846,20.73307619,22.65127313,25.75690806,27.14417074,29.119652600000002,31.47051924,32.14979777,31.01263779,31.91447936,32.775350599999996,33.44531236,33.01269633,32.23120486,29.13690502,26.39623573,28.44110359,27.44677103,25.47892735,25.96173889,26.61042245,25.63178343,25.82837978,25.87119395,24.24619854
770,EAP,Researchers in R&D (per million people),,,,,,417.11874439999997,434.0629692,366.1151205,391.2630318,491.087979,496.3806381,535.5022586,608.8015117000001,701.0619813,777.0359941,909.8910443,971.5781537,1172.75316,691.6315632000001,902.3996176,903.2432566,1037.040013,984.6626789,1109.378387,1127.833079,1199.259812,
771,EAP,"Trademark applications, total",135246.0,175578.0,179797.0,217181.0,223417.0,238178.0,215011.0,209752.0,222042.0,283880.0,364690.0,468846.0,564834.0,724333.0,795479.0,894747.0,832243.0,826770.0,961868.0,1229176.0,1569319.0,1827190.0,2052736.0,2304721.0,,,
772,EAP,"Trademark applications, direct resident",104930.0,135481.0,131024.0,155777.0,166458.0,161291.0,142166.0,149147.0,167178.0,212435.0,287893.0,384123.0,481839.0,618477.0,679607.0,764067.0,698575.0,688904.0,849474.0,1089933.0,1398828.0,1584178.0,1858307.0,2117895.0,,,
773,EAP,"Trademark applications, direct nonresident",30316.0,40097.0,48773.0,61404.0,56959.0,76887.0,72845.0,60605.0,54864.0,71445.0,76797.0,84723.0,82995.0,105856.0,115872.0,130680.0,133668.0,137866.0,112394.0,139243.0,170491.0,180557.0,194429.0,186826.0,,,
774,EAP,"Patent applications, residents",7804.0,10500.0,12695.0,11924.0,10680.0,12406.0,13517.0,14852.0,16913.0,26458.0,31348.0,41316.0,58534.0,67758.0,101484.0,131049.0,162249.0,197106.0,240232.0,304623.0,426807.0,546345.0,709167.0,805159.0,972679.0,1209288.0,1251164.0
775,EAP,"Patent applications, nonresidents",11369.0,14204.0,16661.0,18617.0,21719.0,28369.0,32138.0,50152.0,51590.0,45489.0,51367.0,54476.0,63559.0,81467.0,99806.0,107167.0,110515.0,116506.0,104553.0,115741.0,130605.0,135351.0,145727.0,155059.0,163352.0,162776.0,163675.0
776,EAP,Scientific and technical journal articles,,,,,,,,,,,,,91885.64881,125908.722,172305.5148,199116.7064,226454.8525,264004.6386,307263.3049,338335.10799999995,359787.4753,359540.3674,393342.4609,426884.3211,448409.8374,469078.4291,
777,EAP,Research and development expenditure (% of GDP),,,,,,0.461941324,0.565824486,0.630098358,0.6971392240000001,0.7277721340000001,0.7975125359999999,0.9105496809999999,1.005425796,1.10505308,1.179046192,1.2476613429999999,1.246503911,1.343284414,1.399690401,1.681215561,1.6184762259999999,1.874645778,1.709181708,1.94020341,1.958267484,2.055439699,
778,EAP,"Charges for the use of intellectual property, receipts (BoP, current US$)",11622280.15,19114454.13,12422688.33,17691597.73,2599221.69,30131357.46,117113768.1,70209340.48,117073637.3,117424828.0,141994011.2,157294938.1,140411899.9,524803690.3,470530100.7,297292001.4,470305139.8,913943124.1,800046649.1,1031917544.0,1036890182.0,1356004917.0,1117990850.0,910833147.4,1346944276.0,1418374619.0,5265611151.0
779,EAP,"Charges for the use of intellectual property, payments (BoP, current US$)",262119004.7,335690092.6,487117960.9,546571426.6,728938552.3,798912902.6,1505125568.0,1008578844.0,1972885279.0,2739242409.0,3676886327.0,5088691197.0,5883111486.0,8247014007.0,9603182770.0,10864942079.0,13150289216.0,15881208820.0,16400045116.0,19511730369.0,21709972282.0,25202088407.0,29319318130.0,30756880045.0,30020853619.0,31868699393.0,37575181433.0
780,EAR,High-technology exports (% of manufactured exports),5.374008699,5.874461087,6.551509446,7.527907561,8.090088924,10.43651621,13.00951578,12.64638938,14.02485621,13.72468281,12.72898288,12.31377347,11.63130651,11.14881991,9.933276712,9.61313054,9.008331762000001,8.125722477,9.629137053,8.327349551000001,7.594857665,7.403124391,7.478215952999999,8.179479291,9.000332586,9.180644672,9.748910559
781,EAR,High-technology exports (current US$),,,,,,,,,,72784827763.0,65229351726.0,66765515755.0,67911900666.0,76681608785.0,79384519978.0,86285033711.0,83844429331.0,87436555642.0,83088857947.0,85280660611.0,94633588288.0,101000000000.0,109000000000.0,115000000000.0,111000000000.0,110000000000.0,
784,EAR,"Trademark applications, total",226650.0,250944.0,252518.0,297575.0,283140.0,335229.0,332041.0,330891.0,353901.0,458965.0,441034.0,457041.0,500077.0,540136.0,593392.0,659927.0,699877.0,716671.0,682453.0,777344.0,812999.0,825418.0,863569.0,920223.0,1002742.0,1047507.0,1084160.0
785,EAR,"Trademark applications, direct resident",153196.0,160696.0,152361.0,180355.0,164667.0,,,,217332.0,262537.0,271666.0,300644.0,329048.0,349581.0,395304.0,440507.0,473916.0,488526.0,482838.0,577572.0,592184.0,546364.0,609333.0,615253.0,692241.0,782531.0,847920.0
786,EAR,"Trademark applications, direct nonresident",68047.0,83453.0,92435.0,107502.0,109692.0,,,,123925.0,183744.0,156817.0,144009.0,160169.0,171160.0,185418.0,205932.0,211613.0,204033.0,153824.0,193319.0,193995.0,198214.0,240837.0,237124.0,234976.0,256215.0,236240.0
787,EAR,"Patent applications, residents",6302.0,6060.0,8516.0,7534.0,7393.0,7885.0,7123.0,8078.0,8480.0,9273.0,9096.0,9772.0,11108.0,12726.0,15923.0,18096.0,24772.0,29651.0,27238.0,29322.0,30404.0,30249.0,33002.0,37547.0,25991.0,43080.0,47109.0
788,EAR,"Patent applications, nonresidents",24083.0,29111.0,29392.0,33658.0,32201.0,39371.0,47004.0,44800.0,41888.0,51293.0,52331.0,49234.0,46988.0,53527.0,64542.0,72816.0,82844.0,82710.0,70431.0,78109.0,80725.0,76766.0,81726.0,81510.0,87214.0,84700.0,82402.0
789,EAR,Scientific and technical journal articles,,,,,,,,,,,,,81474.22039,90177.01603,102055.0058,116971.2088,130034.9969,143697.5528,161699.812,180301.6247,206491.3392,222901.8034,240146.8868,262111.1504,272830.9886,288419.0021,
790,EAR,Research and development expenditure (% of GDP),,,,,,,,,,0.61018032,0.628049231,0.649780822,0.619020709,0.6313241310000001,0.623049258,0.645430859,0.668404927,0.6985302840000001,0.632586864,0.74702105,0.750996628,,0.625519492,,,,
791,EAR,"Charges for the use of intellectual property, receipts (BoP, current US$)",336833011.0,338211793.6,355675939.5,368789163.5,365069729.0,456389211.3,480065488.0,515972715.1,459639513.8,792731363.0,635822783.7,656597514.1,804740613.5,1116110486.0,1390901942.0,1184623986.0,1350927389.0,1428592179.0,1248873895.0,1369070866.0,1845050862.0,1835407275.0,1924701417.0,2463381849.0,2066043692.0,2304119329.0,2504474344.0
792,EAR,"Charges for the use of intellectual property, payments (BoP, current US$)",1298182053.0,1230384517.0,1315125760.0,2158999526.0,1804964524.0,1940327940.0,2830917721.0,2755811364.0,3063812844.0,3178367906.0,3298368491.0,3735338727.0,4162160838.0,6836685931.0,7539820871.0,8239415715.0,9263130575.0,9899152303.0,10224268255.0,11541371883.0,12767892710.0,14498987635.0,14525788430.0,15526917239.0,15615986049.0,16508407221.0,17841118590.0
793,EAS,High-technology exports (% of manufactured exports),22.78696301,21.61157043,22.83191316,24.66247708,26.944356699999997,27.47719547,28.5420414,29.25295164,31.20298901,33.36443949,31.01241021,30.85964648,33.20848949,30.99647528,28.87965017,28.38464409,27.18882249,25.85669764,27.39782065,26.11136678,24.197989800000002,24.64696007,25.12632162,24.20482712,24.54501329,24.71505584,23.96930199
796,EAS,Researchers in R&D (per million people),,,,,,887.5420513,872.093441,861.6221333999999,850.3145499,927.6919766000001,903.8445512,968.9265122000002,1057.089068,1209.6991779999998,1238.640225,1440.428283,1436.801899,1672.682082,1116.312989,1459.430982,1387.295346,1557.698312,1461.8634140000001,1638.602693,1605.702312,1704.389297,
797,EAS,"Trademark applications, total",402331.0,492274.0,475759.0,532647.0,551651.0,582939.0,515351.0,459316.0,522407.0,661511.0,693539.0,791027.0,906344.0,1080113.0,1172411.0,1286522.0,1249477.0,1205843.0,1322573.0,1600340.0,1947394.0,2234752.0,2474996.0,2749420.0,,,
798,EAS,"Trademark applications, direct resident",306985.0,381632.0,351226.0,386713.0,402663.0,415444.0,349196.0,320669.0,381930.0,475818.0,521142.0,619543.0,733684.0,879227.0,952712.0,1044839.0,992567.0,951732.0,1109414.0,1353095.0,1662070.0,1869338.0,2153439.0,2428913.0,,,
799,EAS,"Trademark applications, direct nonresident",84080.0,100643.0,114222.0,134585.0,136411.0,153596.0,150282.0,138647.0,140477.0,185693.0,172397.0,171484.0,170620.0,200886.0,219699.0,241683.0,256910.0,254111.0,213159.0,247245.0,285324.0,302959.0,321557.0,320507.0,,,
