,country,indicator,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
1938,MDG,High-technology exports (current US$),821551.0,409633.0,4392321.0,779152.0,612610.0,1006039.0,664396.0,15508010.0,3829843.0,2093220.0,3242745.0,1675168.0,1638402.0,2355958.0,2738562.0,4491601.0,7238885.0,6830768.0,9359649.0,4714064.0,52026514.0,1681188.0,1638370.0,3961124.0,1139363.0,6314018.0,4754271.0
1939,MDG,Technicians in R&D (per million people),,,,,,,,62.66548,56.404309999999995,46.2998,14.94379,14.613679999999999,10.88017,9.82981,10.6344,14.72437,14.40809,24.80438,24.16243,15.41252,16.51034,,,,,19.40184,10.75441
1940,MDG,Researchers in R&D (per million people),,,,,,,,14.38335,14.853570000000001,15.22185,50.55061,47.002359999999996,47.10882,47.63243,47.93659,47.61585,48.21565,46.50821,45.213409999999996,51.95815,50.86473,,,,,24.7042,30.62075
1941,MDG,"Trademark applications, total",,,,771.0,1048.0,500.0,473.0,420.0,510.0,635.0,572.0,455.0,831.0,732.0,858.0,878.0,894.0,1386.0,1472.0,1642.0,1650.0,1879.0,1729.0,1945.0,1819.0,2144.0,2044.0
1942,MDG,"Trademark applications, direct resident",,,,57.0,94.0,150.0,151.0,130.0,174.0,227.0,236.0,162.0,497.0,411.0,439.0,446.0,494.0,514.0,571.0,610.0,621.0,739.0,633.0,800.0,638.0,860.0,855.0
1943,MDG,"Trademark applications, direct nonresident",,,,714.0,954.0,350.0,322.0,290.0,336.0,408.0,336.0,293.0,334.0,321.0,419.0,432.0,400.0,872.0,901.0,1032.0,1029.0,1140.0,1096.0,1145.0,1181.0,1284.0,1189.0
1944,MDG,"Patent applications, residents",,,,9.0,22.0,7.0,9.0,14.0,10.0,7.0,,4.0,3.0,16.0,7.0,4.0,9.0,14.0,1.0,9.0,3.0,4.0,4.0,5.0,3.0,6.0,9.0
1945,MDG,"Patent applications, nonresidents",,,,20.0,16.0,23.0,36.0,30.0,37.0,48.0,38.0,25.0,20.0,22.0,35.0,40.0,67.0,63.0,43.0,34.0,58.0,40.0,47.0,29.0,16.0,30.0,42.0
1946,MDG,Scientific and technical journal articles,,,,,,,,,,,,,65.2,50.0,56.2,62.4,104.2,81.5,86.2,81.2,98.0,93.2,118.0,122.0,120.4,102.8,
1947,MDG,Research and development expenditure (% of GDP),,,,,,,0.22032,0.11044000000000001,0.096,0.11975999999999999,0.21821,0.24552,0.33841,0.22353,0.17552,0.16371,0.14037,0.13404000000000002,0.14683,0.11324000000000001,0.10588,,,0.0155,,0.014980000000000002,0.0146
1948,MDG,"Charges for the use of intellectual property, receipts (BoP, current US$)",1640005.231,987142.1163,1395142.865,1431209.44,759559.2525,1307478.688,840718.1265,558679.9227,547441.6255,755081.5622,969772.9378,427829.8132,872825.2,477450.3,2854991.0160000003,1424695.707,2148837.241,4875901.406,3294718.276,2957342.066,16089233.46,7578383.529,15113685.24,9099806.487,15610274.79,3121201.499,3489851.622
1949,MDG,"Charges for the use of intellectual property, payments (BoP, current US$)",3694098.1610000003,4227543.411,6421837.382,9304491.438,9407750.865,3338872.1289999997,11064871.98,9786087.461000001,10240659.48,10946466.17,7850614.743,22901362.99,6500089.4,22987712.4,12601449.05,19049398.45,56253427.49,49735633.25,42458444.22,26814639.39,6950648.925,14136946.34,18122663.83,6078177.073,17133514.85,8039022.437999999,18645925.52
1959,MDV,Scientific and technical journal articles,,,,,,,,,,,,,2.4,1.3,3.2,4.1,4.8,0.9,3.0,2.8,6.7,8.9,5.0,8.9,6.2,4.9,
1961,MDV,"Charges for the use of intellectual property, receipts (BoP, current US$)",1200000.0,4300000.0,1000000.0,1597718.466,1550160.985,1187510.193,2738583.7139999997,2678511.9,2047578.59,3705256.099,3796102.793,5052875.0,6712439.156,9906695.413999999,7506287.906,9973544.742,6500398.747,6960937.5,5695312.5,5583061.409,,,,,,,
1962,MDV,"Charges for the use of intellectual property, payments (BoP, current US$)",,,,,,,,,,,,,,,,,988772.6845,1910049.4430000002,2776404.812,2270000.0,3423512.105,3713621.1980000003,3656170.348,3543090.57,,,
1963,MEA,High-technology exports (% of manufactured exports),,4.35263867,4.445156907,6.154166326,3.597115285,5.153325613,,7.0130255660000005,7.033426716,5.964000002000001,4.48676633,4.5865605810000005,4.751736932,4.04715024,3.248212992,3.8712822160000004,2.24429132,2.877553709,,3.9165705330000002,3.0320989480000002,3.755903672,2.9561377839999996,4.420546669,,3.966551622,
1964,MEA,High-technology exports (current US$),,,,,,,,,6726206662.0,7397574085.0,6325519655.0,5772535877.0,6908365622.0,8132361111.0,7571694250.0,9225059323.0,6302959687.0,9746973652.0,10525864345.0,12165410713.0,13203343044.0,13073229842.0,13686619155.0,15357863602.0,15359554050.0,14321074540.0,
1967,MEA,"Trademark applications, total",,,,,,,,,,71664.0,60564.0,59892.0,58711.0,82208.0,95827.0,111886.0,121001.0,118192.0,98330.0,100448.0,117977.0,118616.0,130423.0,174314.0,209954.0,173284.0,
1968,MEA,"Trademark applications, direct resident",,,,,,,,,,25998.0,,,,36134.0,42920.0,51319.0,,,,54066.0,57968.0,55291.0,64854.0,,,99473.0,
1969,MEA,"Trademark applications, direct nonresident",,,,,,,,,,35645.0,,,,32221.0,35987.0,40850.0,,,,32885.0,60009.0,58374.0,65569.0,,,65050.0,
1970,MEA,"Patent applications, residents",1802.0,2184.0,2306.0,2251.0,2350.0,2414.0,,3072.0,3237.0,3150.0,2795.0,3134.0,3484.0,4898.0,6696.0,,13297.0,,,13869.0,14337.0,13211.0,14411.0,16997.0,3937.0,18862.0,18985.0
1971,MEA,"Patent applications, nonresidents",4384.0,3997.0,4630.0,4633.0,5382.0,4477.0,,6609.0,6911.0,7914.0,7990.0,7432.0,6659.0,7626.0,8475.0,,11650.0,,,11263.0,12342.0,11484.0,11713.0,11402.0,13454.0,12586.0,14907.0
1972,MEA,Scientific and technical journal articles,,,,,,,,,,,,,24375.728919999998,27192.819180000002,30480.97315,35926.58678,40831.850739999994,46877.808,54016.88759,61153.543170000004,71419.68182,76642.59058999999,81837.32037999999,87823.78868,90667.54292,98012.05638,
1974,MEA,"Charges for the use of intellectual property, receipts (BoP, current US$)",74596691.09,97561941.85,97911890.45,158985018.9,185532775.4,219896780.0,236054951.1,289687639.4,316133819.3,597504331.0,503918080.1,496244174.7,590932813.8,670388730.8,855027173.0,1285611666.0,1241754448.0,1815238943.0,1989611418.0,2109851436.0,1408799602.0,1394744306.0,1445014019.0,1706353040.0,1657501304.0,1860207620.0,1900938744.0
1975,MEA,"Charges for the use of intellectual property, payments (BoP, current US$)",150040883.2,174352838.4,192735446.7,763322085.8,388241633.9,370286112.0,699839715.2,791238893.4,815577676.2,793500664.8,872381036.0,695090135.2,659110115.1,684649836.2,959875837.8,1140638946.0,1550945122.0,2184093066.0,2902653063.0,2848636263.0,2086085024.0,2148094233.0,2120018090.0,2250869104.0,2377599128.0,2604705074.0,2677318979.0
1976,MEX,High-technology exports (% of manufactured exports),8.680141476000001,11.24382898,11.59886598,13.93697516,15.17258119,15.80526976,17.55396463,19.25281534,20.74644062,22.45135077,22.05600024,21.42670845,21.39909612,21.28539642,19.63565926,18.98140785,17.17706,15.72923353,18.1761875,16.93780936,16.50981631,16.33506619,15.92476176,15.9921956,14.68693681,15.28919922,15.16827937
1977,MEX,High-technology exports (current US$),1189015497.0,3688313016.0,4487544984.0,6528622363.0,9352136000.0,11806799865.0,15592067852.0,19230095730.0,24059491957.0,31174465509.0,29734770059.0,28937633223.0,28725861281.0,31955962404.0,32400251888.0,35899472030.0,33482117138.0,33387187129.0,31183608848.0,37657285550.0,40795383584.0,44021894972.0,45418666690.0,49402709617.0,45780911356.0,46809600476.0,50434980272.0
1978,MEX,Technicians in R&D (per million people),,,,,,67.85634,78.23668,,,92.62711999999999,,108.08236000000001,144.86875,208.31701,237.81202000000002,175.56165,179.16358,216.35235,232.10205,176.95283,179.62726,138.53237,133.39043,,,,
1979,MEX,Researchers in R&D (per million people),,,,,,207.90605,220.15437000000003,210.80442000000002,218.13432999999998,218.52212999999998,226.9426,298.32608999999997,317.6624,371.26766000000003,404.9147,329.3961,339.15629,331.1482,372.04035,328.13844,334.41662,240.78798999999998,244.1783,,,,
1980,MEX,"Trademark applications, total",26279.0,27572.0,28920.0,33803.0,30201.0,32336.0,35426.0,40042.0,46146.0,59721.0,61488.0,56237.0,53724.0,58553.0,63899.0,69781.0,83217.0,84287.0,81937.0,94457.0,100281.0,105828.0,104362.0,109932.0,120443.0,128919.0,138990.0
1981,MEX,"Trademark applications, direct resident",15682.0,16095.0,16132.0,19184.0,16152.0,19562.0,21497.0,24669.0,29489.0,36698.0,40236.0,37764.0,34763.0,38314.0,41680.0,45161.0,54610.0,56592.0,59277.0,68928.0,71091.0,76010.0,77265.0,81101.0,90684.0,98739.0,108590.0
1982,MEX,"Trademark applications, direct nonresident",10597.0,11477.0,12788.0,14619.0,14049.0,12774.0,13929.0,15373.0,16657.0,23023.0,21252.0,18473.0,18961.0,20239.0,22219.0,24620.0,28607.0,27695.0,22660.0,25529.0,29190.0,29818.0,27097.0,28831.0,29759.0,30180.0,30400.0
1983,MEX,"Patent applications, residents",564.0,565.0,553.0,498.0,432.0,386.0,420.0,453.0,455.0,431.0,534.0,526.0,468.0,565.0,584.0,574.0,629.0,685.0,822.0,951.0,1065.0,1294.0,1210.0,1246.0,1364.0,1310.0,1334.0
1984,MEX,"Patent applications, nonresidents",4707.0,7130.0,7659.0,9446.0,4961.0,6365.0,10111.0,10440.0,11655.0,12630.0,13031.0,12536.0,11739.0,12633.0,13851.0,14931.0,15970.0,15896.0,13459.0,13625.0,12990.0,14020.0,14234.0,14889.0,16707.0,16103.0,15850.0
1985,MEX,Scientific and technical journal articles,,,,,,,,,,,,,6601.5,7198.8,8286.0,9322.0,9492.1,10476.3,10747.8,11436.3,11959.0,12746.5,13469.6,14587.8,14485.4,14529.4,
1986,MEX,Research and development expenditure (% of GDP),,,,,,0.25067,0.2762,0.30196,0.3441,0.30613,0.32418,0.36667,0.38038,0.38816,0.39844,0.36922,0.42606000000000005,0.47073000000000004,0.51677,0.53299,0.51144,0.48683999999999994,0.49855,0.5304399999999999,0.5241899999999999,0.4865,
1987,MEX,"Charges for the use of intellectual property, receipts (BoP, current US$)",78000000.0,85000000.0,96000000.0,19850000.0,114440000.0,121800000.0,129900000.0,138390000.0,42046000.0,43077000.0,40758000.0,86137540.0,123554790.0,96365090.0,69507630.0,1848216.0,7610917.0,20631.0,5260.0,8766911.0,5893894.0,4753936.0,8432107.0,8198223.0,7403588.0,6855288.0,6471444.0
1988,MEX,"Charges for the use of intellectual property, payments (BoP, current US$)",419000000.0,472000000.0,494000000.0,668440000.0,484130000.0,360100000.0,501300000.0,453633000.0,554161000.0,406846000.0,418500000.0,1071669580.0,976624620.0,1880979220.0,1933348460.0,1735629623.0,1103423119.0,344873514.0,278542962.0,293690147.0,283730262.0,253435486.0,235141773.0,239769766.0,259558175.0,276717753.0,291515339.0
1998,MHL,Scientific and technical journal articles,,,,,,,,,,,,,3.8,1.0,1.8,3.8,1.1,1.6,1.7,1.5,1.5,1.5,1.3,1.2,2.6,1.3,
2002,MIC,High-technology exports (% of manufactured exports),,,,12.54023756,13.49442712,14.34272761,15.18041578,16.83123962,18.97725598,19.66609861,18.82696736,19.61943117,19.95479119,19.79605419,18.953722600000003,18.83427317,17.66283861,15.77980718,17.98666572,16.98553439,15.54596434,16.51522326,17.29378607,17.56773865,18.40967715,18.01753245,16.49962635
2003,MIC,High-technology exports (current US$),,,,,,,,,,189000000000.0,180000000000.0,205000000000.0,253000000000.0,326000000000.0,390000000000.0,467000000000.0,505000000000.0,525000000000.0,489000000000.0,608000000000.0,672000000000.0,739000000000.0,813000000000.0,826000000000.0,810000000000.0,757000000000.0,741000000000.0
2006,MIC,"Trademark applications, total",407044.0,471194.0,569351.0,622031.0,664012.0,699286.0,705351.0,708352.0,754785.0,963670.0,994609.0,1101397.0,1241030.0,1455549.0,1602153.0,1771607.0,1774763.0,1799743.0,1849239.0,2262379.0,2684877.0,2939646.0,3218280.0,3481071.0,,,
2007,MIC,"Trademark applications, direct resident",288245.0,315817.0,367875.0,403291.0,428251.0,389905.0,,,498146.0,616848.0,686292.0,805597.0,922895.0,1087488.0,1207325.0,1335466.0,1317800.0,1328185.0,1464590.0,1817133.0,2173787.0,2362729.0,2665936.0,2901847.0,,,
2008,MIC,"Trademark applications, direct nonresident",116230.0,151722.0,196825.0,212546.0,229911.0,259898.0,,,247951.0,338479.0,299560.0,288157.0,312823.0,361771.0,388816.0,429894.0,448625.0,451030.0,344516.0,436761.0,484270.0,501028.0,538945.0,511378.0,,,
2009,MIC,"Patent applications, residents",17759.0,59699.0,66364.0,52267.0,46977.0,48329.0,46557.0,49756.0,55815.0,70326.0,79351.0,83546.0,103456.0,115142.0,146443.0,181878.0,219421.0,266339.0,296703.0,366286.0,487639.0,607348.0,783175.0,876501.0,1036878.0,1287982.0,1329457.0
2010,MIC,"Patent applications, nonresidents",35666.0,52838.0,53223.0,58216.0,61667.0,76852.0,96940.0,113421.0,110603.0,112077.0,119651.0,121151.0,128280.0,149554.0,182075.0,198865.0,215050.0,226343.0,200386.0,220871.0,243858.0,252310.0,262610.0,269278.0,280231.0,272182.0,269189.0
2011,MIC,Scientific and technical journal articles,,,,,,,,,,,,,230549.0644,276704.6034,341205.3858,385467.5639,433421.7519,494756.1149,564244.9736,621493.428,675332.8876,697474.9265,754259.1756,816436.6412,854990.5148,895868.4288,
2012,MIC,Research and development expenditure (% of GDP),,,,,,,,,,0.63972161,0.6737545629999999,0.72645577,0.779250422,0.807580376,0.836223356,0.874438481,0.892404037,0.955226221,1.033568346,1.105481566,1.1189220359999998,1.254221668,1.2321904129999999,1.376519222,1.388366554,1.5866646169999998,
2013,MIC,"Charges for the use of intellectual property, receipts (BoP, current US$)",331586687.3,315737478.2,372574478.0,319597339.6,305001613.0,722810868.6,737589595.7,624123648.8,562952003.0,732138226.2,629419029.8,737278512.7,935815657.1,1657890292.0,1628348661.0,2687402635.0,1964123584.0,2795932290.0,2605381754.0,2953450213.0,3259875692.0,3786629005.0,3729620488.0,3615802162.0,4052234068.0,4048749929.0,8330865544.0
2014,MIC,"Charges for the use of intellectual property, payments (BoP, current US$)",1568535062.0,1554531016.0,1950557627.0,2947515891.0,3061883823.0,3627900075.0,5215352656.0,4922168636.0,6379589692.0,7846514786.0,8477897491.0,10197185561.0,11955771709.0,16265500604.0,19420477684.0,22050204143.0,26974092228.0,32611720018.0,32530707700.0,38828942157.0,43608596504.0,51561963976.0,57946069805.0,60538016560.0,56675161337.0,58298778966.0,66578959004.0
2015,MKD,High-technology exports (% of manufactured exports),,,,2.1689029019999997,3.2281979219999997,1.5650325019999998,2.240889585,1.940070259,0.879965874,1.24289113,1.092945261,1.376619442,1.346641154,1.170544564,1.083859252,1.112986628,0.831502629,,2.948865718,3.38153387,3.903906104,3.889800964,3.6346025560000004,3.0994897569999997,2.987312334,1.960853133,3.418892468
2016,MKD,High-technology exports (current US$),,,,14039453.0,22603130.0,11640510.0,18115914.0,18349952.0,6962416.0,11410012.0,8847315.0,10828902.0,13164212.0,14995706.0,15849651.0,18539167.0,21225703.0,,40375847.0,77129177.0,123491689.0,112135680.0,117881377.0,122954582.0,110003537.0,77379012.0,159564433.0
2017,MKD,Technicians in R&D (per million people),,,,,,,113.02266000000002,125.24496,118.06002,114.5065,97.41331,68.32840999999999,66.71777,94.79608,81.54263,73.67393,88.11605,81.74606,66.21259,81.95142,59.578759999999996,109.3279,53.325590000000005,67.82206,74.35166,85.0084,91.83164000000001
2018,MKD,Researchers in R&D (per million people),,,,,,,612.1227299999999,683.3802400000001,669.83008,651.16357,606.9975099999999,568.10195,544.45595,519.67699,540.21993,514.74812,502.55197999999996,468.22594000000004,431.59007,532.12887,445.24588,611.8505200000001,675.38356,837.69155,858.4586800000001,854.1441800000001,728.95025
2019,MKD,"Trademark applications, total",,,1248.0,3742.0,4257.0,3727.0,3725.0,3729.0,3549.0,4584.0,3983.0,3711.0,4086.0,4560.0,4757.0,5019.0,5531.0,6241.0,4501.0,4598.0,4335.0,4219.0,4062.0,,,,
2020,MKD,"Trademark applications, direct resident",,,200.0,312.0,332.0,280.0,157.0,206.0,368.0,736.0,440.0,411.0,478.0,458.0,433.0,494.0,618.0,1276.0,898.0,945.0,917.0,876.0,739.0,,,,
2021,MKD,"Trademark applications, direct nonresident",,,1048.0,3430.0,3925.0,3447.0,3568.0,3523.0,3181.0,3848.0,3543.0,3300.0,3608.0,4102.0,4324.0,4525.0,4913.0,4965.0,3603.0,3653.0,3418.0,3343.0,3323.0,,,,
2022,MKD,"Patent applications, residents",,,78.0,58.0,100.0,52.0,66.0,84.0,64.0,71.0,66.0,42.0,48.0,44.0,53.0,55.0,105.0,34.0,39.0,27.0,37.0,50.0,42.0,,,,
2023,MKD,"Patent applications, nonresidents",,,50.0,178.0,76.0,13.0,118.0,60.0,2.0,53.0,59.0,209.0,23.0,9.0,15.0,4.0,13.0,5.0,11.0,1.0,3.0,3.0,4.0,,,,
2024,MKD,Scientific and technical journal articles,,,,,,,,,,,,,144.3,226.7,238.9,219.9,284.2,293.9,355.9,346.1,434.3,496.1,505.6,556.7,576.4,483.1,
2025,MKD,Research and development expenditure (% of GDP),,,,,,,0.37773,0.4296,0.3451,0.41888000000000003,0.2931,0.24461,0.21064000000000002,0.23237,0.22825,0.19372999999999999,0.17093,0.22358000000000003,0.19679000000000002,0.21634,0.22275999999999999,0.32676,0.43893999999999994,0.51646,0.44468,0.43287,0.35343
2026,MKD,"Charges for the use of intellectual property, receipts (BoP, current US$)",,,,,,800000.0,1550000.0,1433911.622,2243567.809,2785354.939,3393715.749,3189859.3789999997,2297033.7,3120851.6,3126632.8,2664613.0,4642698.0,5837465.0,6166075.0,6932020.0,10312190.0,8277685.0,9149301.0,10372985.0,9247096.0,7713684.0,9791732.0
2027,MKD,"Charges for the use of intellectual property, payments (BoP, current US$)",,,,,,2810000.0,2250000.0,2421007.683,5455018.641,5681955.073,5505751.676,10323881.98,6953248.0,9390434.0,10351748.0,8665872.0,19319106.0,24890350.0,20239756.76,17758539.0,24885150.0,33907240.0,41586769.0,52812610.0,56157840.0,66879970.0,53366170.0
2028,MLI,High-technology exports (% of manufactured exports),,,,,,2.5536844469999997,6.801520662000001,5.206887416,3.8520166139999996,14.793861300000001,6.490053111,9.470103659,4.30057245,4.155231912,5.141066536,7.04840914,7.943730463,1.470042334,,2.397024089,3.02189618,1.247504414,,,,4.708347853,0.891428329
2029,MLI,High-technology exports (current US$),,,,,,172935.0,136329.0,369300.0,905489.0,1252606.0,3181124.0,3250493.0,1306391.0,2081143.0,2361153.0,2625440.0,3650261.0,1540876.0,,1703594.0,5021628.0,2187956.0,,,,7294354.0,2164478.0
2032,MLI,"Trademark applications, total",3.0,,2.0,1.0,1.0,2.0,4.0,7.0,5.0,16.0,18.0,29.0,25.0,28.0,43.0,84.0,33.0,55.0,55.0,36.0,,,,,,,
2037,MLI,Scientific and technical journal articles,,,,,,,,,,,,,36.9,33.7,39.7,63.6,67.8,67.5,73.0,79.0,88.1,87.2,65.1,73.6,70.2,87.3,
2039,MLI,"Charges for the use of intellectual property, receipts (BoP, current US$)",,,,,,,,,,,77758.53444,47346.568889999995,,177934.3232,170626.4183,152995.8179,104326.0285,223311.3586,,242288.6481,387821.8726,121443.1039,,,,,46195.24439
2040,MLI,"Charges for the use of intellectual property, payments (BoP, current US$)",,,,,,1988066.0119999999,1862355.73,1278070.5690000001,1437390.365,1320268.7140000002,1141822.69,637026.5633,884376.6731,607626.7845,1080633.983,1090095.203,1001529.873,1607841.782,2626082.172,2019072.0680000002,,,,,,,
2041,MLT,High-technology exports (% of manufactured exports),51.88263378,55.74472304,52.23626405,60.12046409,,58.88929328,55.99395274,60.41666812,61.72018003,71.74143713,61.68690342,58.97785418,60.00494338,58.13226449,51.99910812,58.11827901,52.43745356,50.23138339,47.98408744,47.08011263,47.2340317,45.73183845,38.55289676,34.41302833,30.19682393,21.47377818,
2042,MLT,High-technology exports (current US$),576146723.0,764480970.0,631416874.0,844859686.0,1073654363.0,904233910.0,789988653.0,1002197701.0,1066056864.0,1556289973.0,1043541267.0,1028337770.0,1241711010.0,1380153285.0,1156793536.0,1511533485.0,1474591983.0,1340676895.0,1005297003.0,1182615533.0,1309410485.0,1265236319.0,1011832290.0,849241705.0,629779854.0,578385642.0,
2043,MLT,Technicians in R&D (per million people),,,,,,,,,,,,112.13472,,362.95669,545.74015,540.92025,650.7053,679.40057,678.67019,805.07558,972.8300800000001,914.94787,812.7661,958.7142,776.39752,,
2044,MLT,Researchers in R&D (per million people),,,,,,,,,,,,677.79209,684.50514,1076.5246,1177.5204199999998,1275.2011300000001,1199.0524599999999,1312.69897,1193.1070300000001,1410.6846699999999,1783.12343,1991.49693,1899.60449,1851.63428,1917.6083199999998,1930.7717,
2045,MLT,"Trademark applications, total",948.0,880.0,829.0,984.0,1232.0,1416.0,1436.0,1605.0,1478.0,1633.0,2916.0,2233.0,3665.0,1579.0,1674.0,1313.0,1210.0,1236.0,911.0,865.0,822.0,787.0,948.0,762.0,704.0,602.0,1167.0
2046,MLT,"Trademark applications, direct resident",148.0,142.0,168.0,195.0,252.0,303.0,250.0,239.0,253.0,232.0,393.0,416.0,454.0,379.0,403.0,454.0,422.0,503.0,446.0,450.0,423.0,405.0,503.0,422.0,410.0,435.0,771.0
2047,MLT,"Trademark applications, direct nonresident",800.0,738.0,661.0,789.0,980.0,1113.0,1186.0,1366.0,1225.0,1401.0,2523.0,1817.0,3211.0,1200.0,1271.0,859.0,788.0,733.0,465.0,415.0,399.0,382.0,445.0,340.0,294.0,167.0,396.0
2048,MLT,"Patent applications, residents",6.0,3.0,8.0,21.0,11.0,6.0,22.0,8.0,11.0,23.0,26.0,22.0,,,,,10.0,14.0,8.0,12.0,9.0,11.0,13.0,5.0,9.0,3.0,
2049,MLT,"Patent applications, nonresidents",21.0,22.0,16.0,21.0,13.0,18.0,24.0,26.0,72.0,93.0,107.0,180.0,,471.0,,805.0,29.0,34.0,21.0,7.0,6.0,6.0,4.0,8.0,2.0,1.0,
2050,MLT,Scientific and technical journal articles,,,,,,,,,,,,,77.9,62.9,77.1,81.5,109.4,177.0,157.7,184.5,201.5,250.5,265.3,297.3,302.2,320.4,
2051,MLT,Research and development expenditure (% of GDP),,,,,,,,,,,,0.2385,0.23706999999999998,0.49256000000000005,0.52996,0.58025,0.5485,0.5333100000000001,0.5174,0.6066699999999999,0.6733100000000001,0.82639,0.77284,0.71499,0.7498100000000001,0.59697,
2052,MLT,"Charges for the use of intellectual property, receipts (BoP, current US$)",61873.05197000001,56439.89674,104632.7912,105842.2029,248093.8831,621202.7298,62097.83861,990054.7977,,1557081.17,15564.35725,1150645.137,1200112.179,31704143.18,106515344.2,374343087.6,298881174.4,817304061.5,1164731942.0,1214497604.0,257727517.9,307749224.1,335540913.0,366272774.4,497393069.0,520902492.0,556419014.0
2053,MLT,"Charges for the use of intellectual property, payments (BoP, current US$)",2645072.972,2809452.6380000003,2686446.915,5509086.663,8571815.575,10928422.14,13110331.22,11585515.72,13516848.43,9848318.833999999,10193326.79,13226093.3,15225284.75,29210578.92,128326059.4,195087277.4,124981919.7,890071179.2,1613091987.0,1593210597.0,596841855.2,446337429.2,510770517.7,555242521.9,678937302.9,675741853.1,724966701.6
2054,MMR,High-technology exports (% of manufactured exports),,0.083068851,,,,,,,,,,,,,,,,,,0.0018229210000000001,0.201786897,1.0108147379999999,0.259963905,0.606296652,0.44004258399999996,7.608172416,6.0758321760000005
2055,MMR,High-technology exports (current US$),,34340.0,,,,,,,,,,,,,,,,,,41739.0,3740373.0,15424968.0,5881766.0,15332214.0,10501158.0,255291456.0,285944561.0
2063,MMR,Scientific and technical journal articles,,,,,,,,,,,,,12.5,14.4,51.1,29.7,38.2,58.4,87.6,56.0,96.4,42.9,36.7,46.6,76.4,110.8,
2065,MMR,"Charges for the use of intellectual property, receipts (BoP, current US$)",,,,,,,,,1821227.09,109146.2299,29453.39756,,,,,,,,,,,,,24978015.37,21600170.73,11574498.43,2365377.978
2067,MNA,High-technology exports (% of manufactured exports),,,,,,,0.956282307,2.25105349,3.3744785110000004,3.374791067,2.362815995,2.655530494,2.9078817710000004,2.61788678,2.740975625,4.135018561,,,,3.751131637,2.441814295,,1.879180785,1.980231715,,1.8442648330000002,1.714898719
2068,MNA,High-technology exports (current US$),,,,,,,,,,803344211.0,763155431.0,914815394.0,1067658103.0,1260027410.0,1307273780.0,1932479554.0,1572458030.0,1684175978.0,1385749916.0,2633573104.0,2542669253.0,,2031128487.0,2173809519.0,,,
2071,MNA,"Trademark applications, total",,,,,,,,,,49623.0,40815.0,42220.0,38063.0,61767.0,71558.0,82888.0,87649.0,81480.0,67456.0,77308.0,79045.0,79322.0,86617.0,113785.0,130687.0,125551.0,
2072,MNA,"Trademark applications, direct resident",,,,,,,,,,22554.0,20328.0,23066.0,18186.0,32724.0,39378.0,46979.0,52748.0,49626.0,,51047.0,50898.0,47775.0,55588.0,,,81955.0,
2073,MNA,"Trademark applications, direct nonresident",,,,,,,,,,22728.0,16693.0,14409.0,14329.0,23291.0,25522.0,28668.0,27423.0,20726.0,,26261.0,28147.0,26596.0,31029.0,,,34835.0,
2074,MNA,"Patent applications, residents",682.0,760.0,959.0,936.0,1045.0,1163.0,,1069.0,1101.0,1452.0,1475.0,1838.0,2099.0,3273.0,4908.0,,11544.0,,,12119.0,12594.0,11855.0,12676.0,15175.0,1900.0,16464.0,16557.0
2075,MNA,"Patent applications, nonresidents",1241.0,1012.0,1250.0,1224.0,1492.0,1548.0,,2191.0,1791.0,1821.0,1679.0,1605.0,1603.0,1890.0,2944.0,,4585.0,,,4757.0,4703.0,4455.0,4387.0,3992.0,3874.0,4185.0,4302.0
2076,MNA,Scientific and technical journal articles,,,,,,,,,,,,,11234.17087,13412.41641,16192.17821,20629.70099,25079.56569,30494.72942,36897.14461,43155.19994,51244.8146,54513.498029999995,57901.35167999999,62044.38846,63837.91044,71179.32222999999,
2078,MNA,"Charges for the use of intellectual property, receipts (BoP, current US$)",4134818.039,1405501.955,5807257.656,43379176.67,50984681.51,61075577.26,58892853.22,73097584.58,62633819.25,99847249.88,78702515.71,74893529.53,164532701.6,133984587.7,174411828.8,318268578.5,157173273.2,41334881.87,62279475.33,45953831.73,51572083.8,30495082.14,102773106.3,59080265.38,64008234.56,74105128.41,80219729.68
2079,MNA,"Charges for the use of intellectual property, payments (BoP, current US$)",61495810.2,68243385.8,78748999.79,609512999.1,224169818.4,176057689.9,491429384.0,566953377.6,532460827.8,423052346.0,402587709.2,220064041.9,210484830.3,164739257.3,289649778.4,264751668.1,513263202.8,385821886.8,390961075.6,423925665.5,420943168.9,590056804.2,611247572.4,559926581.9,637061825.2,726863221.1,600752277.6
2080,MNE,High-technology exports (% of manufactured exports),,,,,,,,,,,,,,,,4.307589397,3.815591066,3.9172466110000004,17.758755800000003,6.486799396,4.297401163,9.499894975,5.442629406,10.279558999999999,7.267397257000001,3.0254159069999997,2.536937407
2081,MNE,High-technology exports (current US$),,,,,,,,,,,,,,,,3502499.0,2925094.0,2586252.0,12154429.0,5311185.0,4085156.0,8705682.0,4774385.0,7721070.0,6492297.0,2778804.0,3063251.0
2084,MNE,"Trademark applications, total",,,,,,,,,,,,,,,,,,5538.0,,3572.0,3656.0,3371.0,3319.0,3249.0,3077.0,3065.0,
2085,MNE,"Trademark applications, direct resident",,,,,,,,,,,,,,,,,,96.0,,66.0,94.0,87.0,94.0,123.0,109.0,135.0,
