country code,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
KEN,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,2.0,7.0,8.0,1.0,2.0,3.0,2.0,0.0,3.0,6.0,10.0,0.0,2.0,4.0,9.0,5.0,2.0,3.0,7.0,6.0,4.0,3.0,8.0,10.0,13.0,12.0,4.0
KHM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,42.0,21.0,15.0,25.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KOR,514.0,534.0,541.0,445.0,410.0,528.0,662.0,785.0,864.0,2210.0,3198.0,3739.0,5058.0,6441.0,8018.0,10438.0,11344.0,12952.0,26095.0,58552.0,33062.0,22539.0,25088.0,40419.0,46153.0,71657.0,111752.0,115553.0,83702.0,64576.0,75899.0,97262.0,112038.0,124568.0,129166.0,106964.0,121868.0,132285.0
KWT,1.0,1.0,1.0,0.0,0.0,0.0,3.0,5.0,2.0,9.0,4.0,1.0,3.0,3.0,1.0,1.0,4.0,2.0,6.0,17.0,11.0,28.0,17.0,27.0,12.0,13.0,28.0,9.0,17.0,19.0,19.0,32.0,38.0,89.0,102.0,72.0,58.0,49.0
LBN,9.0,4.0,6.0,6.0,5.0,13.0,4.0,3.0,2.0,6.0,0.0,2.0,3.0,6.0,1.0,4.0,0.0,8.0,7.0,12.0,10.0,9.0,1.0,12.0,2.0,5.0,12.0,11.0,6.0,6.0,12.0,16.0,15.0,13.0,18.0,20.0,22.0,24.0
LBR,1.0,0.0,1.0,5.0,4.0,1.0,5.0,3.0,4.0,4.0,5.0,7.0,7.0,3.0,8.0,5.0,6.0,1.0,2.0,3.0,4.0,3.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
LBY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
LIE,681.0,656.0,712.0,589.0,568.0,707.0,652.0,571.0,475.0,507.0,382.0,382.0,410.0,489.0,458.0,494.0,497.0,478.0,498.0,472.0,413.0,465.0,491.0,673.0,652.0,629.0,790.0,559.0,666.0,613.0,551.0,596.0,584.0,560.0,578.0,545.0,665.0,800.0
LKA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,6.0,32.0,6.0,7.0,6.0,5.0,6.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,4.0,3.0,2.0,7.0,10.0,5.0,7.0,12.0,9.0,11.0
LSO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
LTU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,193.0,221.0,111.0,165.0,119.0,107.0,100.0,88.0,81.0,69.0,72.0,80.0,88.0,78.0,59.0,77.0,72.0,86.0,114.0,116.0,107.0,139.0,141.0,172.0,179.0
LUX,521.0,446.0,482.0,494.0,428.0,512.0,529.0,442.0,401.0,386.0,466.0,435.0,430.0,411.0,438.0,427.0,352.0,393.0,487.0,390.0,373.0,473.0,605.0,558.0,571.0,452.0,564.0,516.0,623.0,609.0,816.0,765.0,994.0,1126.0,1330.0,1535.0,1886.0,2054.0
LVA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,125.0,165.0,257.0,293.0,166.0,213.0,114.0,123.0,127.0,130.0,128.0,111.0,110.0,123.0,178.0,190.0,249.0,251.0,293.0,260.0,217.0,260.0,251.0,178.0,178.0
MAR,40.0,35.0,46.0,27.0,34.0,39.0,31.0,65.0,71.0,72.0,57.0,53.0,72.0,62.0,90.0,91.0,81.0,96.0,99.0,95.0,127.0,98.0,126.0,103.0,119.0,45.0,74.0,161.0,118.0,167.0,152.0,149.0,128.0,148.0,197.0,23.0,119.0,89.0
MCO,43.0,30.0,49.0,29.0,46.0,60.0,71.0,51.0,74.0,50.0,52.0,49.0,86.0,117.0,80.0,103.0,63.0,82.0,76.0,79.0,64.0,77.0,95.0,153.0,83.0,82.0,175.0,87.0,62.0,82.0,63.0,69.0,62.0,73.0,61.0,61.0,68.0,52.0
MDG,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
MDV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEX,101.0,315.0,292.0,272.0,240.0,218.0,136.0,148.0,342.0,237.0,187.0,99.0,325.0,417.0,221.0,78.0,68.0,75.0,83.0,105.0,82.0,87.0,106.0,99.0,83.0,84.0,82.0,106.0,100.0,143.0,172.0,215.0,290.0,366.0,397.0,364.0,750.0,805.0
MHL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,6.0,9.0,8.0
MKD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,3.0,1.0,2.0,9.0,4.0
MLI,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,129.0,163.0,1.0,0.0,144.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLT,7.0,2.0,2.0,6.0,5.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,9.0,5.0,7.0,5.0,13.0,9.0,13.0,41.0,10.0,11.0,39.0,28.0,36.0,61.0,74.0,86.0,111.0,137.0,136.0,98.0,229.0,336.0
MMR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MNE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,2.0,4.0,2.0,3.0,2.0,12.0,7.0
MNG,5.0,21.0,0.0,32.0,13.0,10.0,7.0,3.0,0.0,29.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,8.0,4.0,16.0,2.0,0.0,6.0
MRT,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,32.0,32.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUS,3.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,4.0,1.0,2.0,1.0,4.0,2.0,8.0,2.0,3.0,6.0,6.0,7.0,9.0,3.0,28.0,89.0,27.0,24.0,22.0,51.0,35.0,20.0,23.0,20.0,31.0,45.0,26.0
MWI,1.0,2.0,0.0,8.0,2.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MYS,7.0,9.0,18.0,13.0,43.0,33.0,8.0,26.0,32.0,23.0,11.0,22.0,19.0,17.0,50.0,34.0,31.0,35.0,46.0,60.0,50.0,61.0,61.0,109.0,144.0,114.0,271.0,372.0,293.0,414.0,513.0,582.0,637.0,663.0,806.0,730.0,730.0,768.0
NAM,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,3.0,34.0,1.0,0.0,0.0,0.0,23.0,1.0,2.0,4.0,2.0,9.0,16.0,10.0,9.0,4.0,2.0
NER,7.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,3.0,1.0,0.0,29.0,0.0,1.0,3.0,6.0,16.0,16.0,0.0,16.0,146.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,4.0,3.0,6.0
NGA,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,4.0,52.0,5.0,7.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,4.0,1.0,0.0,1.0,2.0,9.0
NIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0
NLD,5785.0,5365.0,6422.0,6085.0,6195.0,7227.0,6390.0,5550.0,5173.0,5072.0,5099.0,5270.0,5376.0,5834.0,5954.0,5798.0,6328.0,7371.0,7765.0,8102.0,7483.0,8103.0,9884.0,11883.0,12053.0,11011.0,14629.0,12949.0,13109.0,13444.0,13235.0,13945.0,14696.0,15209.0,15443.0,15955.0,20238.0,22081.0
NOR,797.0,701.0,807.0,776.0,797.0,880.0,796.0,826.0,859.0,906.0,829.0,800.0,935.0,1101.0,932.0,968.0,1035.0,1261.0,1341.0,1343.0,1241.0,1513.0,1640.0,1727.0,1588.0,1735.0,1998.0,1569.0,1853.0,1978.0,2338.0,2203.0,2271.0,2550.0,2582.0,2804.0,3328.0,3327.0
NPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0
NRU,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NZL,188.0,193.0,216.0,236.0,239.0,266.0,236.0,269.0,266.0,250.0,213.0,212.0,194.0,217.0,201.0,202.0,261.0,294.0,342.0,342.0,309.0,324.0,386.0,388.0,430.0,383.0,476.0,365.0,445.0,566.0,588.0,663.0,734.0,730.0,746.0,715.0,879.0,921.0
OMN,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,5.0,4.0,4.0,5.0,2.0,4.0,2.0,7.0
PAK,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,5.0,0.0,1.0,1.0,0.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,5.0,13.0,17.0,12.0,15.0,16.0,21.0
PAN,84.0,87.0,124.0,88.0,67.0,84.0,58.0,44.0,39.0,61.0,41.0,35.0,52.0,53.0,27.0,28.0,24.0,36.0,25.0,39.0,40.0,41.0,62.0,69.0,54.0,45.0,83.0,63.0,71.0,53.0,42.0,50.0,56.0,53.0,40.0,39.0,43.0,26.0
PER,1.0,6.0,6.0,1.0,6.0,4.0,1.0,4.0,1.0,5.0,5.0,3.0,5.0,3.0,6.0,5.0,4.0,1.0,7.0,5.0,2.0,5.0,0.0,3.0,10.0,3.0,6.0,3.0,3.0,2.0,2.0,10.0,5.0,3.0,11.0,16.0,14.0,16.0
PHL,129.0,87.0,53.0,73.0,36.0,57.0,55.0,61.0,58.0,47.0,43.0,59.0,47.0,24.0,0.0,3.0,16.0,28.0,15.0,8.0,3.0,6.0,8.0,6.0,5.0,9.0,5.0,11.0,22.0,18.0,44.0,38.0,51.0,35.0,70.0,71.0,75.0,89.0
PLW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNG,1.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POL,5722.0,4545.0,4051.0,3427.0,3046.0,3845.0,3069.0,3377.0,2761.0,2715.0,3225.0,3045.0,3649.0,2678.0,2080.0,1754.0,1423.0,1273.0,1283.0,1138.0,1007.0,988.0,948.0,664.0,800.0,1161.0,1136.0,1683.0,1832.0,1587.0,1612.0,1883.0,2361.0,2503.0,3173.0,2712.0,4430.0,3849.0
PRT,39.0,39.0,39.0,46.0,73.0,55.0,206.0,54.0,27.0,29.0,26.0,23.0,51.0,28.0,39.0,70.0,50.0,59.0,98.0,160.0,114.0,96.0,113.0,185.0,182.0,178.0,181.0,292.0,269.0,293.0,308.0,265.0,279.0,352.0,279.0,327.0,313.0,440.0
PRY,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0
QAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,3.0,4.0,10.0,14.0,13.0,30.0,42.0
ROU,1475.0,3257.0,2076.0,1747.0,2048.0,1846.0,1906.0,2337.0,1614.0,712.0,174.0,1449.0,1673.0,2822.0,2089.0,999.0,945.0,609.0,720.0,595.0,346.0,245.0,618.0,163.0,462.0,593.0,550.0,394.0,442.0,614.0,460.0,457.0,433.0,475.0,378.0,390.0,446.0,516.0
RUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69125.0,43222.0,19885.0,24645.0,19552.0,24125.0,19398.0,19157.0,17542.0,13794.0,15947.0,21415.0,21289.0,23419.0,22623.0,20835.0,24384.0,28178.0,23746.0,22329.0,24664.0,23420.0,25884.0,24961.0,23028.0,23657.0
RWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAU,1.0,0.0,1.0,10.0,9.0,9.0,12.0,8.0,4.0,8.0,8.0,3.0,10.0,5.0,16.0,9.0,27.0,39.0,18.0,24.0,40.0,27.0,26.0,46.0,61.0,54.0,165.0,117.0,86.0,145.0,211.0,192.0,317.0,465.0,441.0,539.0,883.0,972.0
SDN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEN,3.0,2.0,1.0,3.0,4.0,0.0,1.0,24.0,1.0,14.0,0.0,15.0,14.0,29.0,14.0,1.0,0.0,14.0,0.0,0.0,0.0,2.0,225.0,160.0,16.0,96.0,256.0,34.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
SGP,4.0,15.0,30.0,35.0,37.0,56.0,28.0,28.0,25.0,31.0,19.0,36.0,49.0,57.0,66.0,89.0,126.0,114.0,151.0,173.0,237.0,315.0,308.0,463.0,478.0,443.0,786.0,1122.0,1079.0,1211.0,1369.0,1422.0,1833.0,1895.0,2219.0,2564.0,3314.0,3226.0
SLB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,5.0,9.0,1.0,0.0,0.0,2.0,0.0,4.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0
SLV,0.0,5.0,3.0,3.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,3.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0
SMR,0.0,0.0,0.0,2.0,0.0,1.0,4.0,6.0,3.0,5.0,0.0,2.0,5.0,4.0,6.0,4.0,11.0,5.0,21.0,20.0,15.0,18.0,18.0,19.0,18.0,16.0,11.0,11.0,4.0,20.0,16.0,16.0,29.0,49.0,15.0,17.0,15.0,22.0
SOM,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,2.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,30.0,59.0,57.0,122.0,106.0,96.0,121.0,105.0,83.0,91.0,51.0
SUR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0
SVN,24.0,13.0,16.0,10.0,4.0,4.0,1.0,2.0,5.0,9.0,2.0,3.0,10.0,103.0,258.0,243.0,343.0,282.0,276.0,241.0,235.0,266.0,352.0,312.0,402.0,375.0,375.0,381.0,423.0,492.0,576.0,621.0,615.0,605.0,572.0,633.0,664.0,560.0
SWE,4523.0,4267.0,4827.0,4492.0,4637.0,5447.0,4983.0,4902.0,4324.0,4358.0,4080.0,3968.0,3878.0,3972.0,4763.0,5080.0,5075.0,5895.0,6679.0,7330.0,6940.0,7805.0,9139.0,10546.0,10258.0,8621.0,8739.0,8475.0,9198.0,8772.0,9792.0,10041.0,11160.0,11535.0,11444.0,12135.0,14257.0,14786.0
SWZ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,3.0,2.0,2.0
SYC,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,30.0,1.0,0.0,1.0,0.0,2.0,2.0,5.0,1.0,5.0,2.0,8.0,21.0,14.0,36.0,52.0,30.0,27.0,23.0,36.0,53.0,51.0,85.0,70.0
SYR,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,2.0,3.0,5.0,4.0,0.0,1.0,2.0,2.0,0.0,0.0,3.0,2.0,1.0,5.0,1.0,4.0,1.0,3.0
TCD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0
TGO,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,0.0,0.0,0.0,14.0,28.0,16.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,32.0,0.0,48.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THA,0.0,4.0,1.0,1.0,0.0,5.0,3.0,3.0,3.0,4.0,8.0,2.0,4.0,8.0,5.0,24.0,25.0,14.0,20.0,26.0,13.0,25.0,26.0,45.0,34.0,33.0,46.0,29.0,41.0,42.0,91.0,106.0,91.0,130.0,124.0,123.0,108.0,127.0
TJK,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,271.0,230.0,305.0,48.0,41.0,35.0,31.0,28.0,84.0,58.0,45.0,38.0,40.0,18.0,9.0,9.0,18.0,27.0,8.0,0.0,0.0,32.0,32.0
TKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,31.0,469.0,414.0,724.0,77.0,40.0,39.0,25.0,20.0,33.0,1.0,0.0,0.0,9.0,0.0,9.0,1.0,9.0,0.0,0.0,0.0,3.0,0.0,24.0
TON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TTO,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,3.0,3.0,4.0,0.0,5.0,0.0,0.0,1.0,3.0,2.0,2.0,7.0,0.0,4.0,1.0,0.0,1.0,1.0,3.0,2.0,6.0,6.0,10.0,10.0,10.0,8.0,0.0,4.0
TUN,6.0,6.0,6.0,12.0,16.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,15.0,0.0,4.0,6.0,4.0,6.0,5.0,20.0,14.0,4.0,7.0,7.0,2.0,5.0,3.0,6.0,10.0,17.0,14.0,12.0,8.0,15.0
TUR,40.0,30.0,46.0,60.0,76.0,66.0,65.0,66.0,61.0,35.0,58.0,57.0,72.0,61.0,36.0,102.0,60.0,9.0,7.0,11.0,52.0,41.0,68.0,79.0,126.0,117.0,158.0,180.0,215.0,257.0,379.0,446.0,446.0,536.0,566.0,841.0,1068.0,1056.0
TUV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TZA,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
UGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
UKR,1.0,2.0,4.0,11.0,5.0,1.0,2.0,5.0,6.0,6.0,9.0,15.0,4.0,516.0,2051.0,1656.0,968.0,909.0,635.0,528.0,506.0,702.0,1153.0,2917.0,8136.0,2156.0,1478.0,2626.0,2655.0,2802.0,2372.0,2151.0,1769.0,2002.0,2197.0,1935.0,1605.0,1372.0
URY,12.0,10.0,10.0,6.0,5.0,2.0,2.0,7.0,0.0,3.0,4.0,1.0,3.0,9.0,10.0,8.0,7.0,9.0,4.0,3.0,2.0,22.0,9.0,11.0,6.0,8.0,8.0,10.0,12.0,7.0,10.0,8.0,21.0,16.0,19.0,16.0,13.0,25.0
USA,88698.0,88740.0,87908.0,84564.0,89118.0,96847.0,91262.0,89825.0,82865.0,91944.0,86998.0,91617.0,97558.0,101733.0,102028.0,101660.0,103034.0,103999.0,126231.0,135282.0,130004.0,135804.0,139598.0,149649.0,144618.0,130274.0,154998.0,140903.0,142850.0,150969.0,181633.0,191362.0,216900.0,235237.0,250282.0,250955.0,280857.0,287244.0
UZB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,151.0,233.0,146.0,196.0,22.0,21.0,22.0,46.0,26.0,29.0,27.0,13.0,11.0,3.0,2.0,20.0,3.0,0.0,3.0,0.0,26.0,33.0,6.0,13.0
VEN,23.0,17.0,28.0,16.0,16.0,62.0,46.0,55.0,55.0,62.0,67.0,79.0,70.0,102.0,91.0,111.0,60.0,73.0,60.0,89.0,56.0,43.0,42.0,40.0,39.0,43.0,28.0,17.0,26.0,15.0,24.0,32.0,36.0,31.0,33.0,45.0,15.0,8.0
VUT,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,1.0,1.0,5.0,6.0,3.0,2.0,1.0,3.0,3.0,4.0,2.0,5.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
