Company_id,office,company,country,industry,count
1,CN,ZUMTOBEL,AT,Electronic & Electrical Equipment,84
1,EP,ZUMTOBEL,AT,Electronic & Electrical Equipment,263
1,JP,ZUMTOBEL,AT,Electronic & Electrical Equipment,1
1,US,ZUMTOBEL,AT,Electronic & Electrical Equipment,86
2,CN,ANDRITZ,AT, Industrial Engineering,74
2,EP,ANDRITZ,AT, Industrial Engineering,88
2,JP,ANDRITZ,AT, Industrial Engineering,33
2,KR,ANDRITZ,AT, Industrial Engineering,18
2,US,ANDRITZ,AT, Industrial Engineering,90
3,CN,AUSTRIAMICROSYSTEMS,AT,Technology Hardware & Equipment,32
3,EP,AUSTRIAMICROSYSTEMS,AT,Technology Hardware & Equipment,90
3,JP,AUSTRIAMICROSYSTEMS,AT,Technology Hardware & Equipment,6
3,KR,AUSTRIAMICROSYSTEMS,AT,Technology Hardware & Equipment,10
3,US,AUSTRIAMICROSYSTEMS,AT,Technology Hardware & Equipment,87
4,CN,AUSTRIA TECHNOLOGIE & SYSTEMTECHNIK,AT,Electronic & Electrical Equipment,12
4,EP,AUSTRIA TECHNOLOGIE & SYSTEMTECHNIK,AT,Electronic & Electrical Equipment,14
4,US,AUSTRIA TECHNOLOGIE & SYSTEMTECHNIK,AT,Electronic & Electrical Equipment,13
5,CN,VOESTALPINE,AT,Industrial Metals & Mining,27
5,EP,VOESTALPINE,AT,Industrial Metals & Mining,42
5,JP,VOESTALPINE,AT,Industrial Metals & Mining,16
5,KR,VOESTALPINE,AT,Industrial Metals & Mining,17
5,US,VOESTALPINE,AT,Industrial Metals & Mining,32
6,EP,KTM,AT,Automobiles & Parts,1
6,US,KTM,AT,Automobiles & Parts,1
7,CN,NOVOMATIC,AT,Travel & Leisure,23
7,EP,NOVOMATIC,AT,Travel & Leisure,27
7,JP,NOVOMATIC,AT,Travel & Leisure,3
7,KR,NOVOMATIC,AT,Travel & Leisure,10
7,US,NOVOMATIC,AT,Travel & Leisure,31
8,CN,KAPSCH TRAFFICCOM,AT,Electronic & Electrical Equipment,17
8,EP,KAPSCH TRAFFICCOM,AT,Electronic & Electrical Equipment,50
8,US,KAPSCH TRAFFICCOM,AT,Electronic & Electrical Equipment,44
9,CN,BOREALIS,AT,Chemicals,133
9,EP,BOREALIS,AT,Chemicals,164
9,JP,BOREALIS,AT,Chemicals,44
9,KR,BOREALIS,AT,Chemicals,76
9,US,BOREALIS,AT,Chemicals,100
10,CN,BENTELER INTERNATIONAL,AT,Automobiles & Parts,51
10,EP,BENTELER INTERNATIONAL,AT,Automobiles & Parts,73
10,JP,BENTELER INTERNATIONAL,AT,Automobiles & Parts,14
10,KR,BENTELER INTERNATIONAL,AT,Automobiles & Parts,3
10,US,BENTELER INTERNATIONAL,AT,Automobiles & Parts,74
11,CN,AMCOR,AU,General Industrials,2
11,EP,AMCOR,AU,General Industrials,16
11,JP,AMCOR,AU,General Industrials,6
11,KR,AMCOR,AU,General Industrials,1
11,US,AMCOR,AU,General Industrials,17
12,CN,COCHLEAR,AU,Health Care Equipment & Services,10
12,EP,COCHLEAR,AU,Health Care Equipment & Services,16
12,JP,COCHLEAR,AU,Health Care Equipment & Services,3
12,KR,COCHLEAR,AU,Health Care Equipment & Services,2
12,US,COCHLEAR,AU,Health Care Equipment & Services,25
13,US,ARISTOCRAT LEISURE,AU,Travel & Leisure,53
15,CN,ARRIUM,AU,Industrial Metals & Mining,1
15,EP,ARRIUM,AU,Industrial Metals & Mining,1
15,JP,ARRIUM,AU,Industrial Metals & Mining,1
15,KR,ARRIUM,AU,Industrial Metals & Mining,1
15,US,ARRIUM,AU,Industrial Metals & Mining,5
18,CN,CSL,AU,Pharmaceuticals & Biotechnology,16
18,EP,CSL,AU,Pharmaceuticals & Biotechnology,26
18,JP,CSL,AU,Pharmaceuticals & Biotechnology,15
18,KR,CSL,AU,Pharmaceuticals & Biotechnology,15
18,US,CSL,AU,Pharmaceuticals & Biotechnology,23
19,US,TELSTRA,AU,Technology Hardware & Equipment,2
20,CN,AMP,AU,Nonlife Insurance,2
20,EP,AMP,AU,Nonlife Insurance,2
20,JP,AMP,AU,Nonlife Insurance,1
20,US,AMP,AU,Nonlife Insurance,2
21,CN,NUFARM,AU,Chemicals,3
21,EP,NUFARM,AU,Chemicals,2
21,JP,NUFARM,AU,Chemicals,1
21,KR,NUFARM,AU,Chemicals,1
21,US,NUFARM,AU,Chemicals,9
22,EP,COMMONWEALTH BANK OF AUSTRALIA,AU,Banks,1
22,US,COMMONWEALTH BANK OF AUSTRALIA,AU,Banks,4
23,CN,PROXIMUS,BE,Fixed Line Telecommunications,1
23,EP,PROXIMUS,BE,Fixed Line Telecommunications,1
23,US,PROXIMUS,BE,Fixed Line Telecommunications,1
24,CN,UMICORE,BE,Industrial Metals & Mining,51
24,EP,UMICORE,BE,Industrial Metals & Mining,70
24,JP,UMICORE,BE,Industrial Metals & Mining,28
24,KR,UMICORE,BE,Industrial Metals & Mining,31
24,US,UMICORE,BE,Industrial Metals & Mining,51
26,CN,UCB,BE,Pharmaceuticals & Biotechnology,19
26,EP,UCB,BE,Pharmaceuticals & Biotechnology,31
26,JP,UCB,BE,Pharmaceuticals & Biotechnology,16
26,KR,UCB,BE,Pharmaceuticals & Biotechnology,12
26,US,UCB,BE,Pharmaceuticals & Biotechnology,30
27,CN,SOLVAY,BE,Chemicals,221
27,EP,SOLVAY,BE,Chemicals,283
27,JP,SOLVAY,BE,Chemicals,128
27,KR,SOLVAY,BE,Chemicals,95
27,US,SOLVAY,BE,Chemicals,242
29,CN,AGFA-GEVAERT,BE,Electronic & Electrical Equipment,91
29,EP,AGFA-GEVAERT,BE,Electronic & Electrical Equipment,114
29,JP,AGFA-GEVAERT,BE,Electronic & Electrical Equipment,7
29,KR,AGFA-GEVAERT,BE,Electronic & Electrical Equipment,11
29,US,AGFA-GEVAERT,BE,Electronic & Electrical Equipment,93
30,CN,BEKAERT,BE,Industrial Metals & Mining,41
30,EP,BEKAERT,BE,Industrial Metals & Mining,44
30,JP,BEKAERT,BE,Industrial Metals & Mining,9
30,KR,BEKAERT,BE,Industrial Metals & Mining,11
30,US,BEKAERT,BE,Industrial Metals & Mining,33
31,CN,ANHEUSER-BUSCH INBEV,BE,,12
31,EP,ANHEUSER-BUSCH INBEV,BE,,24
31,KR,ANHEUSER-BUSCH INBEV,BE,,2
31,US,ANHEUSER-BUSCH INBEV,BE,,22
32,CN,BARCO,BE,Electronic & Electrical Equipment,22
32,EP,BARCO,BE,Electronic & Electrical Equipment,23
32,JP,BARCO,BE,Electronic & Electrical Equipment,4
32,KR,BARCO,BE,Electronic & Electrical Equipment,1
32,US,BARCO,BE,Electronic & Electrical Equipment,28
33,CN,XTRION,BE,Technology Hardware & Equipment,3
33,EP,XTRION,BE,Technology Hardware & Equipment,35
33,JP,XTRION,BE,Technology Hardware & Equipment,7
33,KR,XTRION,BE,Technology Hardware & Equipment,7
33,US,XTRION,BE,Technology Hardware & Equipment,54
37,EP,VTECH,CN,Technology Hardware & Equipment,1
37,US,VTECH,CN,Technology Hardware & Equipment,2
38,CN,HAIER ELECTRONICS,CN, Industrial Engineering,78
38,EP,HAIER ELECTRONICS,CN, Industrial Engineering,29
38,JP,HAIER ELECTRONICS,CN, Industrial Engineering,20
38,KR,HAIER ELECTRONICS,CN, Industrial Engineering,15
38,US,HAIER ELECTRONICS,CN, Industrial Engineering,31
39,CN,TPV TECHNOLOGY,CN,Technology Hardware & Equipment,10
39,EP,TPV TECHNOLOGY,CN,Technology Hardware & Equipment,6
39,JP,TPV TECHNOLOGY,CN,Technology Hardware & Equipment,2
39,KR,TPV TECHNOLOGY,CN,Technology Hardware & Equipment,3
39,US,TPV TECHNOLOGY,CN,Technology Hardware & Equipment,11
40,CN,HANERGY SOLAR,CN,Alternative Energy,6
40,EP,HANERGY SOLAR,CN,Alternative Energy,3
40,JP,HANERGY SOLAR,CN,Alternative Energy,1
40,KR,HANERGY SOLAR,CN,Alternative Energy,1
40,US,HANERGY SOLAR,CN,Alternative Energy,6
41,CN,HUABAO INTERNATIONAL,CN,Personal Goods,8
41,EP,HUABAO INTERNATIONAL,CN,Personal Goods,2
41,KR,HUABAO INTERNATIONAL,CN,Personal Goods,1
41,US,HUABAO INTERNATIONAL,CN,Personal Goods,2
43,CN,SKYWORTH DIGITAL,CN,Electronic & Electrical Equipment,42
43,EP,SKYWORTH DIGITAL,CN,Electronic & Electrical Equipment,7
43,US,SKYWORTH DIGITAL,CN,Electronic & Electrical Equipment,19
44,CN,MARVELL TECHNOLOGY,US,Technology Hardware & Equipment,209
44,EP,MARVELL TECHNOLOGY,US,Technology Hardware & Equipment,64
44,JP,MARVELL TECHNOLOGY,US,Technology Hardware & Equipment,40
44,KR,MARVELL TECHNOLOGY,US,Technology Hardware & Equipment,51
44,US,MARVELL TECHNOLOGY,US,Technology Hardware & Equipment,282
45,CN,FREESCALE,US,Technology Hardware & Equipment,305
45,EP,FREESCALE,US,Technology Hardware & Equipment,136
45,JP,FREESCALE,US,Technology Hardware & Equipment,136
45,KR,FREESCALE,US,Technology Hardware & Equipment,13
45,US,FREESCALE,US,Technology Hardware & Equipment,385
46,CN,AXALTA COATING SYSTEMS,US,Construction & Materials,31
46,EP,AXALTA COATING SYSTEMS,US,Construction & Materials,8
46,US,AXALTA COATING SYSTEMS,US,Construction & Materials,32
50,CN,EMBRAER,BR,Aerospace & Defense,13
50,EP,EMBRAER,BR,Aerospace & Defense,18
50,JP,EMBRAER,BR,Aerospace & Defense,3
50,US,EMBRAER,BR,Aerospace & Defense,23
51,CN,PETROLEO BRASILIERO,BR,Oil & Gas Producers,3
51,EP,PETROLEO BRASILIERO,BR,Oil & Gas Producers,8
51,JP,PETROLEO BRASILIERO,BR,Oil & Gas Producers,2
51,US,PETROLEO BRASILIERO,BR,Oil & Gas Producers,16
52,CN,VALE,BR,Mining,16
52,EP,VALE,BR,Mining,14
52,JP,VALE,BR,Mining,12
52,KR,VALE,BR,Mining,10
52,US,VALE,BR,Mining,37
53,CN,BRASKEM,BR,Chemicals,2
53,EP,BRASKEM,BR,Chemicals,5
53,US,BRASKEM,BR,Chemicals,8
55,CN,WEG,BR, Industrial Engineering,9
55,EP,WEG,BR, Industrial Engineering,8
55,US,WEG,BR, Industrial Engineering,6
56,CN,BOMBARDIER,CA,Aerospace & Defense,124
56,EP,BOMBARDIER,CA,Aerospace & Defense,192
56,JP,BOMBARDIER,CA,Aerospace & Defense,13
56,KR,BOMBARDIER,CA,Aerospace & Defense,15
56,US,BOMBARDIER,CA,Aerospace & Defense,128
57,CN,CAE,CA,Aerospace & Defense,6
57,EP,CAE,CA,Aerospace & Defense,7
57,JP,CAE,CA,Aerospace & Defense,4
57,KR,CAE,CA,Aerospace & Defense,5
57,US,CAE,CA,Aerospace & Defense,15
58,CN,VALEANT PHARMACEUTICALS,CA,Pharmaceuticals & Biotechnology,36
58,EP,VALEANT PHARMACEUTICALS,CA,Pharmaceuticals & Biotechnology,44
58,JP,VALEANT PHARMACEUTICALS,CA,Pharmaceuticals & Biotechnology,32
58,KR,VALEANT PHARMACEUTICALS,CA,Pharmaceuticals & Biotechnology,22
58,US,VALEANT PHARMACEUTICALS,CA,Pharmaceuticals & Biotechnology,63
60,US,CANADIAN NATIONAL RAILWAY,CA,Travel & Leisure,1
61,CN,SIERRA WIRELESS,CA,Technology Hardware & Equipment,6
61,EP,SIERRA WIRELESS,CA,Technology Hardware & Equipment,18
61,US,SIERRA WIRELESS,CA,Technology Hardware & Equipment,20
62,US,PASON SYSTEMS,CA,Software & Computer Services,1
63,CN,BLACKBERRY,CA,Technology Hardware & Equipment,155
63,EP,BLACKBERRY,CA,Technology Hardware & Equipment,858
63,JP,BLACKBERRY,CA,Technology Hardware & Equipment,6
63,KR,BLACKBERRY,CA,Technology Hardware & Equipment,47
63,US,BLACKBERRY,CA,Technology Hardware & Equipment,658
64,CN,WESTPORT INNOVATIONS,CA, Industrial Engineering,32
64,EP,WESTPORT INNOVATIONS,CA, Industrial Engineering,35
64,JP,WESTPORT INNOVATIONS,CA, Industrial Engineering,2
64,KR,WESTPORT INNOVATIONS,CA, Industrial Engineering,2
64,US,WESTPORT INNOVATIONS,CA, Industrial Engineering,37
66,CN,EXFO,CA,Technology Hardware & Equipment,10
66,EP,EXFO,CA,Technology Hardware & Equipment,11
66,US,EXFO,CA,Technology Hardware & Equipment,16
67,CN,OPEN TEXT,CA,Software & Computer Services,1
67,EP,OPEN TEXT,CA,Software & Computer Services,12
67,US,OPEN TEXT,CA,Software & Computer Services,17
68,EP,CONSTELLATION SOFTWARE,CA,Software & Computer Services,2
68,US,CONSTELLATION SOFTWARE,CA,Software & Computer Services,16
69,US,EVERTZ TECHNOLOGIES,CA,Leisure Goods,1
70,EP,ROYAL BANK OF CANADA,CA,Banks,3
70,US,ROYAL BANK OF CANADA,CA,Banks,8
71,CN,SMART TECHNOLOGIES,CA,Technology Hardware & Equipment,1
71,EP,SMART TECHNOLOGIES,CA,Technology Hardware & Equipment,5
71,KR,SMART TECHNOLOGIES,CA,Technology Hardware & Equipment,2
71,US,SMART TECHNOLOGIES,CA,Technology Hardware & Equipment,30
72,EP,REDKNEE SOLUTIONS,CA,Software & Computer Services,1
72,US,REDKNEE SOLUTIONS,CA,Software & Computer Services,1
73,CN,MITEL NETWORKS,CA,Technology Hardware & Equipment,2
73,EP,MITEL NETWORKS,CA,Technology Hardware & Equipment,34
73,US,MITEL NETWORKS,CA,Technology Hardware & Equipment,39
74,CN,JA BOMBARDIER JAB,CA,Automobiles & Parts,13
74,EP,JA BOMBARDIER JAB,CA,Automobiles & Parts,11
74,US,JA BOMBARDIER JAB,CA,Automobiles & Parts,40
75,CN,NOVA CHEMICALS,CA,Chemicals,16
75,EP,NOVA CHEMICALS,CA,Chemicals,15
75,JP,NOVA CHEMICALS,CA,Chemicals,12
75,KR,NOVA CHEMICALS,CA,Chemicals,12
75,US,NOVA CHEMICALS,CA,Chemicals,56
76,CN,THOMSON REUTERS,CA,Support Services,5
76,EP,THOMSON REUTERS,CA,Support Services,11
76,JP,THOMSON REUTERS,CA,Support Services,2
76,US,THOMSON REUTERS,CA,Support Services,27
77,CN,KUDELSKI,CH,Software & Computer Services,29
77,EP,KUDELSKI,CH,Software & Computer Services,123
77,JP,KUDELSKI,CH,Software & Computer Services,9
77,KR,KUDELSKI,CH,Software & Computer Services,18
77,US,KUDELSKI,CH,Software & Computer Services,113
78,CN,LAFARGEHOLCIM,CH,Construction & Materials,1
78,EP,LAFARGEHOLCIM,CH,Construction & Materials,3
78,KR,LAFARGEHOLCIM,CH,Construction & Materials,1
78,US,LAFARGEHOLCIM,CH,Construction & Materials,3
79,CN,GIVAUDAN,CH,Chemicals,24
79,EP,GIVAUDAN,CH,Chemicals,30
79,JP,GIVAUDAN,CH,Chemicals,21
79,KR,GIVAUDAN,CH,Chemicals,16
79,US,GIVAUDAN,CH,Chemicals,32
80,CN,BUCHER INDUSTRIES,CH, Industrial Engineering,23
80,EP,BUCHER INDUSTRIES,CH, Industrial Engineering,76
80,JP,BUCHER INDUSTRIES,CH, Industrial Engineering,14
80,KR,BUCHER INDUSTRIES,CH, Industrial Engineering,3
80,US,BUCHER INDUSTRIES,CH, Industrial Engineering,45
81,CN,RIETER,CH, Industrial Engineering,109
81,EP,RIETER,CH, Industrial Engineering,87
81,JP,RIETER,CH, Industrial Engineering,31
81,KR,RIETER,CH, Industrial Engineering,2
81,US,RIETER,CH, Industrial Engineering,50
82,CN,SONOVA,CH,Health Care Equipment & Services,27
82,EP,SONOVA,CH,Health Care Equipment & Services,78
82,US,SONOVA,CH,Health Care Equipment & Services,77
83,CN,BELIMO,CH, Industrial Engineering,6
83,EP,BELIMO,CH, Industrial Engineering,7
83,US,BELIMO,CH, Industrial Engineering,7
84,CN,RUAG,CH,Aerospace & Defense,4
84,EP,RUAG,CH,Aerospace & Defense,13
84,JP,RUAG,CH,Aerospace & Defense,4
84,KR,RUAG,CH,Aerospace & Defense,3
84,US,RUAG,CH,Aerospace & Defense,10
85,CN,ABB,CH, Industrial Engineering,608
85,EP,ABB,CH, Industrial Engineering,743
85,JP,ABB,CH, Industrial Engineering,93
85,KR,ABB,CH, Industrial Engineering,84
85,US,ABB,CH, Industrial Engineering,669
86,CN,GEBERIT,CH,General Industrials,18
86,EP,GEBERIT,CH,General Industrials,23
86,JP,GEBERIT,CH,General Industrials,1
86,KR,GEBERIT,CH,General Industrials,1
86,US,GEBERIT,CH,General Industrials,13
87,CN,SYNGENTA,CH,Chemicals,77
87,EP,SYNGENTA,CH,Chemicals,120
87,JP,SYNGENTA,CH,Chemicals,37
87,KR,SYNGENTA,CH,Chemicals,30
87,US,SYNGENTA,CH,Chemicals,167
88,CN,MEYER BURGER TECHNOLOGY,CH, Industrial Engineering,13
88,EP,MEYER BURGER TECHNOLOGY,CH, Industrial Engineering,14
88,JP,MEYER BURGER TECHNOLOGY,CH, Industrial Engineering,7
88,KR,MEYER BURGER TECHNOLOGY,CH, Industrial Engineering,8
88,US,MEYER BURGER TECHNOLOGY,CH, Industrial Engineering,9
89,CN,BASILEA PHARMACEUTICA,CH,Pharmaceuticals & Biotechnology,3
89,EP,BASILEA PHARMACEUTICA,CH,Pharmaceuticals & Biotechnology,3
89,JP,BASILEA PHARMACEUTICA,CH,Pharmaceuticals & Biotechnology,3
89,KR,BASILEA PHARMACEUTICA,CH,Pharmaceuticals & Biotechnology,2
89,US,BASILEA PHARMACEUTICA,CH,Pharmaceuticals & Biotechnology,3
90,CN,ACTELION,CH,Pharmaceuticals & Biotechnology,30
90,EP,ACTELION,CH,Pharmaceuticals & Biotechnology,32
90,JP,ACTELION,CH,Pharmaceuticals & Biotechnology,25
90,KR,ACTELION,CH,Pharmaceuticals & Biotechnology,28
90,US,ACTELION,CH,Pharmaceuticals & Biotechnology,31
91,CN,EMS CHEMIE,CH,Chemicals,39
91,EP,EMS CHEMIE,CH,Chemicals,42
91,JP,EMS CHEMIE,CH,Chemicals,34
91,KR,EMS CHEMIE,CH,Chemicals,33
91,US,EMS CHEMIE,CH,Chemicals,38
92,CN,SWATCH,CH,Personal Goods,321
92,EP,SWATCH,CH,Personal Goods,447
92,JP,SWATCH,CH,Personal Goods,327
92,KR,SWATCH,CH,Personal Goods,99
92,US,SWATCH,CH,Personal Goods,355
93,CN,LOGITECH INTERNATIONAL,CH,Technology Hardware & Equipment,25
93,EP,LOGITECH INTERNATIONAL,CH,Technology Hardware & Equipment,5
93,US,LOGITECH INTERNATIONAL,CH,Technology Hardware & Equipment,40
94,CN,ROCHE,CH,Pharmaceuticals & Biotechnology,671
94,EP,ROCHE,CH,Pharmaceuticals & Biotechnology,783
94,JP,ROCHE,CH,Pharmaceuticals & Biotechnology,568
94,KR,ROCHE,CH,Pharmaceuticals & Biotechnology,499
94,US,ROCHE,CH,Pharmaceuticals & Biotechnology,854
95,CN,SCHINDLER,CH, Industrial Engineering,72
95,EP,SCHINDLER,CH, Industrial Engineering,85
95,JP,SCHINDLER,CH, Industrial Engineering,4
95,KR,SCHINDLER,CH, Industrial Engineering,20
95,US,SCHINDLER,CH, Industrial Engineering,66
96,CN,METALL ZUG,CH,Household Goods & Home Construction,13
96,EP,METALL ZUG,CH,Household Goods & Home Construction,27
96,JP,METALL ZUG,CH,Household Goods & Home Construction,4
96,KR,METALL ZUG,CH,Household Goods & Home Construction,4
96,US,METALL ZUG,CH,Household Goods & Home Construction,9
97,CN,SULZER,CH, Industrial Engineering,56
97,EP,SULZER,CH, Industrial Engineering,80
97,JP,SULZER,CH, Industrial Engineering,14
97,KR,SULZER,CH, Industrial Engineering,30
97,US,SULZER,CH, Industrial Engineering,62
98,EP,ASCOM,CH,Technology Hardware & Equipment,4
98,US,ASCOM,CH,Technology Hardware & Equipment,8
99,CN,BUHLER,CH, Industrial Engineering,17
99,EP,BUHLER,CH, Industrial Engineering,28
99,JP,BUHLER,CH, Industrial Engineering,3
99,KR,BUHLER,CH, Industrial Engineering,7
99,US,BUHLER,CH, Industrial Engineering,21
100,CN,SWISSCOM,CH,Fixed Line Telecommunications,2
100,EP,SWISSCOM,CH,Fixed Line Telecommunications,12
100,JP,SWISSCOM,CH,Fixed Line Telecommunications,2
100,US,SWISSCOM,CH,Fixed Line Telecommunications,12
101,CN,CLARIANT,CH,Chemicals,96
101,EP,CLARIANT,CH,Chemicals,118
101,JP,CLARIANT,CH,Chemicals,60
101,KR,CLARIANT,CH,Chemicals,36
101,US,CLARIANT,CH,Chemicals,107
102,CN,OC OERLIKON,CH,General Industrials,117
102,EP,OC OERLIKON,CH,General Industrials,112
102,JP,OC OERLIKON,CH,General Industrials,71
102,KR,OC OERLIKON,CH,General Industrials,44
102,US,OC OERLIKON,CH,General Industrials,84
103,CN,SFS GROUP,CH,Electronic & Electrical Equipment,9
103,EP,SFS GROUP,CH,Electronic & Electrical Equipment,18
103,US,SFS GROUP,CH,Electronic & Electrical Equipment,15
104,CN,NOVARTIS,CH,Pharmaceuticals & Biotechnology,363
104,EP,NOVARTIS,CH,Pharmaceuticals & Biotechnology,462
104,JP,NOVARTIS,CH,Pharmaceuticals & Biotechnology,285
104,KR,NOVARTIS,CH,Pharmaceuticals & Biotechnology,229
104,US,NOVARTIS,CH,Pharmaceuticals & Biotechnology,572
105,CN,NESTLE,CH,Food Producers,314
105,EP,NESTLE,CH,Food Producers,392
105,JP,NESTLE,CH,Food Producers,206
105,KR,NESTLE,CH,Food Producers,62
105,US,NESTLE,CH,Food Producers,377
107,EP,BARRY CALLEBAUT,CH,Food Producers,2
108,CN,RICHEMONT,CH,General Retailers,13
108,EP,RICHEMONT,CH,General Retailers,21
108,JP,RICHEMONT,CH,General Retailers,8
108,US,RICHEMONT,CH,General Retailers,9
109,CN,LONZA,CH,Chemicals,14
109,EP,LONZA,CH,Chemicals,26
109,JP,LONZA,CH,Chemicals,14
109,KR,LONZA,CH,Chemicals,7
109,US,LONZA,CH,Chemicals,25
110,CN,SIKA,CH,Chemicals,90
110,EP,SIKA,CH,Chemicals,149
110,JP,SIKA,CH,Chemicals,68
110,KR,SIKA,CH,Chemicals,23
110,US,SIKA,CH,Chemicals,107
111,CN,KABA HOLDING,CH,Support Services,58
111,EP,KABA HOLDING,CH,Support Services,122
111,KR,KABA HOLDING,CH,Support Services,1
111,US,KABA HOLDING,CH,Support Services,51
112,CN,TECAN,CH,Pharmaceuticals & Biotechnology,19
112,EP,TECAN,CH,Pharmaceuticals & Biotechnology,25
112,JP,TECAN,CH,Pharmaceuticals & Biotechnology,10
112,KR,TECAN,CH,Pharmaceuticals & Biotechnology,1
112,US,TECAN,CH,Pharmaceuticals & Biotechnology,25
113,CN,GALENICA,CH,Pharmaceuticals & Biotechnology,3
113,EP,GALENICA,CH,Pharmaceuticals & Biotechnology,3
113,JP,GALENICA,CH,Pharmaceuticals & Biotechnology,3
113,KR,GALENICA,CH,Pharmaceuticals & Biotechnology,3
113,US,GALENICA,CH,Pharmaceuticals & Biotechnology,3
114,CN,OCTAPHARMA,CH,Pharmaceuticals & Biotechnology,2
114,EP,OCTAPHARMA,CH,Pharmaceuticals & Biotechnology,3
114,US,OCTAPHARMA,CH,Pharmaceuticals & Biotechnology,3
115,CN,LIEBHERR-INTERNATIONAL,CH, Industrial Engineering,79
115,EP,LIEBHERR-INTERNATIONAL,CH, Industrial Engineering,186
115,JP,LIEBHERR-INTERNATIONAL,CH, Industrial Engineering,25
115,KR,LIEBHERR-INTERNATIONAL,CH, Industrial Engineering,15
115,US,LIEBHERR-INTERNATIONAL,CH, Industrial Engineering,134
116,CN,GEORG FISCHER,CH, Industrial Engineering,23
116,EP,GEORG FISCHER,CH, Industrial Engineering,30
116,JP,GEORG FISCHER,CH, Industrial Engineering,15
116,KR,GEORG FISCHER,CH, Industrial Engineering,6
116,US,GEORG FISCHER,CH, Industrial Engineering,28
117,JP,TEMENOS,CH,Software & Computer Services,1
117,KR,TEMENOS,CH,Software & Computer Services,1
118,CN,BOBST,CH, Industrial Engineering,20
118,EP,BOBST,CH, Industrial Engineering,24
118,JP,BOBST,CH, Industrial Engineering,16
118,KR,BOBST,CH, Industrial Engineering,16
118,US,BOBST,CH, Industrial Engineering,20
119,CN,ENDRESS & HAUSER,CH,Electronic & Electrical Equipment,169
119,EP,ENDRESS & HAUSER,CH,Electronic & Electrical Equipment,132
119,JP,ENDRESS & HAUSER,CH,Electronic & Electrical Equipment,1
119,US,ENDRESS & HAUSER,CH,Electronic & Electrical Equipment,237
120,CN,YPSOMED,CH,Health Care Equipment & Services,9
120,EP,YPSOMED,CH,Health Care Equipment & Services,20
120,JP,YPSOMED,CH,Health Care Equipment & Services,3
120,US,YPSOMED,CH,Health Care Equipment & Services,16
121,CN,ADVANCED DIGITAL BROADCAST,CH,Technology Hardware & Equipment,19
121,EP,ADVANCED DIGITAL BROADCAST,CH,Technology Hardware & Equipment,38
121,US,ADVANCED DIGITAL BROADCAST,CH,Technology Hardware & Equipment,38
122,CN,U BLOX,CH,Electronic & Electrical Equipment,10
122,EP,U BLOX,CH,Electronic & Electrical Equipment,13
122,JP,U BLOX,CH,Electronic & Electrical Equipment,9
122,US,U BLOX,CH,Electronic & Electrical Equipment,12
123,CN,TE CONNECTIVITY,CH,Electronic & Electrical Equipment,605
123,EP,TE CONNECTIVITY,CH,Electronic & Electrical Equipment,457
123,JP,TE CONNECTIVITY,CH,Electronic & Electrical Equipment,253
123,KR,TE CONNECTIVITY,CH,Electronic & Electrical Equipment,208
123,US,TE CONNECTIVITY,CH,Electronic & Electrical Equipment,728
124,CN,GARMIN,CH,Leisure Goods,9
124,EP,GARMIN,CH,Leisure Goods,8
124,JP,GARMIN,CH,Leisure Goods,1
124,KR,GARMIN,CH,Leisure Goods,2
124,US,GARMIN,CH,Leisure Goods,13
125,CN,AUTONEUM HOLDING,CH,Automobiles & Parts,2
125,EP,AUTONEUM HOLDING,CH,Automobiles & Parts,5
125,JP,AUTONEUM HOLDING,CH,Automobiles & Parts,2
125,KR,AUTONEUM HOLDING,CH,Automobiles & Parts,2
125,US,AUTONEUM HOLDING,CH,Automobiles & Parts,2
126,CN,DONGFANG ELECTRIC,CN, Industrial Engineering,5
126,US,DONGFANG ELECTRIC,CN, Industrial Engineering,5
127,CN,SINOPEC YIZHENG CHEMICAL FIBRE,CN,Oil & Gas Producers,1
127,US,SINOPEC YIZHENG CHEMICAL FIBRE,CN,Oil & Gas Producers,1
130,CN,CHONGOING CHANGAN,CN,Automobiles & Parts,8
130,US,CHONGOING CHANGAN,CN,Automobiles & Parts,8
132,CN,GREAT WALL TECHNOLOGY,CN,Technology Hardware & Equipment,4
132,EP,GREAT WALL TECHNOLOGY,CN,Technology Hardware & Equipment,6
132,JP,GREAT WALL TECHNOLOGY,CN,Technology Hardware & Equipment,2
132,KR,GREAT WALL TECHNOLOGY,CN,Technology Hardware & Equipment,3
132,US,GREAT WALL TECHNOLOGY,CN,Technology Hardware & Equipment,10
133,CN,PETROCHINA,CN,Oil & Gas Producers,47
133,EP,PETROCHINA,CN,Oil & Gas Producers,7
133,JP,PETROCHINA,CN,Oil & Gas Producers,5
133,US,PETROCHINA,CN,Oil & Gas Producers,39
134,CN,ALUMINUM CORPORATION OF CHINA,CN,Industrial Metals & Mining,1
134,US,ALUMINUM CORPORATION OF CHINA,CN,Industrial Metals & Mining,1
135,CN,CHINA PETROLEUM & CHEMICALS,CN,Oil & Gas Producers,211
135,EP,CHINA PETROLEUM & CHEMICALS,CN,Oil & Gas Producers,13
135,JP,CHINA PETROLEUM & CHEMICALS,CN,Oil & Gas Producers,24
135,KR,CHINA PETROLEUM & CHEMICALS,CN,Oil & Gas Producers,43
